PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Ca4,Carbonic anhydrase 4,Q64444,CAH4_MOUSE,"rough endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,trans-Golgi network,plasma membrane,cell surface,membrane,apical plasma membrane,transport vesicle membrane,secretory granule membrane,anchored component of external side of plasma membrane,brush border membrane,anchored component of plasma membrane,perinuclear region of cytoplasm,extracellular exosome","one-carbon metabolic process,regulation of pH,carbon dioxide transport,bicarbonate transport","carbonate dehydratase activity,protein binding,zinc ion binding",7.91E-17,4,4,5,4,6,2,6,Filtered,4,4,5,4,6,2,6,Filtered,33.94468307,4.833163738,24.90064812,12.2382803,20.42479515,13.41899014,20.82830048,Filtered
Mrc2,C-type mannose receptor 2,Q64449,MRC2_MOUSE,"plasma membrane,integral component of plasma membrane,focal adhesion,cell surface,membrane","osteoblast differentiation,endocytosis,signal transduction,collagen catabolic process","transmembrane signaling receptor activity,collagen binding,carbohydrate binding",2.29E-11,3,15,3,14,2,15,Filtered,Filtered,3,15,3,14,2,15,Filtered,Filtered,3.690019846,4.148306847,0.730578542,13.52230167,0.796182394,11.47933865,Filtered,Filtered
Cyp4b1,Cytochrome P450 4B1,Q64462,CP4B1_MOUSE,"endoplasmic reticulum membrane,organelle membrane","biphenyl metabolic process,fluorene metabolic process,exogenous drug catabolic process,oxidation-reduction process","iron ion binding,drug binding,toxic substance binding,fluorene oxygenase activity,heme binding,aromatase activity",8.91E-29,47,43,43,42,42,43,47,2,47,43,43,42,42,43,47,2,1007.827148,569.2174683,1110.11792,709.6878052,1009.618408,442.3356934,1026.695923,1307.928101
Gstt1,Glutathione S-transferase theta-1,Q64471,GSTT1_MOUSE,"nucleus,cytoplasm,cytosol","DNA modification,glutathione metabolic process,response to salicylic acid,response to selenium ion,dichloromethane metabolic process,response to vitamin E,response to drug,cellular oxidant detoxification","glutathione transferase activity,glutathione peroxidase activity,alkylhalidase activity",2.17E-07,12,14,9,8,12,13,14,Filtered,12,14,9,8,12,13,14,Filtered,56.11662292,30.93128967,53.9364624,21.20324326,46.40304184,50.38277435,54.05171967,Filtered
Top2b,DNA topoisomerase 2-beta,Q64511,TOP2B_MOUSE,"nucleus,nucleoplasm,nucleolus,cytosol,intracellular ribonucleoprotein complex,chromosome,heterochromatin","resolution of meiotic recombination intermediates,sister chromatid segregation,neuron migration,DNA topological change,axonogenesis,forebrain development,mitotic DNA integrity checkpoint","DNA binding,chromatin binding,DNA topoisomerase activity,DNA topoisomerase type II (ATP-hydrolyzing) activity,protein kinase C binding,protein binding,ATP binding,protein C-terminus binding,enzyme binding,histone deacetylase binding,ribonucleoprotein complex binding,metal ion binding,protein heterodimerization activity",8.07E-10,6,14,3,14,5,12,6,Filtered,6,14,3,14,5,12,6,Filtered,14.75228596,17.18317604,20.55389214,34.1275444,11.10740757,27.33307266,16.53133965,Filtered
Tpp2,Tripeptidyl-peptidase 2;Isoform Short of Tripeptidyl-peptidase 2,Q64514;Q64514-2,TPP2_MOUSE,"nucleoplasm,cytosol,nuclear body;",proteolysis;,"aminopeptidase activity,serine-type endopeptidase activity,tripeptidyl-peptidase activity,peptide binding;",1.52E-06,7,14,8,14,4,14,8,Filtered,7,14,8,14,4,14,8,Filtered,22.91291237,13.79429626,17.14872742,37.87244415,17.52350235,19.72015762,17.91755867,Filtered
Gk,Isoform 1 of Glycerol kinase,Q64516-1,GLPK_MOUSE,,,,1.84E-24,34,33,35,30,39,31,37,1,34,33,35,30,39,31,37,1,226.4899292,112.8417892,243.7147827,81.54475403,233.3244019,107.3228989,198.6138306,200.3114929
Nqo1,NAD(P)H dehydrogenase [quinone] 1,Q64669,NQO1_MOUSE,"cytosol,neuronal cell body,extracellular exosome","response to oxidative stress,aging,response to nutrient,removal of superoxide radicals,response to estradiol,negative regulation of apoptotic process,negative regulation of catalytic activity,positive regulation of neuron apoptotic process,response to ethanol,oxidation-reduction process","RNA binding,NAD(P)H dehydrogenase (quinone) activity,superoxide dismutase activity,identical protein binding",4.83E-17,7,7,9,2,7,9,9,Filtered,7,7,9,2,7,9,9,Filtered,67.30323029,68.71025085,94.60044098,34.9275589,86.95317841,57.80120468,76.48162842,Filtered
Srm,Spermidine synthase,Q64674,SPEE_MOUSE,,"spermidine biosynthetic process,cellular response to leukemia inhibitory factor","spermidine synthase activity,identical protein binding,protein homodimerization activity",8.78E-07,7,7,4,7,4,7,7,Filtered,7,7,4,7,4,7,7,Filtered,14.54493141,13.15589905,16.34213066,43.64214325,8.884373665,30.24409485,13.09618759,Filtered
Ugt8,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,Q64676,CGT_MOUSE,"integral component of membrane,intracellular membrane-bounded organelle","protein localization to paranode region of axon,galactosylceramide biosynthetic process,cytoskeleton organization,glycolipid biosynthetic process,paranodal junction assembly,myelination,neuron projection morphogenesis","ceramide glucosyltransferase activity,UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity,glucuronosyltransferase activity,N-acylsphingosine galactosyltransferase activity",9.54E-06,1,1,1,1,1,1,2,Filtered,1,1,1,1,1,1,2,Filtered,7.062695503,6.603042603,10.12948036,4.31637764,5.676051617,5.780909061,3.795783281,Filtered
Azgp1,Zinc-alpha-2-glycoprotein,Q64726,ZA2G_MOUSE,"extracellular space,nucleus,plasma membrane,extracellular matrix,extracellular exosome","detection of chemical stimulus involved in sensory perception of bitter taste,retina homeostasis,cell adhesion,regulation of multicellular organism growth",,1.66E-20,3,4,4,8,2,3,3,Filtered,3,4,4,8,2,3,3,Filtered,5.163391113,3.900310278,6.662261963,76.05516052,4.645767212,9.112876892,6.880669594,Filtered
Vcl,Vinculin,Q64727,VINC_MOUSE,"podosome,cytoplasm,plasma membrane,brush border,cell-cell junction,adherens junction,cell-cell adherens junction,zonula adherens,fascia adherens,focal adhesion,actin cytoskeleton,sarcolemma,costamere,protein complex,membrane raft,extracellular exosome,outer dense plaque of desmosome,inner dense plaque of desmosome,extracellular vesicle,terminal web","morphogenesis of an epithelium,cell adhesion,lamellipodium assembly,regulation of cell migration,adherens junction assembly,protein localization to cell surface,apical junction assembly,axon extension,platelet aggregation,epithelial cell-cell adhesion","dystroglycan binding,structural molecule activity,protein binding,ubiquitin protein ligase binding,alpha-catenin binding,cadherin binding,actin filament binding",1.63E-20,65,67,59,64,62,69,58,Filtered,65,67,59,64,62,69,58,Filtered,146.7603455,263.1784058,135.7003479,272.3820496,144.5263519,303.3762512,132.9155426,Filtered
Gart,Trifunctional purine biosynthetic protein adenosine-3,Q64737,PUR2_MOUSE,"cytoplasm,extracellular exosome","brainstem development,'de novo' IMP biosynthetic process,glycine metabolic process,purine nucleobase biosynthetic process,response to organic substance,response to inorganic substance,cerebellum development,cerebral cortex development,tetrahydrofolate biosynthetic process","phosphoribosylamine-glycine ligase activity,phosphoribosylformylglycinamidine cyclo-ligase activity,phosphoribosylglycinamide formyltransferase activity,ATP binding,metal ion binding",2.41E-28,21,23,20,22,20,22,21,Filtered,21,23,20,22,20,22,21,Filtered,38.00570297,37.63614273,43.02384186,46.28065491,31.79914856,45.60861969,31.88891411,Filtered
Retsat,"All-trans-retinol 13,14-reductase",Q64FW2,RETST_MOUSE,"nuclear outer membrane,endoplasmic reticulum membrane,membrane,nuclear membrane","retinoid metabolic process,retinol metabolic process,oxidation-reduction process","oxidoreductase activity,all-trans-retinol 13,14-reductase activity",1.30E-16,6,5,8,2,7,6,5,Filtered,6,5,8,2,7,6,5,Filtered,17.12385559,11.79079819,20.32380486,12.0699234,19.36251259,7.22907114,17.60321236,Filtered
Ptpmt1,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,Q66GT5,PTPM1_MOUSE,"nucleus,mitochondrion,mitochondrial inner membrane","phosphatidylglycerol biosynthetic process,cardiolipin biosynthetic process,peptidyl-tyrosine dephosphorylation,phosphatidylinositol metabolic process","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity,protein tyrosine phosphatase activity,protein tyrosine/serine/threonine phosphatase activity,phosphatidylglycerophosphatase activity",1.19E-05,2,2,1,2,2,1,2,Filtered,2,2,1,2,2,1,2,Filtered,12.51218987,5.684997559,13.83067799,11.13980198,9.583658218,7.975038052,10.42542362,Filtered
Rab3ip,Rab-3A-interacting protein,Q68EF0,RAB3I_MOUSE,"nucleus,cytoplasm,centrosome,cytosol,lamellipodium","protein targeting to membrane,protein localization to organelle,positive regulation of GTPase activity,cilium morphogenesis",Rab guanyl-nucleotide exchange factor activity,4.91E-05,2,3,4,2,6,5,4,Filtered,2,3,4,2,6,5,4,Filtered,13.00494766,14.53458881,8.779449463,8.804919243,15.86750793,10.58835125,7.102221489,Filtered
Sptbn2,Protein Sptbn2,Q68FG2,Q68FG2_MOUSE,"photoreceptor inner segment,extracellular space,cytosol,plasma membrane,spectrin,apical plasma membrane,cell junction,neuronal cell body","cytoskeleton organization,synapse assembly,vesicle-mediated transport,cerebellar Purkinje cell layer morphogenesis,adult behavior,multicellular organism growth,actin filament capping","actin binding,structural constituent of cytoskeleton,phospholipid binding,cadherin binding",4.52E-05,6,2,4,3,5,2,5,Filtered,6,2,4,3,5,2,5,Filtered,12.52091789,1.613068342,6.677333832,14.7644062,20.97730064,2.477952003,10.3524332,Filtered
Galk2,N-acetylgalactosamine kinase,Q68FH4;Q8BUU7,GALK2_MOUSE;Q8BUU7_MOUSE,"cellular_component,cytoplasm;","galactose metabolic process,carbohydrate phosphorylation;","galactokinase activity,ATP binding,galactose binding,N-acetylgalactosamine kinase activity;",5.66E-07,5,6,4,5,6,7,7,Filtered,5,6,4,5,6,7,7,Filtered,46.9814949,23.08152199,38.01628876,43.4203949,35.80052185,48.08898926,33.13338852,Filtered
Hbs1l,HBS1-like protein;Isoform 2 of HBS1-like protein,Q69ZS7;Q69ZS7-2,HBS1L_MOUSE,"intracellular,membrane,extracellular exosome;","translation,translational elongation;","translation elongation factor activity,GTPase activity,protein binding,GTP binding;",0.001412318,Filtered,2,1,Filtered,1,2,1,Filtered,Filtered,2,1,Filtered,1,2,1,Filtered,Filtered,1.698868752,2.658529043,Filtered,2.655561686,1.351718903,2.291595936,Filtered
Swap70,Switch-associated protein 70,Q6A028,SWP70_MOUSE,"nucleus,cytoplasm,cytoskeleton,plasma membrane,lamellipodium","positive regulation of cytosolic calcium ion concentration,regulation of actin polymerization or depolymerization,somatic cell DNA recombination,negative regulation of actin filament depolymerization,positive regulation of actin filament bundle assembly,regulation of protein localization,negative regulation of cell-cell adhesion mediated by integrin,isotype switching,actin filament bundle assembly,positive regulation of mast cell chemotaxis,negative regulation of peptidyl-serine dephosphorylation","DNA binding,protein binding,ATP binding,cadherin binding",1.04E-11,3,5,1,4,3,5,3,Filtered,3,5,1,4,3,5,3,Filtered,3.034887552,7.939102173,6.648793221,11.62813568,6.546177864,7.614384651,4.821976662,Filtered
Cdc5l,Cell division cycle 5-like protein,Q6A068,CDC5L_MOUSE,"Prp19 complex,nucleus,nucleoplasm,cytoplasm,membrane,nuclear speck,catalytic step 2 spliceosome,DNA replication factor A complex","mRNA splicing, via spliceosome,DNA repair,regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,cell cycle,cell differentiation,positive regulation of transcription from RNA polymerase II promoter,signal transduction involved in DNA damage checkpoint","RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcription factor activity, RNA polymerase II transcription factor recruiting,transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,RNA binding,sequence-specific DNA binding,transcription regulatory region DNA binding,WD40-repeat domain binding",1.85E-09,3,7,4,4,2,6,2,Filtered,3,7,4,4,2,6,2,Filtered,20.58406448,8.403889656,14.13350964,21.68766022,10.208354,22.08241463,12.773839,Filtered
Gbf1,MKIAA0248 protein (Fragment);Golgi-specific brefeldin A-resistance factor 1,Q6A099;Q6DFZ1,Q6A099_MOUSE;Q6DFZ1_MOUSE,";Golgi membrane,mitochondrion,peroxisome,endoplasmic reticulum lumen,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,Golgi stack,cis-Golgi network,trans-Golgi network,cytosol,membrane,cell leading edge",";cell activation involved in immune response,retrograde vesicle-mediated transport, Golgi to ER,Golgi to endosome transport,Golgi organization,regulation of mitotic cell cycle,vesicle-mediated transport,neutrophil chemotaxis,regulation of ARF protein signal transduction,protein localization to Golgi apparatus,retrograde transport, endosome to Golgi,positive regulation of GTPase activity,COPI coating of Golgi vesicle,establishment of monopolar cell polarity,protein localization to endoplasmic reticulum exit site,Golgi disassembly,endoplasmic reticulum-Golgi intermediate compartment organization,cellular response to virus,reactive oxygen species biosynthetic process,protein localization to endoplasmic reticulum tubular network,regulation of protein localization to cell surface",";ARF guanyl-nucleotide exchange factor activity,protein binding,phosphatidylinositol-3,4,5-trisphosphate binding,phosphatidylinositol-3,5-bisphosphate binding",0.00051477,Filtered,1,Filtered,1,Filtered,2,Filtered,Filtered,Filtered,0,Filtered,0,Filtered,2,Filtered,Filtered,Filtered,NaN,Filtered,NaN,Filtered,1,Filtered,Filtered
Larp4b,La-related protein 4B;Isoform 2 of La-related protein 4B;Isoform 3 of La-related protein 4B,Q6A0A2;Q6A0A2-2;Q6A0A2-3,LAR4B_MOUSE,"nucleolus,cytosol,cytoplasmic stress granule,membrane,polysomal ribosome;;",positive regulation of translation;;,RNA binding;;,0.003436913,1,1,1,2,Filtered,3,1,Filtered,1,1,1,2,Filtered,3,1,Filtered,1.556782246,6.881809711,5.480965137,5.463175774,Filtered,3.347939253,5.478005886,Filtered
FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1,Q6A0A9,F120A_MOUSE,"nucleus,cytosol,plasma membrane,membrane",,RNA binding,6.02E-33,17,22,19,19,19,20,20,Filtered,17,22,19,19,19,20,20,Filtered,33.12472153,49.79162598,41.95048904,39.58389282,39.16247177,47.71835709,35.33135605,Filtered
Slc22a13,Solute carrier family 22 member 13,Q6A4L0,S22AD_MOUSE,"integral component of plasma membrane,apical plasma membrane,extracellular exosome","inorganic anion transport,urate transport,sodium-independent organic anion transport,transmembrane transport,nicotinate transport","inorganic anion exchanger activity,sodium-independent organic anion transmembrane transporter activity,nicotinate transporter activity",9.21E-05,1,Filtered,2,Filtered,2,Filtered,2,Filtered,1,Filtered,2,Filtered,2,Filtered,2,Filtered,10.97932816,Filtered,8.488074303,Filtered,12.01743412,Filtered,16.97051811,Filtered
Nop58,Nucleolar protein 58,Q6DFW4,NOP58_MOUSE,"fibrillar center,nucleus,nucleolus,small nucleolar ribonucleoprotein complex,cytosol,Cajal body,membrane,box C/D snoRNP complex,small-subunit processome,pre-snoRNP complex","rRNA modification,snoRNA localization","TFIID-class transcription factor binding,RNA binding,snoRNA binding,ATPase binding",2.39E-11,8,13,7,11,7,11,6,Filtered,8,13,7,11,7,11,6,Filtered,23.76220894,20.44859123,12.37069893,32.42189789,15.94282532,32.63305664,20.65402412,Filtered
Enpp3,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,Q6DYE8,ENPP3_MOUSE,"integral component of membrane,perinuclear region of cytoplasm,extracellular exosome","phosphate-containing compound metabolic process,receptor-mediated endocytosis,immune response,nucleoside triphosphate catabolic process,nucleic acid phosphodiester bond hydrolysis","nucleic acid binding,phosphodiesterase I activity,scavenger receptor activity,polysaccharide binding,NADH pyrophosphatase activity,metal ion binding,nucleoside-triphosphate diphosphatase activity",3.69E-13,6,7,6,7,7,6,6,Filtered,6,7,6,7,7,6,6,Filtered,13.94239521,3.534038067,18.26667595,9.509150505,13.48179626,12.75570774,12.35926914,Filtered
Nomo1,Nodal modulator 1,Q6GQT9,NOMO1_MOUSE,"endoplasmic reticulum membrane,membrane,integral component of membrane",biological_process,"molecular_function,carbohydrate binding",3.01E-18,21,21,18,21,17,18,19,Filtered,21,21,18,21,17,18,19,Filtered,42.38637161,52.91168213,44.28379822,58.22387695,45.12252808,49.28802872,46.72975159,Filtered
Prdx6,Peroxiredoxin 6,Q6GT24,Q6GT24_MOUSE,,,,1.75E-16,25,24,22,22,20,22,22,2,25,24,22,22,20,22,22,2,590.9682007,697.3630981,580.4014282,532.2229004,588.1708984,693.8217163,566.1594849,1115.655029
Kdsr,3-ketodihydrosphingosine reductase,Q6GV12,KDSR_MOUSE,"endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane","3-keto-sphinganine metabolic process,sphingolipid biosynthetic process,oxidation-reduction process",3-dehydrosphinganine reductase activity,0.001531904,1,1,1,1,1,2,1,Filtered,1,1,1,1,1,2,1,Filtered,13.90680599,19.21930504,17.14787102,18.13423157,16.99842072,9.054558754,5.65512991,Filtered
Tpm4,Tropomyosin alpha-4 chain,Q6IRU2,TPM4_MOUSE,"stress fiber,podosome,cytoplasm,muscle thin filament tropomyosin,focal adhesion,actin cytoskeleton,membrane,cortical cytoskeleton,extracellular exosome,filamentous actin","osteoblast differentiation,muscle contraction,actin filament organization","structural constituent of muscle,identical protein binding,protein homodimerization activity,metal ion binding,protein heterodimerization activity,actin filament binding",1.29E-19,29,34,28,33,29,34,30,Filtered,29,34,28,33,29,34,30,Filtered,71.0557785,179.3843079,60.95686722,285.5732422,70.98682404,258.6263733,77.03730774,Filtered
Cltb,Isoform 2 of Clathrin light chain B,Q6IRU5-2,CLCB_MOUSE,,,,1.88E-24,9,10,10,9,10,10,10,Filtered,9,10,10,9,10,10,10,Filtered,112.0725555,113.8934097,130.0064545,38.22230911,106.6751862,117.4099274,104.7457962,Filtered
Exoc3,Exocyst complex component 3,Q6KAR6,EXOC3_MOUSE,"exocyst,Golgi apparatus,growth cone,midbody,secretory granule membrane,perinuclear region of cytoplasm","exocytosis,protein transport,exocyst localization,membrane organization","SNARE binding,cadherin binding",0.003487277,Filtered,Filtered,2,1,Filtered,1,2,Filtered,Filtered,Filtered,2,1,Filtered,1,2,Filtered,Filtered,Filtered,5.761344433,65.45071411,Filtered,25.81231117,9.269287109,Filtered
Npepl1,Probable aminopeptidase NPEPL1,Q6NSR8,PEPL1_MOUSE,"nucleus,cytoplasm","proteolysis,biological_process","aminopeptidase activity,metalloexopeptidase activity,manganese ion binding",9.22E-22,9,8,9,5,10,9,7,Filtered,9,8,9,5,10,9,7,Filtered,23.4399929,31.74940109,25.88394356,20.14618492,22.10614777,25.09200096,22.37986755,Filtered
U2surp,U2 snRNP-associated SURP motif-containing protein;Isoform 2 of U2 snRNP-associated SURP motif-containing protein;Isoform 3 of U2 snRNP-associated SURP motif-containing protein,Q6NV83;Q6NV83-2;Q6NV83-3,SR140_MOUSE,"nucleus,nucleoplasm;;","RNA processing,biological_process;;",RNA binding;;,0.000134106,2,3,1,3,2,3,1,Filtered,2,3,1,3,2,3,1,Filtered,4.550875664,7.249209881,7.892799377,11.98127556,3.978137255,10.12743759,3.015711308,Filtered
Sec24d,Protein Sec24d,Q6NXL1,Q6NXL1_MOUSE,"Golgi membrane,COPII vesicle coat","in utero embryonic development,intracellular protein transport,ER to Golgi vesicle-mediated transport,cargo loading into COPII-coated vesicle","SNARE binding,zinc ion binding",4.89E-06,3,5,2,5,2,5,5,Filtered,3,5,2,5,2,5,5,Filtered,5.51238966,5.443791389,2.285754204,8.553138733,1.846889019,5.896136761,3.192067146,Filtered
Dnajc8,DnaJ homolog subfamily C member 8,Q6NZB0,DNJC8_MOUSE,"nucleus,nucleoplasm,cytosol,intercellular bridge",,Hsp70 protein binding,1.22E-10,4,5,4,5,3,5,2,Filtered,4,5,4,5,3,5,2,Filtered,14.56055355,18.81699753,14.33205414,22.88249397,12.18580818,21.6907444,6.335392952,Filtered
Snx1,Sorting nexin 1;Sorting nexin-1,Q6NZD2;Q9WV80,Q6NZD2_MOUSE;SNX1_MOUSE,";cytoplasm,lysosome,endosome,Golgi apparatus,cytosol,endosome membrane,postsynaptic density,membrane,extrinsic component of membrane,lamellipodium,retromer complex,retromer, tubulation complex,early endosome membrane,vesicle,dendritic spine,intracellular membrane-bounded organelle,protein complex,presynapse",";intracellular protein transport,endocytosis,vesicle organization,negative regulation of transforming growth factor beta receptor signaling pathway,neuron projection development,receptor internalization,early endosome to Golgi transport,retrograde transport, endosome to Golgi,lamellipodium morphogenesis",";epidermal growth factor receptor binding,insulin receptor binding,protein binding,phosphatidylinositol binding,identical protein binding,protein homodimerization activity,cadherin binding,protein heterodimerization activity,transferrin receptor binding,leptin receptor binding",3.24E-15,16,18,14,12,17,17,16,Filtered,16,18,14,12,17,17,16,Filtered,70.32611847,63.04572296,72.14598083,56.78128815,75.2254715,76.19290924,65.45285797,Filtered
Skiv2l,Protein Skiv2l,Q6NZR5,Q6NZR5_MOUSE,Ski complex,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay","RNA binding,ATP-dependent RNA helicase activity,ATP binding",3.13E-05,1,2,2,1,2,2,1,Filtered,1,2,2,1,2,2,1,Filtered,3.954955816,5.42665863,8.214015007,11.04395103,6.387021065,4.878993988,13.69312286,Filtered
Sri,Sorcin;Isoform 2 of Sorcin,Q6P069;Q6P069-2,SORCN_MOUSE,"intracellular,nucleoplasm,mitochondrion,endoplasmic reticulum membrane,smooth endoplasmic reticulum,cytosol,plasma membrane,membrane,Z disc,T-tubule,axon,vesicle,sarcoplasmic reticulum membrane,axon terminus,dendritic spine neck,extracellular exosome,chromaffin granule membrane;","proteolysis,calcium ion transport,heart development,negative regulation of heart rate,positive regulation of insulin secretion involved in cellular response to glucose stimulus,cytoplasmic sequestering of transcription factor,positive regulation of release of sequestered calcium ion into cytosol,regulation of calcium ion transport,negative regulation of cardiac muscle contraction,negative regulation of ryanodine-sensitive calcium-release channel activity,regulation of cardiac muscle cell contraction,regulation of relaxation of muscle,regulation of high voltage-gated calcium channel activity,regulation of cell communication by electrical coupling involved in cardiac conduction,negative regulation of transcription regulatory region DNA binding;","protease binding,calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding,identical protein binding,protein heterodimerization activity,repressing transcription factor binding;",8.65E-16,12,12,12,11,12,12,11,Filtered,12,12,12,11,12,12,11,Filtered,228.3925476,402.9127808,225.5469666,357.6026306,230.2788696,321.3649597,223.5383453,Filtered
Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,Q6P1F6,2ABA_MOUSE,"protein phosphatase type 2A complex,cytosol","mitotic cell cycle,protein dephosphorylation,developmental process,response to morphine,regulation of catalytic activity,peptidyl-serine dephosphorylation","protein serine/threonine phosphatase activity,protein phosphatase regulator activity,protein complex binding,tau protein binding,protein phosphatase 2A binding",1.08E-40,7,8,7,7,8,8,7,Filtered,7,8,7,7,8,8,7,Filtered,14.37040138,19.02779961,11.57578945,31.44804764,14.85683918,24.8181572,10.36290836,Filtered
Tnpo3,Transportin-3;Isoform 2 of Transportin-3,Q6P2B1;Q6P2B1-2,TNPO3_MOUSE,"cytoplasm,nuclear membrane,intracellular membrane-bounded organelle;","protein import into nucleus,splicing factor protein import into nucleus;","nuclear localization sequence binding,protein transporter activity,identical protein binding;",0.00329379,1,Filtered,2,1,Filtered,Filtered,Filtered,Filtered,1,Filtered,2,1,Filtered,Filtered,Filtered,Filtered,3.827913761,Filtered,1.883603811,3.348074913,Filtered,Filtered,Filtered,Filtered
Bckdhb,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",Q6P3A8,ODBB_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial alpha-ketoglutarate dehydrogenase complex","cellular amino acid catabolic process,branched-chain amino acid catabolic process,oxidation-reduction process","alpha-ketoacid dehydrogenase activity,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity",3.96E-31,11,9,10,10,12,9,12,Filtered,11,9,10,10,12,9,12,Filtered,71.85014343,43.92913055,68.02441406,41.22522736,59.85887527,27.74739456,56.90390396,Filtered
Snrnp200,U5 small nuclear ribonucleoprotein 200 kDa helicase,Q6P4T2,U520_MOUSE,"nucleus,nucleoplasm,spliceosomal complex,U5 snRNP,membrane,U4/U6 x U5 tri-snRNP complex,catalytic step 2 spliceosome","mRNA splicing, via spliceosome,osteoblast differentiation","RNA binding,ATP-dependent RNA helicase activity,ATP binding,ATP-dependent helicase activity,identical protein binding",7.76E-28,25,35,19,33,23,32,24,Filtered,25,35,19,33,23,32,24,Filtered,16.03041649,29.18453598,13.65521526,35.27993774,12.47075081,28.45801163,14.66287231,Filtered
Abcf1,ATP-binding cassette sub-family F member 1,Q6P542,ABCF1_MOUSE,"nuclear envelope,nucleoplasm,cytoplasm,cytosol,membrane,polysomal ribosome","translational initiation,positive regulation of translation,ribosome biogenesis","RNA binding,ATP binding,translation activator activity,ATPase activity,ribosome binding",3.81E-23,6,11,5,10,7,8,6,Filtered,6,11,5,10,7,8,6,Filtered,13.79139233,16.74958611,13.4040699,22.32976532,10.1174612,13.59404945,10.21039295,Filtered
Fxr2,Fragile X mental retardation syndrome-related protein 2,Q6P5B5,Q6P5B5_MOUSE,,,,5.40E-07,2,4,1,2,2,3,1,Filtered,2,4,1,2,2,3,1,Filtered,4.087951183,2.995239973,7.737965584,7.791319847,4.386532784,6.413711548,8.00209713,Filtered
