PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
6.56E-56,Cct8,T-complex protein 1 subunit theta,P42932,TCPQ_MOUSE,"zona pellucida receptor complex,nucleoplasm,cytoplasm,centrosome,cytosol,chaperonin-containing T-complex,microtubule,cilium,cell body,intermediate filament cytoskeleton,extracellular exosome","'de novo' protein folding,binding of sperm to zona pellucida,positive regulation of telomere maintenance via telomerase,pore complex assembly,protein stabilization,chaperone-mediated protein folding,toxin transport,positive regulation of establishment of protein localization to telomere,positive regulation of protein localization to Cajal body,positive regulation of telomerase RNA localization to Cajal body","protein binding,ATP binding,protein binding involved in protein folding,cadherin binding,unfolded protein binding",15,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,241.6588593,355.5311279,232.6297913,406.2197266,242.2741089,221.9567871,396.0023193,305.9005432
6.99E-33,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",P43024;Q9DCW5,CX6A1_MOUSE;Q9DCW5_MOUSE,"mitochondrion,mitochondrial respiratory chain complex IV,myelin sheath;","mitochondrial electron transport, cytochrome c to oxygen,aerobic respiration,regulation of catalytic activity,hydrogen ion transmembrane transport;","enzyme regulator activity,cytochrome-c oxidase activity;",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,608.8632813,171.2488098,559.8922729,109.7251434,543.071167,448.4710388,140.4758148,218.3347931
4.25E-11,Reg1,Lithostathine-1,P43137,LIT1_MOUSE,"cytosol,growth cone,dendrite membrane,neuronal cell body membrane,zymogen granule,protein complex,basal part of cell,perinuclear region of cytoplasm,extracellular exosome","response to hypoxia,midgut development,negative regulation of cell proliferation,regulation of receptor activity,positive regulation of gene expression,response to nutrient levels,wound healing,protein homotetramerization,calcium ion homeostasis,liver regeneration,response to acetylsalicylate,positive regulation of dendrite extension,positive regulation of type B pancreatic cell proliferation,positive regulation of acinar cell proliferation,response to water-immersion restraint stress,pancreas regeneration,response to growth hormone-releasing hormone,cellular response to chemokine,cellular response to gastrin","growth factor activity,protein phosphatase binding,carbohydrate binding,protein homodimerization activity",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9.300988197,31.34887123,5.324756145,4.593866348,3.042427778,6.625017643,10.31058788,6.513410568
1.01E-25,Hist1h1e,Histone H1.4,P43274,H14_MOUSE,"nuclear nucleosome,nucleus,nuclear heterochromatin,extracellular exosome,nucleolus","negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,regulation of transcription from RNA polymerase II promoter,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation","DNA binding,double-stranded DNA binding,RNA binding,calcium ion binding,protein binding,ATP binding,GTP binding,AMP binding,chromatin DNA binding,dATP binding,ADP binding",5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2300.415771,4397.510742,2306.108643,3192.818115,2028.515015,2479.168213,4775.669434,4098.69873
1.71E-52,Hist1h1a,Histone H1.1,P43275,H11_MOUSE,"nucleosome,nucleus,nuclear euchromatin,cell surface,vesicle","nucleosome assembly,spermatogenesis,positive regulation of receptor-mediated endocytosis","DNA binding,protein binding,heparin binding,chromatin DNA binding",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,68.95270538,455.3283081,42.58937454,833.6727295,55.81083298,92.52236176,604.0144043,511.6757507
1.60E-38,Hist1h1b,Histone H1.5,P43276,H15_MOUSE,"nucleosome,nucleus","nucleosome assembly,muscle organ development","DNA binding,protein binding",6,5,4,6,4,5,6,6,6,6,6,6,6,6,6,6,415.9416199,1230.621338,309.1386414,2539.322266,334.3406067,539.2764893,1598.497681,1318.21521
1.59E-62,Hist1h1d,Histone H1.3,P43277,H13_MOUSE,"nucleosome,nuclear chromatin,nuclear euchromatin","negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,regulation of transcription from RNA polymerase II promoter,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation","DNA binding,RNA binding,protein binding,chromatin DNA binding",15,15,14,15,13,15,15,15,15,15,15,15,15,15,15,15,4151.513672,6671.349609,3103.096191,9622.331055,3162.863281,4229.41748,8927.274414,7955.256836
2.63E-55,Akr1b1,Aldose reductase,P45376,ALDR_MOUSE,"nucleoplasm,cytosol,cell projection cytoplasm,paranodal junction,mast cell granule,Schmidt-Lanterman incisure,perinuclear region of cytoplasm,extracellular exosome,Schwann cell microvillus","tissue homeostasis,renal water homeostasis,monosaccharide metabolic process,sorbitol biosynthetic process,response to water deprivation,naphthalene metabolic process,stress-activated protein kinase signaling cascade,regulation of urine volume,norepinephrine metabolic process,negative regulation of apoptotic process,daunorubicin metabolic process,doxorubicin metabolic process,positive regulation of JAK-STAT cascade,positive regulation of smooth muscle cell proliferation,oxidation-reduction process,maternal process involved in female pregnancy,cellular response to hydrogen peroxide,renal system development,inner medullary collecting duct development,response to thyroid hormone,cellular response to methylglyoxal,cellular response to peptide","alditol:NADP+ 1-oxidoreductase activity,glyceraldehyde oxidoreductase activity",17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,740.7610474,854.2411499,660.4179688,913.6783447,614.9098511,722.6126099,1107.283081,1051.362183
4.17E-38,Akr1b8,Aldose reductase-related protein 2,P45377,ALD2_MOUSE,"cytoplasm,extracellular exosome","farnesol catabolic process,daunorubicin metabolic process,doxorubicin metabolic process,oxidation-reduction process","retinal dehydrogenase activity,alditol:NADP+ 1-oxidoreductase activity,geranylgeranyl reductase activity,indanol dehydrogenase activity",2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,18.30878639,167.6465149,14.10080242,157.1656647,8.174375534,8.467112541,127.4170151,89.12004852
1.27E-41,Cfl2,Cofilin-2,P45591,COF2_MOUSE,"extracellular space,actin cytoskeleton,nuclear matrix,Z disc,I band,extracellular exosome","actin filament organization,skeletal muscle tissue development,actin filament depolymerization,actin filament fragmentation,positive regulation of actin filament depolymerization,sarcomere organization,muscle cell cellular homeostasis",actin filament binding,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,166.3398285,205.9487152,163.8646545,111.8868408,160.4888153,145.6316223,214.7192383,195.135025
6.11E-60,Fkbp2,Peptidyl-prolyl cis-trans isomerase FKBP2,P45878,FKBP2_MOUSE,"cytoplasm,endoplasmic reticulum membrane,extracellular exosome","protein peptidyl-prolyl isomerization,chaperone-mediated protein folding","peptidyl-prolyl cis-trans isomerase activity,FK506 binding",4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,147.1413269,133.4514618,129.9576263,67.77882385,141.05867,110.9844589,98.24802399,85.89134216
1.17E-62,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",P45952,ACADM_MOUSE,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity",42,37,40,29,38,41,30,36,42,42,42,42,42,42,42,42,5836.014648,2042.111938,5715.813965,1473.24707,5175.335938,4821.618652,1117.168091,1595.361572
3.56E-14,Rangap1,Ran GTPase-activating protein 1,P46061,RAGP1_MOUSE,"condensed chromosome kinetochore,nuclear envelope,cytoplasm,cytosol,aggresome,dendrite,nuclear membrane,intracellular membrane-bounded organelle,nuclear pore cytoplasmic filaments,perinuclear region of cytoplasm,mitotic spindle,axon cytoplasm,cytoplasmic periphery of the nuclear pore complex,kinetochore","signal transduction,positive regulation of GTPase activity,negative regulation of protein export from nucleus,response to axon injury,cellular response to vasopressin","RNA binding,GTPase activator activity,Ran GTPase binding,ubiquitin protein ligase binding,cadherin binding",2,4,2,3,4,1,4,4,4,4,4,4,4,4,4,4,31.50391197,33.98733521,14.05539036,36.37529755,18.7236042,20.58568573,44.00965118,22.55834579
2.92E-42,Gpx3,Glutathione peroxidase 3,P46412,GPX3_MOUSE,"extracellular space,extracellular exosome","response to oxidative stress,hydrogen peroxide catabolic process,protein homotetramerization,oxidation-reduction process,cellular oxidant detoxification","glutathione peroxidase activity,selenium binding",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2030.884888,2356.767578,2005.165771,3938.275635,2256.805908,2061.01709,2039.272339,2107.592773
2.45E-35,Nsf,Vesicle-fusing ATPase,P46460,NSF_MOUSE,"lysosomal membrane,cytosol,plasma membrane,myelin sheath,extracellular exosome","positive regulation of receptor recycling,potassium ion transport,intracellular protein transport,SNARE complex disassembly,positive regulation of protein catabolic process","SNARE binding,protein binding,ATP binding,ATPase activity,syntaxin-1 binding,protein kinase binding,syntaxin binding,PDZ domain binding,protein complex binding,ionotropic glutamate receptor binding,ATPase activity, coupled,metal ion binding",9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,97.32462311,125.3493805,102.0818024,130.4680176,108.3134537,131.8918304,159.0150146,119.7033005
9.08E-18,Vps4b,Vacuolar protein sorting-associated protein 4B,P46467,VPS4B_MOUSE,"spindle pole,nucleus,cytoplasm,endosome,centrosome,cytosol,endosome membrane,late endosome membrane,extracellular exosome,Flemming body","cell separation after cytokinesis,potassium ion transport,nucleus organization,endosome organization,mitotic metaphase plate congression,regulation of centrosome duplication,positive regulation of G2/M transition of mitotic cell cycle,protein transport,endosomal transport,viral release from host cell,cholesterol transport,endosome to lysosome transport via multivesicular body sorting pathway,response to lipid,multivesicular body assembly,viral budding via host ESCRT complex,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,positive regulation of viral process,regulation of viral process,protein depolymerization,negative regulation of cell death,late endosomal microautophagy,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,regulation of mitotic spindle assembly,positive regulation of viral release from host cell,negative regulation of exosomal secretion,positive regulation of exosomal secretion,positive regulation of centriole elongation,positive regulation of viral life cycle","protein binding,ATP binding,protein C-terminus binding,ATPase activity,ATPase activity, coupled,identical protein binding,protein homodimerization activity",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15.40007591,22.42547798,14.14748096,40.03217697,14.04867744,19.6481514,35.57389069,31.553339
4.07E-61,Psmc2,26S protease regulatory subunit 7,P46471,PRS7_MOUSE,"proteasome complex,cytoplasmic mRNA processing body,nucleus,cytosol,proteasome regulatory particle, base subcomplex,membrane,proteasome accessory complex,nuclear proteasome complex,cytosolic proteasome complex,cytoplasmic ribonucleoprotein granule","osteoblast differentiation,ubiquitin-dependent protein catabolic process,ER-associated ubiquitin-dependent protein catabolic process,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,positive regulation of proteasomal protein catabolic process","protein binding,ATP binding,ATPase activity,TBP-class protein binding,proteasome-activating ATPase activity",10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,94.64383698,170.9013062,93.68605042,152.0566711,95.37997437,115.3802872,182.6609039,176.8896942
8.48E-48,Rab11b,Ras-related protein Rab-11B,P46638,RB11B_MOUSE,"cytoplasm,mitochondrion,synaptic vesicle,cell junction,phagocytic vesicle membrane,cytoplasmic vesicle,phagocytic vesicle,recycling endosome,recycling endosome membrane,extracellular exosome,anchored component of synaptic vesicle membrane","receptor recycling,melanosome transport,transferrin transport,insulin secretion involved in cellular response to glucose stimulus,regulation of anion transport,constitutive secretory pathway,regulated exocytosis,transcytosis,cellular response to acidic pH,establishment of protein localization to membrane,retrograde transport, endosome to plasma membrane,regulation of protein localization to cell surface,regulation of endocytic recycling,endocytosis","GTPase activity,protein binding,GTP binding,GDP binding,myosin V binding,cadherin binding",14,14,13,13,14,13,14,13,14,14,14,14,14,14,14,14,1078.543823,1612.041504,1125.320557,1404.671509,1075.194702,1015.274414,1632.737793,1428.973022
2.37E-49,Fdx1,"Adrenodoxin, mitochondrial",P46656,ADX_MOUSE,"mitochondrion,mitochondrial matrix","steroid biosynthetic process,cholesterol metabolic process,hormone biosynthetic process,oxidation-reduction process,cellular response to cAMP,cellular response to forskolin","electron carrier activity,metal ion binding,2 iron, 2 sulfur cluster binding",2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,109.6293488,50.91566467,66.02610779,25.86382484,43.84732819,83.30628204,19.91685867,26.94540787
3.19E-22,Adss,Adenylosuccinate synthetase isozyme 2,P46664,PURA2_MOUSE,"cytoplasm,cytosol,plasma membrane,extracellular exosome","purine nucleotide biosynthetic process,AMP biosynthetic process,aspartate metabolic process,response to purine-containing compound,'de novo' AMP biosynthetic process,IMP metabolic process,response to ammonium ion,cellular response to electrical stimulus","adenylosuccinate synthase activity,GTP binding,metal ion binding",7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,39.44641495,88.22750854,47.32897186,51.04338455,41.8866806,41.64431763,112.9869537,75.20411682
6.73E-17,Nedd4,E3 ubiquitin-protein ligase NEDD4,P46935,NEDD4_MOUSE,"ubiquitin ligase complex,chromatin,cytoplasm,Golgi apparatus,cytosol,plasma membrane,cell cortex,membrane,dendritic spine,perinuclear region of cytoplasm,extracellular exosome","negative regulation of transcription from RNA polymerase II promoter,adaptive immune response,outflow tract morphogenesis,endocardial cushion development,protein monoubiquitination,protein targeting to lysosome,neuromuscular junction development,negative regulation of sodium ion transport,negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage,positive regulation of phosphatidylinositol 3-kinase signaling,protein ubiquitination,transmission of virus,negative regulation of vascular endothelial growth factor receptor signaling pathway,neuron projection development,receptor internalization,receptor catabolic process,T cell activation,regulation of membrane potential,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,glucocorticoid receptor signaling pathway,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,development involved in symbiotic interaction,positive regulation of protein catabolic process,positive regulation of nucleocytoplasmic transport,blood vessel morphogenesis,regulation of dendrite morphogenesis,regulation of synapse organization,progesterone receptor signaling pathway,protein K63-linked ubiquitination,regulation of potassium ion transmembrane transporter activity,negative regulation of sodium ion transmembrane transporter activity","protein binding,sodium channel inhibitor activity,protein domain specific binding,beta-2 adrenergic receptor binding,ionotropic glutamate receptor binding,ubiquitin binding,phosphoserine binding,phosphothreonine binding,ubiquitin protein ligase activity,RNA polymerase binding,proline-rich region binding",2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6.660492897,27.73971939,4.64135313,40.29026031,4.857782841,7.018904686,42.61262894,26.72473717
6.36E-47,Stt3a,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,P46978,STT3A_MOUSE,"oligosaccharyltransferase complex,membrane,integral component of membrane","protein N-linked glycosylation via asparagine,co-translational protein modification,post-translational protein modification","dolichyl-diphosphooligosaccharide-protein glycotransferase activity,metal ion binding",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,146.2783051,197.4243622,133.5839386,399.5276184,119.4241104,134.5402069,203.4415131,187.486969
5.47E-60,Cryz,Quinone oxidoreductase,P47199,QOR_MOUSE,"cytosol,extracellular exosome","xenobiotic catabolic process,protein homotetramerization,oxidation-reduction process","mRNA 3'-UTR binding,NADPH:quinone reductase activity,zinc ion binding,NADP binding,NADPH binding,NADH binding",22,20,22,18,22,22,20,22,22,22,22,22,22,22,22,22,1788.534424,1162.755859,1761.077148,258.1418457,1617.04187,1813.562744,972.1575928,1291.022827
2.90E-62,Aldh2,"Aldehyde dehydrogenase, mitochondrial",P47738,ALDH2_MOUSE,"mitochondrion,mitochondrial matrix,extracellular exosome","ethanol catabolic process,oxidation-reduction process","aldehyde dehydrogenase (NAD) activity,protein binding,NAD binding",33,33,33,32,33,33,33,33,33,33,33,33,33,33,33,33,3681.033691,2860.459717,3434.999756,1608.732422,3437.040039,3715.094727,2000.963379,3089.423828
1.47E-10,Capza1,"F-actin-capping protein subunit alpha-1;Capping protein (Actin filament) muscle Z-line, alpha 1",P47753;Q5RKN9,CAZA1_MOUSE;Q5RKN9_MOUSE,"brush border,cell-cell junction,F-actin capping protein complex,membrane,cortical cytoskeleton,extracellular exosome,WASH complex;","cell junction assembly,barbed-end actin filament capping;","protein binding,cadherin binding,actin filament binding;",5,6,6,6,4,4,7,6,7,7,7,7,7,7,7,7,71.36405182,97.69866943,55.34357834,178.6051636,45.49832535,56.23432541,182.0319214,109.9714127
3.38E-48,Capza2,F-actin-capping protein subunit alpha-2,P47754,CAZA2_MOUSE,"brush border,F-actin capping protein complex,membrane,cortical cytoskeleton,extracellular exosome","biological_process,barbed-end actin filament capping","actin binding,protein binding",14,14,13,14,14,12,14,14,14,14,14,14,14,14,14,14,406.9184875,830.4128418,403.7928162,841.3764648,362.9292603,396.4762878,1089.985352,779.3583374
8.31E-57,Capzb,Isoform 2 of F-actin-capping protein subunit beta,P47757-2,CAPZB_MOUSE,,,,15,17,13,16,16,15,17,16,17,17,17,17,17,17,17,17,196.3728027,366.3736877,183.1940155,376.5519714,201.8190308,185.3539429,461.9243774,344.0496521
7.52E-60,Gsr,"Glutathione reductase, mitochondrial;Isoform Cytoplasmic of Glutathione reductase, mitochondrial",P47791;P47791-2,GSHR_MOUSE,"mitochondrion,external side of plasma membrane,extracellular exosome;","glutathione metabolic process,cell redox homeostasis,oxidation-reduction process,cellular oxidant detoxification;","glutathione-disulfide reductase activity,electron carrier activity,flavin adenine dinucleotide binding,NADP binding;",15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,654.1820068,653.6727295,626.6171265,486.703949,592.9637451,673.2614136,645.2667847,700.9127197
3.00E-32,Pfkm,"ATP-dependent 6-phosphofructokinase, muscle type;Isoform 2 of ATP-dependent 6-phosphofructokinase, muscle type;Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",P47857;P47857-2;P47857-3,PFKAM_MOUSE,"cytosol,6-phosphofructokinase complex,apical plasma membrane,extracellular exosome,sperm principal piece;;","glycogen catabolic process,fructose 6-phosphate metabolic process,glycolytic process,positive regulation of insulin secretion,glucose homeostasis,muscle cell cellular homeostasis,carbohydrate phosphorylation,protein oligomerization,glycolytic process through fructose-6-phosphate,canonical glycolysis,glycolysis from storage polysaccharide through glucose-1-phosphate;;","6-phosphofructokinase activity,protein binding,ATP binding,protein C-terminus binding,phosphofructokinase activity,kinase binding,identical protein binding,protein homodimerization activity,metal ion binding,fructose binding;;",4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,107.5179825,30.36341476,131.9529114,57.36462402,114.3331375,44.98207855,26.20553207,24.558815
5.16E-52,Rpl6,60S ribosomal protein L6,P47911,RL6_MOUSE,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,cytoplasmic ribonucleoprotein granule","ribosomal large subunit assembly,cytoplasmic translation","RNA binding,structural constituent of ribosome,cadherin binding",16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,927.1055298,1733.017212,988.0831909,1692.783447,927.4598389,1003.157104,2019.694214,1694.985718
1.05E-62,Rpl5,60S ribosomal protein L5,P47962,RL5_MOUSE,"nucleus,nucleoplasm,nucleolus,cytoplasm,focal adhesion,membrane,aminoacyl-tRNA synthetase multienzyme complex,cytosolic large ribosomal subunit,intracellular ribonucleoprotein complex,protein complex,extracellular exosome","ribosomal large subunit assembly,rRNA processing,translation,positive regulation of gene expression,positive regulation of phosphatase activity,ribosomal large subunit biogenesis,positive regulation of translation,protein stabilization,cellular response to inorganic substance,regulation of signal transduction by p53 class mediator,negative regulation of ubiquitin protein ligase activity,positive regulation of isoleucine-tRNA ligase activity,positive regulation of methionine-tRNA ligase activity,positive regulation of threonine-tRNA ligase activity,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,negative regulation of protein neddylation","RNA binding,mRNA 3'-UTR binding,structural constituent of ribosome,protein binding,5S rRNA binding,ubiquitin protein ligase binding,mRNA 5'-UTR binding,ubiquitin ligase inhibitor activity",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,405.0513,709.4154053,374.7932129,711.6149292,390.9673157,438.1549377,839.5152588,658.3202515
6.45E-42,Rpl13,60S ribosomal protein L13,P47963,RL13_MOUSE,"nucleus,membrane,cytosolic large ribosomal subunit",translation,"RNA binding,structural constituent of ribosome",11,11,9,10,9,11,11,11,11,11,11,11,11,11,11,11,655.0762329,1041.861816,629.7159424,1027.589844,549.3320313,783.9196777,1162.402954,1109.192993
6.87E-45,Eif1,Eukaryotic translation initiation factor 1,P48024,EIF1_MOUSE,"cellular_component,nucleus,cytoplasm","translational initiation,regulation of translational initiation,dosage compensation by inactivation of X chromosome","molecular_function,translation initiation factor activity",3,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,23.46590424,57.32064819,19.26098824,24.27959061,14.42330456,19.44005966,52.00267029,46.90528107
2.57E-60,Anxa5,Annexin A5,P48036,ANXA5_MOUSE,"intracellular,focal adhesion,external side of plasma membrane,membrane,extracellular exosome,endothelial microparticle","blood coagulation,response to organic substance,negative regulation of coagulation","calcium ion binding,protein binding,calcium-dependent phospholipid binding",27,27,27,28,28,27,29,28,29,29,29,29,29,29,29,29,1483.820068,3474.686523,1298.825806,4819.73877,1216.880005,1603.316162,4881.48584,3850.503906
2.97E-57,Lmna,Prelamin-A/C,P48678,LMNA_MOUSE,"nucleus,nuclear envelope,lamin filament,nucleoplasm,extracellular matrix,nuclear membrane,perinuclear region of cytoplasm","nucleus organization,nuclear envelope organization,muscle organ development,negative regulation of cell proliferation,positive regulation of gene expression,establishment of cell polarity,regulation of cell migration,establishment or maintenance of microtubule cytoskeleton polarity,regulation of telomere maintenance,protein localization to nucleus,cellular protein localization,sterol regulatory element binding protein import into nucleus,ventricular cardiac muscle cell development,cellular response to hypoxia,negative regulation of mesenchymal cell proliferation,negative regulation of release of cytochrome c from mitochondria,positive regulation of cell aging,regulation of protein localization to nucleus,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of extrinsic apoptotic signaling pathway","structural molecule activity,protein binding,identical protein binding",40,43,34,43,37,40,43,43,43,43,43,43,43,43,43,43,291.7546997,888.815979,261.0687561,936.7191162,285.44104,395.6884155,1236.363525,951.3677368
1.27E-12,Hspa4l,Heat shock 70 kDa protein 4L,P48722,HS74L_MOUSE,"nucleus,cytoplasm,cytosol","protein folding,response to unfolded protein","protein binding,ATP binding",5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,12.26739407,23.63972855,16.45067596,15.37401962,13.98278904,9.5135746,25.49591446,18.52934837
2.20E-54,Cbr1,Carbonyl reductase [NADPH] 1,P48758,CBR1_MOUSE,"cytoplasm,extracellular exosome,extracellular vesicle","drug metabolic process,vitamin K metabolic process,oxidation-reduction process","carbonyl reductase (NADPH) activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,15-hydroxyprostaglandin dehydrogenase (NADP+) activity,prostaglandin-E2 9-reductase activity",17,18,17,18,17,17,18,18,18,18,18,18,18,18,18,18,575.4493408,1025.36792,614.4889526,383.527832,652.7232666,568.7692871,871.8744507,985.1207886
8.77E-27,Cox7a2,"Cytochrome c oxidase subunit 7A2, mitochondrial",P48771,CX7A2_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain,extracellular exosome","biological_process,hydrogen ion transmembrane transport","molecular_function,cytochrome-c oxidase activity",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1343.903809,651.6807861,1178.615479,305.7147827,1096.123047,706.2543945,416.6621094,518.7735596
1.39E-42,Gstm5,Glutathione S-transferase Mu 5,P48774,GSTM5_MOUSE,"nucleus,cytoplasm,sperm fibrous sheath,extracellular exosome","glutathione metabolic process,nitrobenzene metabolic process,xenobiotic catabolic process,response to estrogen,cellular detoxification of nitrogen compound","glutathione transferase activity,protein binding,enzyme binding,identical protein binding,protein homodimerization activity,glutathione binding",10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,359.3771667,410.775116,278.4356689,250.9888458,345.245636,392.1034241,521.9102173,615.8237305
1.15E-53,Slc25a4,ADP/ATP translocase 1,P48962,ADT1_MOUSE,"nucleus,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,integral component of membrane,myelin sheath","apoptotic mitochondrial changes,ADP transport,ATP transport,regulation of mitochondrial membrane permeability,transmembrane transport,negative regulation of necroptotic process","ATP:ADP antiporter activity,protein binding",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2286.530518,1127.771118,2749.730469,1339.81665,2381.281494,1687.890869,880.1066895,1116.914673
4.90E-49,Hnrnpa1,Heterogeneous nuclear ribonucleoprotein A1,P49312;Q5EBP8,ROA1_MOUSE;Q5EBP8_MOUSE,"nucleus,nucleoplasm,spliceosomal complex,cytoplasm,intracellular ribonucleoprotein complex;","alternative mRNA splicing, via spliceosome,RNA splicing,mRNA transport,nuclear export,nuclear import,cellular response to sodium arsenite;","single-stranded DNA binding,miRNA binding;",14,15,13,15,14,15,15,15,15,15,15,15,15,15,15,15,88.33829498,469.442627,89.55828857,630.1915283,100.8729172,93.43421936,641.3035278,412.0939636
