PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
4.15E-06,Luc7l3,Luc7-like protein 3;Isoform 2 of Luc7-like protein 3;Isoform 3 of Luc7-like protein 3,Q5SUF2;Q5SUF2-2;Q5SUF2-3,LC7L3_MOUSE,"nucleus,nucleoplasm,U1 snRNP,nuclear speck,U2-type prespliceosome;;","mRNA splice site selection,RNA splicing;;","DNA binding,RNA binding,mRNA binding;;",1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,8.968794823,31.19569778,15.17033672,17.14509201,6.292779922,5.905375004,29.37020493,13.42130852
5.55E-08,Clint1,Clathrin interactor 1,Q5SUH6;Q5SUH7,Q5SUH6_MOUSE;Q5SUH7_MOUSE,;,;,;,6,11,9,4,8,9,12,11,12,12,12,12,12,12,12,12,14.44154072,23.71371841,15.07009697,10.99190903,16.51876068,14.69744301,27.66985703,18.56609344
5.74E-10,Pfas,Phosphoribosylformylglycinamidine synthase,Q5SUR0,PUR4_MOUSE,"cytoplasm,extracellular exosome","'de novo' IMP biosynthetic process,glutamine metabolic process,response to drug","phosphoribosylformylglycinamidine synthase activity,ATP binding,metal ion binding",4,10,3,7,6,4,10,9,11,11,11,11,11,11,11,11,21.7023716,46.37250137,22.05218887,32.03856659,20.55649948,20.72829247,62.12502289,40.03796387
6.63E-14,Ewsr1,RNA-binding protein EWS,Q5SUS9;Q5SUT0;Q61545,Q5SUS9_MOUSE;Q5SUT0_MOUSE;EWS_MOUSE,";;nucleus,nucleolus,cytoplasm,plasma membrane",";;transcription, DNA-templated,regulation of transcription, DNA-templated",";;RNA binding,protein binding,calmodulin binding,identical protein binding,metal ion binding",3,3,2,3,2,3,3,4,4,4,4,4,4,4,4,4,54.67298889,93.92521667,45.74449539,99.68954468,33.14919662,39.37637329,86.41941833,69.17275238
1.86E-05,Tmed4,Transmembrane emp24 domain-containing protein 4 (Fragment);Transmembrane emp24 domain-containing protein 4,Q5SVW9;Q8R1V4,Q5SVW9_MOUSE;TMED4_MOUSE,";endoplasmic reticulum membrane,integral component of membrane,extracellular exosome",";signal transduction,protein transport,positive regulation of I-kappaB kinase/NF-kappaB signaling",;signal transducer activity,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,21.14846992,34.98527527,23.26510048,42.83824539,26.47680473,28.67345619,30.54843712,34.73339081
8.16E-82,Rab1a,Protein Rab1a,Q5SW88,Q5SW88_MOUSE,,,,13,12,11,13,12,13,13,13,13,13,13,13,13,13,13,13,461.015564,549.461792,465.6042786,659.7036743,447.842926,500.3470459,592.6507568,574.3413696
3.11E-34,Slc25a35,Solute carrier family 25 member 35,Q5SWT3,S2535_MOUSE,"mitochondrion,mitochondrial inner membrane,integral component of membrane","mitochondrial transport,transmembrane transport",transmembrane transporter activity,3,0,3,0,3,2,0,1,3,3,3,3,3,3,3,3,26.65505219,5.232516289,45.46679688,4.492040157,35.44768906,12.15838909,4.875854492,5.413304329
0.004139874,P4ha2,"Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha II polypeptide, isoform CRA_f;Prolyl 4-hydroxylase subunit alpha-2;Isoform IIa of Prolyl 4-hydroxylase subunit alpha-2",Q5SX75;Q60716;Q60716-2,Q5SX75_MOUSE;P4HA2_MOUSE;P4HA2_MOUSE,";nucleoplasm,endoplasmic reticulum,endoplasmic reticulum lumen,cytosol,procollagen-proline 4-dioxygenase complex,intracellular membrane-bounded organelle;",";peptidyl-proline hydroxylation to 4-hydroxy-L-proline,oxidation-reduction process;",";iron ion binding,protein binding,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,L-ascorbic acid binding,procollagen-proline 4-dioxygenase activity;",1,1,0,1,0,1,2,0,2,2,2,2,2,2,2,2,4.698835373,3.728032827,4.912622452,5.525927067,3.243283033,3.442939997,4.503534794,2.269522667
6.13E-64,Cltc,Clathrin heavy chain;Clathrin heavy chain 1,Q5SXR6;Q68FD5,Q5SXR6_MOUSE;CLH1_MOUSE,";mitochondrion,lysosome,endosome,spindle,cytosol,focal adhesion,membrane,membrane coat,clathrin coat,clathrin coat of trans-Golgi network vesicle,clathrin coat of coated pit,clathrin-coated vesicle,extracellular matrix,Myb complex,melanosome,myelin sheath,protein complex,extracellular exosome,clathrin complex,extracellular vesicle,mitotic spindle microtubule",";mitotic cell cycle,osteoblast differentiation,intracellular protein transport,receptor-mediated endocytosis,autophagy,receptor internalization,transferrin transport,retrograde transport, endosome to Golgi,transcytosis,clathrin coat assembly,cell division,regulation of mitotic spindle organization,clathrin-dependent endocytosis,mitotic spindle assembly,negative regulation of hyaluronan biosynthetic process,negative regulation of protein localization to plasma membrane",";RNA binding,double-stranded RNA binding,structural molecule activity,protein binding,protein kinase binding,clathrin light chain binding,low-density lipoprotein particle receptor binding,disordered domain specific binding,ubiquitin-specific protease binding",113,109,109,109,108,103,115,115,122,122,122,122,122,122,122,122,1425.491089,1858.511108,1484.111572,1806.391235,1447.415527,1496.27002,2094.270264,2089.404297
1.07E-17,Myo1d,Unconventional myosin-Id,Q5SYD0,MYO1D_MOUSE,"endosome,smooth endoplasmic reticulum,cytosol,brush border,basolateral plasma membrane,myosin complex,axon,axolemma,cytoplasmic vesicle,neuron projection,neuronal cell body,myelin sheath,plasma membrane raft,extracellular exosome,apical dendrite","negative regulation of phosphatase activity,forebrain development,cellular localization,early endosome to recycling endosome transport","microfilament motor activity,protein binding,calmodulin binding,ATP binding,protein domain specific binding,actin-dependent ATPase activity,calcium-dependent protein binding,actin filament binding",12,14,9,15,14,9,19,15,22,22,22,22,22,22,22,22,32.43608475,37.814991,32.34648132,46.08882904,32.50986862,27.00375557,55.46401215,38.51653671
7.02E-06,Dnajc11,DnaJ homolog subfamily C member 11,Q5U458,DJC11_MOUSE,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,extracellular exosome,mitochondrial sorting and assembly machinery complex,MICOS complex",cristae formation,,5,3,5,1,5,5,4,4,5,5,5,5,5,5,5,5,82.30395508,39.02608109,89.98368073,14.95259857,71.44580841,75.90740967,33.88207245,45.7265358
6.85E-47,Hykk,Hydroxylysine kinase,Q5U5V2,HYKK_MOUSE,"cellular_component,cytoplasm","biological_process,phosphorylation","molecular_function,hydroxylysine kinase activity",17,15,16,11,18,16,14,15,18,18,18,18,18,18,18,18,631.828125,287.440033,676.9855957,140.2401886,579.1507568,606.4500122,215.0310669,246.7145386
2.51E-33,Rpl10a,Ribosomal protein,Q5XJF6,Q5XJF6_MOUSE,,,,11,11,12,10,11,10,12,12,12,12,12,12,12,12,12,12,903.8286743,1419.157715,829.8562622,1086.381592,854.5446777,895.5046387,1405.246826,1108.845947
1.35E-43,Arcn1,Coatomer subunit delta,Q5XJY5,COPD_MOUSE,"Golgi membrane,endoplasmic reticulum,Golgi apparatus,membrane,COPI vesicle coat,COPI-coated vesicle","retrograde vesicle-mediated transport, Golgi to ER,adult locomotory behavior,protein transport,cerebellar Purkinje cell layer maturation,pigmentation,Golgi vesicle transport",RNA binding,18,23,19,21,17,21,23,23,24,24,24,24,24,24,24,24,119.2976837,177.5482788,111.9189377,196.8842621,108.8594818,138.1692657,223.0874329,176.5369263
7.87E-05,A1cf,APOBEC1 complementation factor;Isoform 2 of APOBEC1 complementation factor;Isoform 3 of APOBEC1 complementation factor,Q5YD48;Q5YD48-2;Q5YD48-3,A1CF_MOUSE,"nucleus,nucleoplasm,cytoplasm,endoplasmic reticulum,apolipoprotein B mRNA editing enzyme complex;;","mRNA processing,embryo implantation,mRNA localization resulting in posttranscriptional regulation of gene expression,cytidine to uridine editing,mRNA modification,protein stabilization;;","RNA binding,single-stranded RNA binding,protein binding,double-stranded RNA binding;;",1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,7.698997498,13.45992661,14.46265602,7.459079742,17.48383904,5.096512318,4.506880283,4.564987659
1.28E-31,Orm1,Alpha-1-acid glycoprotein 1,Q60590,A1AG1_MOUSE,extracellular space,"regulation of immune system process,transport,acute-phase response",,5,7,5,11,5,5,8,9,11,11,11,11,11,11,11,11,62.60114288,76.91238403,50.49620819,739.6455688,62.1256485,57.00576401,162.3438873,80.26203918
3.52E-54,Ogdh,"2-oxoglutarate dehydrogenase, mitochondrial",Q60597,ODO1_MOUSE,"mitochondrion,mitochondrial matrix,mitochondrial membrane,oxoglutarate dehydrogenase complex,cytosol","generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle,2-oxoglutarate metabolic process,succinyl-CoA metabolic process,NADH metabolic process,cerebellar cortex development,striatum development,hippocampus development,thalamus development,pyramidal neuron development,tangential migration from the subventricular zone to the olfactory bulb,olfactory bulb mitral cell layer development","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding,heat shock protein binding,oxoglutarate dehydrogenase (NAD+) activity,metal ion binding,chaperone binding",64,66,66,58,67,64,58,61,73,73,73,73,73,73,73,73,2479.632568,1511.937134,2677.337158,1301.023682,2609.452148,2364.067627,1167.063354,1423.709229
2.07E-88,Cttn,Src substrate cortactin,Q60598,SRC8_MOUSE,"ruffle,podosome,cytoplasm,Golgi apparatus,cytosol,plasma membrane,clathrin-coated pit,focal adhesion,cell cortex,lamellipodium,cell junction,cortical cytoskeleton,dendritic spine,intracellular membrane-bounded organelle,extracellular exosome,mitotic spindle midzone,actin filament,voltage-gated potassium channel complex,growth cone","intracellular protein transport,receptor-mediated endocytosis,substrate-dependent cell migration, cell extension,actin filament polymerization,regulation of axon extension,positive regulation of actin filament polymerization,actin cytoskeleton reorganization,positive regulation of smooth muscle contraction,focal adhesion assembly,neuron projection morphogenesis,cell motility,dendritic spine maintenance,lamellipodium organization,regulation of mitophagy,negative regulation of extrinsic apoptotic signaling pathway","protein binding,profilin binding,cadherin binding",17,19,15,16,17,18,20,19,20,20,20,20,20,20,20,20,207.8031769,350.0811157,187.2625122,249.3815613,200.1813812,199.061676,377.833313,298.2544861
3.37E-54,Scin,Adseverin,Q60604,ADSV_MOUSE,"podosome,cytoplasm,brush border,cell junction,cell projection,extracellular exosome","negative regulation of cell proliferation,regulation of chondrocyte differentiation,sequestering of actin monomers,positive regulation of apoptotic process,positive regulation of megakaryocyte differentiation,actin filament severing,positive regulation of actin nucleation,actin filament capping","calcium ion binding,actin filament binding",21,31,18,23,18,19,31,29,32,32,32,32,32,32,32,32,148.2059479,844.5548706,109.2350082,207.4114685,139.9056396,95.79904938,954.3414307,555.6953125
9.83E-41,Myl6,Isoform Smooth muscle of Myosin light polypeptide 6,Q60605-2,MYL6_MOUSE,,,,11,17,15,16,14,13,16,14,17,17,17,17,17,17,17,17,939.8271484,3054.921143,992.2700195,2687.741699,941.2941284,886.2894897,3293.425781,2502.773926
5.47E-56,Gm2a,Ganglioside GM2 activator,Q60648,SAP3_MOUSE,"mitochondrion,lysosome,hydrogen:potassium-exchanging ATPase complex,cytoplasmic side of plasma membrane,apical cortex,extracellular exosome","ganglioside catabolic process,lipid transport,learning or memory,oligosaccharide catabolic process,lipid storage,neurological system process,neuromuscular process controlling balance,positive regulation of hydrolase activity","beta-N-acetylhexosaminidase activity,lipid transporter activity,enzyme activator activity,phospholipase activator activity,beta-N-acetylgalactosaminidase activity",8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,1046.158325,860.835022,890.6148071,219.0183868,648.7348633,820.5674438,553.1946411,716.9556885
3.52E-27,Hnrnpd,Heterogeneous nuclear ribonucleoprotein D0;Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0,Q60668;Q60668-3,HNRPD_MOUSE,"nucleoplasm,cytosol,intracellular ribonucleoprotein complex,extracellular exosome;","liver development,transcription, DNA-templated,regulation of transcription, DNA-templated,cerebellum development,regulation of telomere maintenance,response to drug,regulation of circadian rhythm,regulation of mRNA stability,positive regulation of translation,mRNA stabilization,response to calcium ion,response to electrical stimulus,3'-UTR-mediated mRNA destabilization,cellular response to amino acid stimulus,cellular response to estradiol stimulus,cellular response to nitric oxide,circadian regulation of translation,response to rapamycin,positive regulation of telomere capping,response to sodium phosphate,cellular response to putrescine,Requires Ontology,hepatocyte dedifferentiation;","AT DNA binding,chromatin binding,RNA binding,protein binding,transcription factor binding,mRNA 3'-UTR AU-rich region binding,telomeric DNA binding,histone deacetylase binding;",9,10,8,10,10,9,10,10,10,10,10,10,10,10,10,10,292.6327515,802.3934937,247.8518066,639.5274658,328.8433838,340.0513916,875.6576538,737.2041016
3.70E-28,Psmb6,Proteasome subunit beta type-6,Q60692,PSB6_MOUSE,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome",proteolysis involved in cellular protein catabolic process,"threonine-type endopeptidase activity,cadherin binding",8,9,8,8,7,7,9,9,9,9,9,9,9,9,9,9,131.3471069,218.9075928,134.2987671,249.0512543,135.059845,138.8934631,244.5188599,195.1525574
5.05E-06,P4ha1,Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1,Q60715-2,P4HA1_MOUSE,,,,2,5,2,7,0,5,5,4,9,9,9,9,9,9,9,9,12.53801632,12.00594521,9.902277946,21.94214821,12.60165119,14.06432247,16.44005013,10.79207993
3.94E-35,Csnk2a1,Casein kinase II subunit alpha,Q60737,CSK21_MOUSE,"nucleus,nucleoplasm,cytoplasm,plasma membrane,protein kinase CK2 complex,Sin3 complex,NuRD complex,PcG protein complex","transcription, DNA-templated,regulation of transcription, DNA-templated,protein phosphorylation,apoptotic process,cell cycle,positive regulation of cell proliferation,Wnt signaling pathway,peptidyl-threonine phosphorylation,cerebral cortex development,positive regulation of Wnt signaling pathway,positive regulation of cell growth,response to testosterone,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of protein catabolic process,protein autophosphorylation,rhythmic process,liver regeneration,regulation of protein localization to plasma membrane,Requires Ontology","protein serine/threonine kinase activity,protein binding,ATP binding,beta-catenin binding,kinase activity,protein phosphatase regulator activity,identical protein binding,ribonucleoprotein complex binding,protein N-terminus binding",7,6,8,4,4,7,7,7,9,9,9,9,9,9,9,9,56.21739197,78.09765625,64.94931793,81.41592407,55.40582275,61.41449356,87.03987122,81.56999969
2.64E-05,Khdrbs1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Q60749,KHDR1_MOUSE,"nucleus,nucleoplasm,cytoplasm,membrane,Grb2-Sos complex","transcription, DNA-templated,mRNA processing,cell cycle,cell surface receptor signaling pathway,spermatogenesis,positive regulation of signal transduction,negative regulation of transcription, DNA-templated,positive regulation of translational initiation,regulation of RNA export from nucleus,positive regulation of RNA export from nucleus,regulation of mRNA splicing, via spliceosome,protein oligomerization","RNA binding,SH3/SH2 adaptor activity,protein binding,poly(A) binding,poly(U) RNA binding,SH3 domain binding,protein domain specific binding,protein complex binding,identical protein binding",1,4,2,2,3,2,4,4,4,4,4,4,4,4,4,4,17.19152069,39.84430695,17.45637703,20.04688072,19.49297905,17.10315132,46.29341507,24.61067772
6.05E-07,Irgm1,Immunity-related GTPase family M protein 1;Isoform 2 of Immunity-related GTPase family M protein 1,Q60766;Q60766-2,IRGM1_MOUSE,"Golgi membrane,autophagosome membrane,phagocytic cup,lysosome,lysosomal membrane,late endosome,autophagosome,endoplasmic reticulum,endoplasmic reticulum membrane,phagocytic vesicle membrane,late endosome membrane,cell projection,autolysosome;","autophagosome assembly,defense response,cellular response to interferon-beta,innate immune response,positive regulation of interferon-gamma-mediated signaling pathway,autophagy of host cells involved in interaction with symbiont,positive regulation of autophagosome maturation;","GTPase activity,GTP binding;",7,7,7,6,5,7,7,6,8,8,8,8,8,8,8,8,43.18419647,71.52812195,56.18895721,45.76892853,47.15114212,33.39546204,77.06673431,74.07119751
9.79E-23,Stxbp3,Syntaxin-binding protein 3;Isoform 2 of Syntaxin-binding protein 3,Q60770;Q60770-2,STXB3_MOUSE,"cytosol,plasma membrane,basolateral plasma membrane,apical plasma membrane,platelet alpha granule,specific granule,extracellular exosome,tertiary granule;","exocytosis,vesicle docking involved in exocytosis,brain development,glucose transport,protein to membrane docking,insulin secretion,response to insulin,neutrophil degranulation,negative regulation of calcium ion-dependent exocytosis,protein heterooligomerization,membrane organization,platelet aggregation;","protein binding,syntaxin-1 binding,syntaxin binding;",6,4,6,2,5,5,5,4,7,7,7,7,7,7,7,7,12.3175087,9.050820351,13.86072445,9.20372963,14.28761673,14.73588848,16.45613289,10.00732327
5.25E-56,Slc34a1,Sodium-dependent phosphate transport protein 2A,Q60825;Q9D2V6,NPT2A_MOUSE;Q9D2V6_MOUSE,"cytoplasm,plasma membrane,brush border,integral component of membrane,basolateral plasma membrane,apical plasma membrane,vesicle;","phosphate ion transport,response to lead ion,cellular phosphate ion homeostasis,phosphate ion transmembrane transport,sodium ion transmembrane transport,sodium-dependent phosphate transport,response to cadmium ion,response to mercury ion,bone remodeling,phosphate ion homeostasis;","sodium:phosphate symporter activity,protein binding,sodium-dependent phosphate transmembrane transporter activity;",9,4,9,6,9,9,4,3,9,9,9,9,9,9,9,9,464.3269958,79.24895477,520.1071777,132.9189606,596.4598389,494.0605469,47.29511261,70.68763733
1.69E-46,Serpinb6,Serpin B6,Q60854,SPB6_MOUSE,"extracellular space,intracellular,cytoplasm,protein complex,extracellular exosome","sensory perception of sound,gonad development,negative regulation of endopeptidase activity,cellular response to osmotic stress","protease binding,serine-type endopeptidase inhibitor activity,protein binding",12,14,9,13,10,9,16,15,16,16,16,16,16,16,16,16,81.39559174,266.5473022,75.75354767,320.3885498,74.80558014,82.27110291,401.9441528,270.0109558
1.28E-26,Stip1,Stress-induced-phosphoprotein 1,Q60864,STIP1_MOUSE,"nucleus,cytosol,myelin sheath,protein complex",,"RNA binding,protein binding,protein C-terminus binding,Hsp70 protein binding,chaperone binding",22,24,19,21,20,19,21,21,24,24,24,24,24,24,24,24,237.1747284,340.8751526,284.893158,345.8095703,276.1635742,206.1806488,351.4583435,299.0141296
1.32E-21,Caprin1,Caprin-1,Q60865,CAPR1_MOUSE,"cytoplasmic mRNA processing body,cytosol,cytoplasmic stress granule,membrane,dendrite","negative regulation of translation,positive regulation of dendrite morphogenesis,positive regulation of dendritic spine morphogenesis",RNA binding,11,11,9,9,10,11,11,11,12,12,12,12,12,12,12,12,44.42445374,68.86347198,46.31988144,48.742733,51.11987305,51.47021103,77.86549377,68.6097641
1.23E-58,Pter,Phosphotriesterase-related protein,Q60866,PTER_MOUSE,extracellular exosome,"catabolic process,epithelial cell differentiation","zinc ion binding,hydrolase activity, acting on ester bonds",21,22,24,13,21,25,22,24,27,27,27,27,27,27,27,27,494.7027893,445.6448364,519.6741943,94.39884186,550.1740112,548.0819092,402.4769592,527.0658569
2.97E-10,Eif1a,Eukaryotic translation initiation factor 1A,Q60872,IF1A_MOUSE,,translational initiation,"RNA binding,translation initiation factor activity",3,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,27.17221832,58.91807938,24.34498405,48.65271378,24.14772606,24.56858826,50.85891342,42.96426392
1.73E-52,Ggt1,Gamma-glutamyltranspeptidase 1,Q60928,GGT1_MOUSE,"extracellular space,plasma membrane,integral component of plasma membrane,vesicle,extracellular exosome","regulation of immune system process,translation,proteolysis,cellular amino acid metabolic process,glutamate metabolic process,fatty acid metabolic process,glutathione metabolic process,glutathione biosynthetic process,glutathione catabolic process,spermatogenesis,cysteine biosynthetic process,zymogen activation,regulation of inflammatory response,leukotriene D4 biosynthetic process","peptidyltransferase activity,Requires Ontology,glutathione hydrolase activity",22,19,21,22,20,22,19,20,23,23,23,23,23,23,23,23,3879.482666,2739.783936,3772.876709,3778.328857,3799.182373,3451.682861,1573.463257,2237.52832
3.35E-57,Vdac2,Voltage-dependent anion-selective channel protein 2,Q60930,VDAC2_MOUSE,"nucleus,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,synaptic vesicle,mitochondrial nucleoid,myelin sheath,membrane raft,pore complex,extracellular exosome","anion transport,negative regulation of protein polymerization,anion transmembrane transport,regulation of anion transmembrane transport,negative regulation of intrinsic apoptotic signaling pathway","nucleotide binding,protein binding,voltage-gated anion channel activity,porin activity",16,17,16,17,16,16,17,16,18,18,18,18,18,18,18,18,2379.309814,1570.938721,2025.568604,3069.324219,1921.041748,2037.859009,1294.226196,1706.267578
2.63E-29,Vdac1,Isoform Mt-VDAC1 of Voltage-dependent anion-selective channel protein 1,Q60932-2,VDAC1_MOUSE,,,,27,23,28,28,27,25,24,26,30,30,30,30,30,30,30,30,3894.852783,2605.490723,3722.318115,5828.802734,3398.035156,3457.152344,1498.002686,2370.2229
1.23E-10,Coq8a,"Atypical kinase COQ8A, mitochondrial",Q60936,COQ8A_MOUSE,"mitochondrion,integral component of membrane","ubiquinone biosynthetic process,phosphorylation,protein phosphorylation","ATP binding,kinase activity,ADP binding,protein kinase activity",8,7,9,5,10,10,3,7,10,10,10,10,10,10,10,10,63.11735153,22.9649334,53.40215683,16.72559357,78.24372864,44.77132797,15.28421879,23.79510307
2.70E-05,Pml,Protein PML;Isoform 2 of Protein PML,Q60953;Q60953-2,PML_MOUSE,"nuclear chromosome, telomeric region,nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,nuclear matrix,PML body,early endosome membrane,nuclear membrane,extrinsic component of endoplasmic reticulum membrane,heterochromatin;","response to hypoxia,regulation of protein phosphorylation,positive regulation of defense response to virus by host,transcription, DNA-templated,regulation of transcription, DNA-templated,protein complex assembly,protein targeting,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,cell cycle arrest,transforming growth factor beta receptor signaling pathway,common-partner SMAD protein phosphorylation,SMAD protein import into nucleus,cell aging,negative regulation of cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage,intrinsic apoptotic signaling pathway in response to oxidative stress,response to UV,response to gamma radiation,regulation of calcium ion transport into cytosol,fibroblast migration,viral process,negative regulation of angiogenesis,myeloid cell differentiation,regulation of cell adhesion,negative regulation of cell growth,PML body organization,positive regulation of histone deacetylation,positive regulation of telomere maintenance,negative regulation of telomere maintenance via telomerase,endoplasmic reticulum calcium ion homeostasis,circadian regulation of gene expression,negative regulation of translation in response to oxidative stress,response to cytokine,regulation of circadian rhythm,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,entrainment of circadian clock by photoperiod,proteasome-mediated ubiquitin-dependent protein catabolic process,innate immune response,cell fate commitment,regulation of MHC class I biosynthetic process,positive regulation of MHC class I biosynthetic process,negative regulation of transcription, DNA-templated,negative regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of fibroblast proliferation,retinoic acid receptor signaling pathway,negative regulation of interleukin-1 secretion,negative regulation of interleukin-1 beta secretion,protein stabilization,maintenance of protein location in nucleus,defense response to virus,negative regulation of telomerase activity,positive regulation of apoptotic process involved in mammary gland involution,branching involved in mammary gland duct morphogenesis,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to interleukin-4,intrinsic apoptotic signaling pathway by p53 class mediator,cellular senescence,extrinsic apoptotic signaling pathway,negative regulation of viral release from host cell,positive regulation of protein localization to chromosome, telomeric region,cellular response to leukemia inhibitory factor,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,regulation of double-strand break repair,positive regulation of apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway;","DNA binding,transcription coactivator activity,protein binding,zinc ion binding,ubiquitin protein ligase binding,SUMO binding,protein homodimerization activity,SMAD binding,protein heterodimerization activity,cobalt ion binding;",2,4,2,2,0,1,3,2,4,4,4,4,4,4,4,4,3.487292051,4.535288334,4.081245422,3.976971388,3.315217495,3.082059145,4.200464249,3.333219767
3.89E-06,Pla2g7,Platelet-activating factor acetylhydrolase,Q60963,PAFA_MOUSE,"cytoplasm,low-density lipoprotein particle","inflammatory response,lipid catabolic process,low-density lipoprotein particle remodeling,lipid oxidation,plasma lipoprotein particle oxidation,platelet activating factor metabolic process,positive regulation of monocyte chemotaxis","1-alkyl-2-acetylglycerophosphocholine esterase activity,phospholipid binding,calcium-independent phospholipase A2 activity",0,2,0,4,0,1,3,1,4,4,4,4,4,4,4,4,4.26835537,3.771914959,4.221493244,60.41469955,3.516089439,3.878544807,3.89076829,2.3901546
7.20E-07,Papss1,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1;3'-phosphoadenosine 5'-phosphosulfate synthase 1, isoform CRA_a",Q60967;Q6NZM8,PAPS1_MOUSE;Q6NZM8_MOUSE,sulfate adenylyltransferase complex (ATP);,"sulfate assimilation,phosphorylation,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process;","adenylylsulfate kinase activity,sulfate adenylyltransferase (ATP) activity,ATP binding,nucleotidyltransferase activity,protein homodimerization activity;",3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,21.32709122,19.32230568,19.38679695,25.9332943,21.19548035,15.64599228,18.88614082,22.2264843
