PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Ak1,Adenylate kinase isoenzyme 1;Isoform 2 of Adenylate kinase isoenzyme 1,Q9R0Y5;Q9R0Y5-2,KAD1_MOUSE,"outer dense fiber,cytoplasm,cytosol,plasma membrane,sperm flagellum,extracellular exosome;","nucleoside diphosphate phosphorylation,cell cycle arrest,nucleoside triphosphate biosynthetic process,ATP metabolic process;","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding;",1.28E-36,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,89.59989166,85.73978424,72.71560669,74.32682037,82.31910706,85.10404968,97.23834991,99.02577209
Gda,Guanine deaminase,Q9R111,GUAD_MOUSE,extracellular exosome,"guanine catabolic process,guanine metabolic process","protein binding,zinc ion binding,guanine deaminase activity",8.62E-44,5,6,5,6,5,6,6,5,5,6,5,6,5,6,6,5,28.23980141,34.43028641,23.41169548,39.79912949,51.24303436,59.4172287,265.0715637,27.82932091
Sqrdl,"Sulfide:quinone oxidoreductase, mitochondrial",Q9R112,SQRD_MOUSE,"mitochondrion,mitochondrial inner membrane","sulfide oxidation, using sulfide:quinone oxidoreductase,hydrogen sulfide metabolic process","quinone binding,sulfide:quinone oxidoreductase activity",2.99E-66,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,124.0447388,74.69284821,132.8934631,68.54153442,126.3029404,51.18471909,71.61192322,113.9169235
Mta2,Metastasis-associated protein MTA2,Q9R190,MTA2_MOUSE,"histone deacetylase complex,nuclear chromatin,nucleus,nucleoplasm,transcription factor complex,membrane,NuRD complex,protein complex","negative regulation of transcription from RNA polymerase II promoter,DNA methylation,DNA packaging,chromatin remodeling,regulation of fibroblast migration,histone deacetylation,ATP-dependent chromatin remodeling,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter","transcription factor activity, transcription factor binding,RNA polymerase II transcription factor binding,RNA polymerase II repressing transcription factor binding,transcription factor activity, sequence-specific DNA binding,histone deacetylase activity,protein binding,zinc ion binding,histone deacetylase binding,transcription regulatory region DNA binding,transcription regulatory region sequence-specific DNA binding,nucleosomal DNA binding",1.09E-39,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,14.59919071,27.12583923,10.99257183,34.26174164,15.84945774,34.06008911,18.14644051,15.87230206
Psma4,Proteasome subunit alpha type-4,Q9R1P0,PSA4_MOUSE,"proteasome complex,cytoplasmic mRNA processing body,nucleus,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,intracellular membrane-bounded organelle,extracellular exosome",ubiquitin-dependent protein catabolic process,threonine-type endopeptidase activity,1.41E-52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,79.82881927,111.1574631,81.06884003,140.7850342,83.35559845,143.7550507,160.5639648,75.48751831
Psmb3,Proteasome subunit beta type-3,Q9R1P1,PSB3_MOUSE,"proteasome complex,nucleus,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome","protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process","endopeptidase activity,threonine-type endopeptidase activity",1.34E-63,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,43.32099152,70.00367737,46.54152298,58.18393326,46.30883789,92.79860687,71.74771881,48.32593155
Psmb2,Proteasome subunit beta type-2,Q9R1P3,PSB2_MOUSE,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,membrane,proteasome core complex, beta-subunit complex,extracellular exosome","response to organonitrogen compound,response to organic cyclic compound,proteolysis involved in cellular protein catabolic process",threonine-type endopeptidase activity,1.58E-43,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,4,74.35049438,153.1019287,86.78833008,140.3901367,106.7157745,186.7498169,185.5691681,83.69199371
Psma1,Proteasome subunit alpha type-1,Q9R1P4,PSA1_MOUSE,"proteasome complex,nucleus,nucleoplasm,centrosome,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,extracellular exosome","immune system process,negative regulation of inflammatory response to antigenic stimulus,ubiquitin-dependent protein catabolic process","lipopolysaccharide binding,threonine-type endopeptidase activity,protein binding",2.31E-59,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,279.2328186,483.1393433,276.5203552,479.9349365,301.6868286,587.1642456,569.225647,322.6092529
Sae1,SUMO-activating enzyme subunit 1,Q9R1T2,SAE1_MOUSE,"nucleus,cytoplasm,SUMO activating enzyme complex","protein sumoylation,positive regulation of protein targeting to mitochondrion","protein C-terminus binding,SUMO activating enzyme activity,ATP-dependent protein binding,small protein activating enzyme binding,protein heterodimerization activity",5.62E-50,6,6,3,5,4,6,4,5,6,6,3,5,4,6,4,5,18.32935715,50.3413887,8.707341194,43.27560806,15.78544998,58.73060989,50.06539917,17.45599937
Myo1c,Unconventional myosin-Ic;Isoform 3 of Unconventional myosin-Ic,Q9WTI7;Q9WTI7-3,MYO1C_MOUSE,"nuclear pore,nucleolus,cytoplasm,cytosol,plasma membrane,microvillus,brush border,basal plasma membrane,membrane,lateral plasma membrane,nuclear body,cytoplasmic vesicle,filamentous actin,stereocilium,ruffle membrane,membrane raft,myosin I complex,stereocilium membrane,extracellular exosome;","protein targeting,protein targeting to membrane,transport,positive regulation of cell migration,positive regulation of actin filament polymerization,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,mRNA transport,membrane organization,positive regulation of protein targeting to membrane,positive regulation of cellular response to insulin stimulus,positive regulation of vascular endothelial growth factor signaling pathway,regulation of bicellular tight junction assembly;","microfilament motor activity,actin binding,receptor binding,protein binding,calmodulin binding,ATP binding,phospholipid binding,protein C-terminus binding,Ral GTPase binding,actin-dependent ATPase activity,actin filament binding;",3.14E-49,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,174.133667,204.8917389,188.3458099,243.8787231,171.3087769,242.6397552,213.1795044,161.5197296
Lypla2,Acyl-protein thioesterase 2,Q9WTL7,LYPA2_MOUSE,"cytoplasm,extracellular exosome","protein depalmitoylation,fatty acid metabolic process","palmitoyl-(protein) hydrolase activity,cadherin binding,carboxylic ester hydrolase activity",2.94E-30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.54071999,34.56750107,19.51770592,25.03915024,14.05543232,35.17583084,22.55624962,15.78123188
Ruvbl2,RuvB-like 2,Q9WTM5,RUVB2_MOUSE,"Swr1 complex,intracellular,nucleus,nucleoplasm,nuclear euchromatin,centrosome,cytosol,intracellular ribonucleoprotein complex,Ino80 complex,NuA4 histone acetyltransferase complex,extracellular exosome,MLL1 complex,R2TP complex","box C/D snoRNP assembly,DNA repair,DNA recombination,chromatin remodeling,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,histone acetylation,DNA duplex unwinding,cellular response to UV,positive regulation of histone acetylation,histone H4 acetylation,histone H2A acetylation,positive regulation of transcription from RNA polymerase II promoter,establishment of protein localization to chromatin,cellular response to estradiol stimulus,transcriptional activation by promoter-enhancer looping,negative regulation of estrogen receptor binding,positive regulation of telomerase RNA localization to Cajal body","RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,TFIID-class transcription factor binding,DNA helicase activity,ATP-dependent DNA helicase activity,protein binding,ATP binding,chromatin DNA binding,identical protein binding,protein homodimerization activity,ATP-dependent 5'-3' DNA helicase activity,ADP binding,ATPase binding,ATPase activity",7.23E-53,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,15.03013706,43.88208389,11.60669804,39.96159363,17.9841156,51.34222412,19.44631004,18.15775681
Ak2,"Adenylate kinase 2, mitochondrial;Isoform 2 of Adenylate kinase 2, mitochondrial",Q9WTP6;Q9WTP6-2,KAD2_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,sperm flagellum,extracellular exosome,sperm mitochondrial sheath;","ADP biosynthetic process,nucleotide phosphorylation;","adenylate kinase activity,ATP binding;",7.63E-49,13,13,13,14,14,14,13,14,13,13,13,14,14,14,13,14,740.7559204,456.8294983,795.8823242,516.9799194,715.4039917,401.0053101,362.9211731,854.7328491
Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",Q9WTP7,KAD3_MOUSE,"mitochondrion,mitochondrial matrix","AMP metabolic process,GTP metabolic process,ITP metabolic process,UTP metabolic process,nucleotide phosphorylation","adenylate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity",1.08E-52,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,469.8215332,240.5243225,488.6216431,221.2468262,380.4428101,186.7846069,329.0421753,504.0509338
Akap12,A-kinase anchor protein 12;Isoform 2 of A-kinase anchor protein 12,Q9WTQ5;Q9WTQ5-2,AKA12_MOUSE,"cytosol,cytoskeleton,plasma membrane,focal adhesion;","protein targeting,signal transduction,positive regulation of protein kinase A signaling,positive regulation of cAMP biosynthetic process,regulation of protein kinase C signaling;","adenylate cyclase binding,receptor signaling complex scaffold activity,protein kinase A binding;",1.06E-52,5,14,4,14,7,14,13,3,5,14,4,14,7,14,13,3,7.770585537,94.17421722,6.888574123,61.22520065,6.777362347,97.37259674,50.52289581,9.298725128
Skp1,S-phase kinase-associated protein 1,Q9WTX5,SKP1_MOUSE,"nucleus,cytoplasm,centrosome,cytosol,SCF ubiquitin ligase complex,Cul7-RING ubiquitin ligase complex,extracellular exosome,PcG protein complex","ubiquitin-dependent protein catabolic process,protein ubiquitination,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,histone H2A monoubiquitination,maintenance of protein location in nucleus","ubiquitin-protein transferase activity,protein binding,beta-catenin binding,protein domain specific binding,cullin family protein binding,ubiquitin protein ligase activity",3.83E-27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,116.7606888,165.4141388,125.6621094,152.1808624,135.2288055,171.5683746,122.0827942,129.5010681
Pfdn5,Prefoldin subunit 5,Q9WU28,PFD5_MOUSE,"nucleus,cytoplasm,prefoldin complex","regulation of transcription, DNA-templated,protein folding,negative regulation of transcription, DNA-templated,retina development in camera-type eye,negative regulation of canonical Wnt signaling pathway",unfolded protein binding,3.89E-61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11.3817091,13.47417259,10.16416168,16.36987686,4.311443806,13.04139519,8.10483551,5.485623837
Pdcd6ip,Programmed cell death 6-interacting protein;Isoform 3 of Programmed cell death 6-interacting protein,Q9WU78;Q9WU78-3,PDC6I_MOUSE,"immunological synapse,microtubule organizing center,cytosol,bicellular tight junction,focal adhesion,membrane,melanosome,actomyosin,myelin sheath,extracellular exosome,endoplasmic reticulum exit site,Flemming body,extracellular vesicle;","mitotic cytokinesis,actomyosin contractile ring assembly,cell separation after cytokinesis,apoptotic process,regulation of centrosome duplication,protein transport,viral budding via host ESCRT complex,maintenance of epithelial cell apical/basal polarity,viral budding,protein homooligomerization,bicellular tight junction assembly,regulation of membrane permeability,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,positive regulation of exosomal secretion,regulation of extracellular exosome assembly,positive regulation of extracellular exosome assembly;","protein binding,proteinase activated receptor binding,protein homodimerization activity,protein dimerization activity,calcium-dependent protein binding;",2.82E-48,17,17,16,17,16,17,17,15,17,17,16,17,16,17,17,15,110.3923721,182.7556152,119.5661926,164.3246918,120.5323257,230.5314789,175.3343506,106.1523438
Prodh,"Proline dehydrogenase 1, mitochondrial",Q9WU79,PROD_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix","proline catabolic process to glutamate,oxidation-reduction process","proline dehydrogenase activity,amino acid binding,FAD binding",3.66E-56,19,19,19,18,19,18,16,19,19,19,19,18,19,18,16,19,168.0049286,113.5717087,163.8467865,102.5269241,160.0581512,68.87724304,59.26304245,164.0360718
Farsb,Phenylalanine--tRNA ligase beta subunit,Q9WUA2,SYFB_MOUSE,"phenylalanine-tRNA ligase complex,membrane","phenylalanyl-tRNA aminoacylation,protein heterotetramerization","magnesium ion binding,RNA binding,phenylalanine-tRNA ligase activity,ATP binding",1.21E-44,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,130.4581757,161.1704102,140.411911,193.8892822,132.5445251,189.5215607,115.2310257,123.9037399
Eif4h,Eukaryotic translation initiation factor 4H;Isoform Short of Eukaryotic translation initiation factor 4H,Q9WUK2;Q9WUK2-2,IF4H_MOUSE,"polysome,membrane,eukaryotic translation initiation factor 4F complex,perinuclear region of cytoplasm;","formation of translation preinitiation complex,sexual reproduction,developmental growth,eukaryotic translation initiation factor 4F complex assembly;","RNA binding,translation initiation factor activity,RNA strand annealing activity,RNA strand-exchange activity,ribosomal small subunit binding,cadherin binding;",8.87E-50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36.99358749,77.98699188,40.76169586,57.35604477,40.77817917,94.76546478,53.71635056,53.80455399
Arl3,ADP-ribosylation factor-like protein 3,Q9WUL7,ARL3_MOUSE,"Golgi membrane,nucleus,Golgi apparatus,centrosome,spindle microtubule,cytoplasmic microtubule,cilium,midbody,photoreceptor connecting cilium,extracellular exosome","mitotic cytokinesis,kidney development,post-Golgi vesicle-mediated transport,smoothened signaling pathway,small GTPase mediated signal transduction,intraciliary transport,photoreceptor cell development,cilium morphogenesis","GTPase activity,protein binding,GTP binding,microtubule binding,GDP binding,metal ion binding",3.03E-40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,68.2298584,75.36190033,64.67919922,77.64676666,68.96936798,86.9988327,76.93486786,67.65903473
Coro1b,Coronin-1B,Q9WUM3,COR1B_MOUSE,"stress fiber,cytoplasm,cytosol,actin filament,plasma membrane,focal adhesion,actin cytoskeleton,lamellipodium,cell leading edge,perinuclear region of cytoplasm,extracellular exosome,cell periphery","cell migration,actin cytoskeleton organization,ruffle organization,negative regulation of Arp2/3 complex-mediated actin nucleation,endothelial cell chemotaxis,cellular response to platelet-derived growth factor stimulus,wound healing,actin filament bundle assembly,negative regulation of smooth muscle cell chemotaxis,actin filament branching,protein localization to cell leading edge,positive regulation of lamellipodium morphogenesis","protein binding,identical protein binding,cadherin binding,actin filament binding,Arp2/3 complex binding",2.56E-50,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,79.65554047,105.0253372,71.21300507,94.01741791,75.11627197,119.2423248,139.8103943,49.60166931
Coro1c,Coronin-1C,Q9WUM4,COR1C_MOUSE,"cytoplasm,cytoskeleton,focal adhesion,actin cytoskeleton,lateral plasma membrane,flotillin complex,lamellipodium,vesicle","actin cortical patch assembly,neural crest cell migration,regulation of protein phosphorylation,negative regulation of protein phosphorylation,phagocytosis,regulation of epithelial cell migration,negative regulation of epithelial cell migration,regulation of fibroblast migration,actin cytoskeleton organization,negative regulation of protein kinase activity by regulation of protein phosphorylation,establishment of protein localization,regulation of focal adhesion assembly,negative regulation of focal adhesion assembly,activation of GTPase activity,regulation of substrate adhesion-dependent cell spreading,negative regulation of substrate adhesion-dependent cell spreading,regulation of ruffle assembly,positive regulation of lamellipodium morphogenesis","Rac GTPase binding,actin filament binding",2.00E-52,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,53.5785408,122.9618225,64.21713257,124.4254684,58.59122849,138.9405518,93.67022705,44.6146431
Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Q9WUM5,SUCA_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,cytosol,plasma membrane,extracellular exosome",tricarboxylic acid cycle,"nucleotide binding,RNA binding,succinate-CoA ligase (ADP-forming) activity,succinate-CoA ligase (GDP-forming) activity,cofactor binding",4.41E-51,16,16,16,16,16,16,13,16,16,16,16,16,16,16,13,16,1087.4104,616.0228882,1158.028931,610.8028564,1054.528564,471.3940735,375.5620728,1162.632202
Tinag,Protein Tinag,Q9WUR0,Q9WUR0_MOUSE,"basement membrane,extracellular space,intracellular membrane-bounded organelle,lysosome","receptor-mediated endocytosis,immune response,cell adhesion,proteolysis involved in cellular protein catabolic process","scavenger receptor activity,polysaccharide binding,cysteine-type endopeptidase activity",1.20E-52,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,123.2870102,146.7421112,137.5433807,121.5788345,97.68291473,115.1909256,285.2495728,92.66762543
Ak4,"Adenylate kinase 4, mitochondrial",Q9WUR9,KAD4_MOUSE,"mitochondrion,mitochondrial matrix,extracellular exosome","liver development,nucleoside diphosphate phosphorylation,brain development,nucleoside triphosphate biosynthetic process,response to drug,AMP metabolic process,ATP metabolic process,GTP metabolic process","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity",8.68E-65,15,12,15,15,15,14,15,15,15,12,15,15,15,14,15,15,894.1693726,406.3113098,903.0784302,363.2606201,786.9213257,209.1867523,411.0490112,884.1341553
Ctsz,Cathepsin Z,Q9WUU7,CATZ_MOUSE,"extracellular space,lysosome,endoplasmic reticulum,cell surface,growth cone,cytoplasmic vesicle,intracellular membrane-bounded organelle,extracellular exosome,cell cortex region","proteolysis,negative regulation of plasminogen activation,negative regulation of neuron projection development,negative regulation of protein binding,positive regulation of neuron apoptotic process,proteolysis involved in cellular protein catabolic process,epithelial tube branching involved in lung morphogenesis,regulation of neuron death,positive regulation of neural precursor cell proliferation","carboxypeptidase activity,cysteine-type endopeptidase activity",9.81E-54,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,47.18922424,172.8989563,36.74826431,161.7999268,77.55083466,181.2619019,129.3681793,38.61508179
Asah1,Acid ceramidase,Q9WV54,ASAH1_MOUSE,"extracellular space,lysosome,extracellular exosome",lipid metabolic process,ceramidase activity,1.40E-55,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,27.35642815,122.3146744,21.8049469,81.03666687,33.50186539,122.2964325,100.2076111,29.77093887
Vapa,Vesicle-associated membrane protein-associated protein A,Q9WV55,VAPA_MOUSE,"Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,microtubule cytoskeleton,integral component of membrane,nuclear membrane,vesicle,bicellular tight junction,perinuclear region of cytoplasm","ER to Golgi vesicle-mediated transport,signal transduction,cell death,neuron projection development,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation by host of viral release from host cell,negative regulation by host of viral genome replication,positive regulation by host of viral genome replication,protein localization to endoplasmic reticulum,COPII-coated vesicle budding","signal transducer activity,protein binding,microtubule binding,protein domain specific binding,FFAT motif binding,cadherin binding,protein heterodimerization activity",7.37E-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,138.6322632,216.3545685,164.2233124,222.0433502,121.8119736,173.8695679,105.2488708,144.8359375
Decr2,"Peroxisomal 2,4-dienoyl-CoA reductase",Q9WV68,DECR2_MOUSE,peroxisome,"unsaturated fatty acid biosynthetic process,oxidation-reduction process","receptor binding,2,4-dienoyl-CoA reductase (NADPH) activity,trans-2-enoyl-CoA reductase (NADPH) activity",5.16E-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19.75739288,12.63882065,18.41370201,17.39268112,25.22928429,10.80692196,11.79514122,18.72966576
Epb41l3,Band 4.1-like protein 3;Isoform 2 of Band 4.1-like protein 3;Isoform 3 of Band 4.1-like protein 3;Isoform 4 of Band 4.1-like protein 3;Isoform 5 of Band 4.1-like protein 3;Isoform 6 of Band 4.1-like protein 3;Isoform 7 of Band 4.1-like protein 3;Isoform 8 of Band 4.1-like protein 3,Q9WV92;Q9WV92-2;Q9WV92-3;Q9WV92-4;Q9WV92-5;Q9WV92-6;Q9WV92-7;Q9WV92-8,E41L3_MOUSE,"cytoplasm,cytoskeleton,plasma membrane,cell-cell junction,postsynaptic density,paranode region of axon,juxtaparanode region of axon,axolemma;;;;;;;","regulation of cell growth,protein localization to paranode region of axon,apoptotic process,cytoskeletal anchoring at plasma membrane,regulation of cell shape,cortical cytoskeleton organization,cortical actin cytoskeleton organization,paranodal junction assembly,actomyosin structure organization,myelin maintenance,neuron projection morphogenesis,protein localization to juxtaparanode region of axon,protein localization to plasma membrane;;;;;;;","actin binding,structural constituent of cytoskeleton;;;;;;;",9.37E-52,4,4,4,4,3,4,2,4,4,4,4,4,3,4,2,4,48.7261734,30.8371563,66.96505737,32.63749695,48.02299118,21.72150803,11.98007774,50.42130661
Timm9,Mitochondrial import inner membrane translocase subunit Tim9,Q9WV98,TIM9_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space protein transporter complex,mitochondrial inner membrane protein insertion complex","protein import into mitochondrial inner membrane,chaperone-mediated protein transport","transporter activity,protein transporter activity,protein homodimerization activity,metal ion binding,chaperone binding",1.76E-38,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,114.3409882,80.28868866,99.13171387,72.03569794,102.3660736,57.72686386,125.4205551,117.7948532
Timm8a1,Mitochondrial import inner membrane translocase subunit Tim8 A,Q9WVA2,TIM8A_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space",protein transport,metal ion binding,3.61E-43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,76.56388855,52.02158356,75.03993988,45.08942413,65.08504486,47.14606094,55.03198242,84.86623383
Tagln2,Transgelin-2,Q9WVA4,TAGL2_MOUSE,"vesicle,extracellular exosome",epithelial cell differentiation,cadherin binding,1.84E-71,19,20,18,20,20,20,20,19,19,20,18,20,20,20,20,19,318.9666138,1144.360718,321.3701172,1013.181702,365.3302002,1256.302002,1023.329407,320.2965393
Rbpms,RNA-binding protein with multiple splicing;Isoform 2 of RNA-binding protein with multiple splicing;RNA-binding protein with multiple-splicing,Q9WVB0;Q9WVB0-2;T1ECW4,RBPMS_MOUSE;RBPMS_MOUSE;T1ECW4_MOUSE,"cytoplasmic mRNA processing body,nucleoplasm,U1 snRNP,cytosol,cytoplasmic stress granule;;","mRNA splicing, via spliceosome,transcription, DNA-templated,regulation of transcription, DNA-templated,response to oxidative stress,positive regulation of pathway-restricted SMAD protein phosphorylation,positive regulation of SMAD protein import into nucleus;;","transcription coactivator activity,RNA binding,poly(A) binding,U1 snRNA binding,snRNA stem-loop binding,protein homodimerization activity;;",1.74E-58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55.88386536,206.6291504,49.76393509,170.6413269,43.72628784,206.3182831,80.67862701,25.16637802
Slc25a15,Mitochondrial ornithine transporter 1,Q9WVD5,ORNT1_MOUSE,"mitochondrion,mitochondrial inner membrane,integral component of membrane","mitochondrial ornithine transport,mitochondrial transport,L-ornithine transmembrane transport",L-ornithine transmembrane transporter activity,9.53E-57,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,6,167.1652222,113.7586288,212.0965424,95.2431488,128.4675446,65.42691803,119.737175,175.670929
Pacsin2,Protein kinase C and casein kinase substrate in neurons protein 2,Q9WVE8,PACN2_MOUSE,"cytoplasm,endosome,early endosome,cytosol,cytoskeleton,plasma membrane,caveola,cell-cell junction,focal adhesion,nuclear speck,extrinsic component of membrane,cytoplasmic vesicle membrane,ruffle membrane,intracellular membrane-bounded organelle,recycling endosome membrane,extracellular exosome,trans-Golgi network","signal transduction,actin cytoskeleton organization,protein localization to endosome,negative regulation of endocytosis,cell projection morphogenesis,caveola assembly,caveolin-mediated endocytosis,membrane tubulation","protein binding,cytoskeletal protein binding,lipid binding,identical protein binding,cadherin binding,phosphatidic acid binding",1.23E-57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,90.02194214,87.8806839,84.50422668,88.89215851,90.57823181,97.14328003,47.1562767,97.19361115
Fbln5,Fibulin-5,Q9WVH9,FBLN5_MOUSE,"extracellular region,proteinaceous extracellular matrix,extracellular space,extracellular matrix,extracellular exosome,elastic fiber","regulation of cell growth,cell adhesion,extracellular matrix organization,protein localization to cell surface,secretion,elastic fiber assembly,regulation of removal of superoxide radicals","integrin binding,calcium ion binding,protein C-terminus binding,protein homodimerization activity",1.16E-47,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17.08458138,41.23101425,14.33842087,74.413414,13.30893421,62.71971512,114.597908,17.74171829
Cpq,Carboxypeptidase Q;Isoform 2 of Carboxypeptidase Q,Q9WVJ3;Q9WVJ3-2,CBPQ_MOUSE,"extracellular space,cytoplasm,lysosome,endoplasmic reticulum,Golgi apparatus,extracellular exosome;","proteolysis,thyroid hormone generation,tissue regeneration,peptide catabolic process;","carboxypeptidase activity,protein homodimerization activity,metal ion binding,metallodipeptidase activity;",6.22E-34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38.33473587,49.32919693,43.18912506,54.43886185,43.16645813,52.06308365,40.83794403,34.27744293
