PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Cox7c,"Cytochrome c oxidase subunit 7C, mitochondrial",P17665,COX7C_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex IV,integral component of membrane","mitochondrial electron transport, cytochrome c to oxygen,hydrogen ion transmembrane transport",cytochrome-c oxidase activity,3.90E-20,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1384.079834,896.3254395,1298.796021,602.6328735,735.1011353,560.7277222,852.359436,1385.567139
Ppia,Peptidyl-prolyl cis-trans isomerase A,P17742,PPIA_MOUSE,"extracellular space,nucleus,cytosol,focal adhesion,membrane,vesicle,myelin sheath,extracellular exosome","protein peptidyl-prolyl isomerization,protein folding,neuron differentiation,lipid particle organization,regulation of viral genome replication,positive regulation of viral genome replication,positive regulation of protein secretion","RNA binding,peptidyl-prolyl cis-trans isomerase activity,cyclosporin A binding",2.36E-25,19,22,22,22,21,22,18,21,19,22,22,22,21,22,18,21,1447.351685,2214.12207,1531.696167,2132.656982,1535.702759,2488.393066,1721.765259,1694.980591
Tpi1,Triosephosphate isomerase,P17751,TPIS_MOUSE,"extracellular space,nucleus,cytosol,extracellular exosome","glucose metabolic process,gluconeogenesis,glycolytic process,pentose-phosphate shunt,multicellular organism development,glycerol catabolic process,glyceraldehyde-3-phosphate metabolic process,glyceraldehyde-3-phosphate biosynthetic process","triose-phosphate isomerase activity,isomerase activity,ubiquitin protein ligase binding",2.53E-76,31,30,29,30,32,29,23,27,31,30,29,30,32,29,23,27,1692.082153,1430.232788,1611.615845,1480.14209,1654.441406,1258.884155,811.8362427,1507.171265
Slc2a1,"Solute carrier family 2, facilitated glucose transporter member 1",P17809,GTR1_MOUSE,"female pronucleus,intracellular,cytoplasm,cytosol,plasma membrane,integral component of plasma membrane,caveola,intercalated disc,membrane,basolateral plasma membrane,apical plasma membrane,Z disc,midbody,cortical actin cytoskeleton,vesicle,sarcolemma,melanosome,membrane raft,extracellular exosome,blood microparticle","protein complex assembly,female pregnancy,glucose transport,cerebral cortex development,response to insulin,cellular response to glucose starvation,xenobiotic transport,dehydroascorbic acid transport,cellular response to mechanical stimulus,cellular hyperosmotic response,response to Thyroglobulin triiodothyronine,glucose transmembrane transport","glucose transmembrane transporter activity,protein binding,kinase binding,dehydroascorbic acid transporter activity,identical protein binding,xenobiotic transporter activity,protein self-association,D-glucose transmembrane transporter activity",9.40E-16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36.19134903,21.80707359,35.28064346,10.54343414,16.08642006,20.14787674,25.39569473,27.99483299
Hspa1b,Heat shock 70 kDa protein 1B,P17879,HS71B_MOUSE,"zona pellucida receptor complex,intracellular,mitochondrion,mitochondrial matrix,centrosome,cell body","binding of sperm to zona pellucida,response to heat,protein refolding,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of microtubule nucleation,regulation of mitotic spindle assembly","protein binding,ATP binding",6.32E-57,17,19,17,18,12,24,13,18,17,19,17,18,12,24,13,18,465.4543152,630.9643555,495.9904785,631.5883789,371.0741272,854.2920532,512.6987305,445.555481
Lyz1,Lysozyme C-1,P17897,LYZ1_MOUSE,"extracellular space,extracellular exosome","cell wall macromolecule catabolic process,cytolysis,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium","lysozyme activity,identical protein binding",0.000226424,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,19.55522346,Filtered,Filtered,6.35455513,10.98729515,Filtered,Filtered
Pcna,Proliferating cell nuclear antigen,P17918,PCNA_MOUSE,"cyclin-dependent protein kinase holoenzyme complex,nuclear chromosome, telomeric region,intracellular,nucleus,nuclear lamina,nucleoplasm,replication fork,centrosome,nuclear body,nuclear replication fork,PCNA complex,extracellular exosome,PCNA-p21 complex","negative regulation of transcription from RNA polymerase II promoter,leading strand elongation,base-excision repair, gap-filling,mismatch repair,translesion synthesis,replication fork processing,positive regulation of deoxyribonuclease activity,cellular response to UV,positive regulation of DNA repair,positive regulation of DNA replication,cellular response to xenobiotic stimulus,mitotic telomere maintenance via semi-conservative replication","purine-specific mismatch base pair DNA N-glycosylase activity,chromatin binding,damaged DNA binding,protein binding,enzyme binding,DNA polymerase processivity factor activity,receptor tyrosine kinase binding,dinucleotide insertion or deletion binding,MutLalpha complex binding,histone acetyltransferase binding,identical protein binding,DNA polymerase binding",3.98E-16,4,9,Filtered,7,3,9,8,2,4,9,Filtered,7,3,9,8,2,41.84497452,38.75797653,Filtered,130.6006927,63.170681,164.8026886,257.5918274,39.47049713
Ctsd,Cathepsin D,P18242,CATD_MOUSE,"extracellular space,mitochondrion,lysosome,melanosome,membrane raft,extracellular exosome,extracellular matrix","autophagosome assembly,proteolysis,protein catabolic process,epithelial tube branching involved in lung morphogenesis","aspartic-type endopeptidase activity,peptidase activity,hydrolase activity",2.73E-35,18,25,14,26,17,28,22,13,18,25,14,26,17,28,22,13,273.4784241,1250.101074,209.0468597,1156.462524,402.7566223,1385.262573,1451.689453,240.8115997
Cfl1,Cofilin-1,P18760,COF1_MOUSE,"extracellular region,extracellular space,cytoplasm,cytosol,cell-cell junction,focal adhesion,membrane,nuclear matrix,lamellipodium,cortical actin cytoskeleton,extracellular matrix,lamellipodium membrane,vesicle,ruffle membrane,extracellular exosome","mitotic cytokinesis,neural crest cell migration,neural fold formation,platelet degranulation,protein phosphorylation,cytoskeleton organization,actin filament organization,response to virus,regulation of cell morphogenesis,establishment of cell polarity,cell projection organization,actin filament depolymerization,actin filament fragmentation,positive regulation of actin filament depolymerization,response to amino acid,positive regulation by host of viral process,negative regulation of cell size,regulation of dendritic spine morphogenesis","receptor binding,actin filament binding",4.44E-21,21,22,19,23,22,25,20,21,21,22,19,23,22,25,20,21,830.4594116,1689.631104,645.6450195,1823.992432,874.8684082,2137.761963,2542.587646,676.3724365
Krt19,"Keratin, type I cytoskeletal 19",P19001,K1C19_MOUSE,"intermediate filament,plasma membrane,dystrophin-associated glycoprotein complex,apicolateral plasma membrane,Z disc,sarcolemma,costamere,extracellular exosome,cell periphery,terminal web","Notch signaling pathway,response to estrogen,sarcomere organization,cell differentiation involved in embryonic placenta development","protein binding,structural constituent of muscle,protein complex binding",8.47E-66,7,24,5,23,6,23,20,6,7,24,5,23,6,23,20,6,77.81607056,294.4811096,83.10986328,358.8380432,77.87669373,349.0405579,411.4223938,69.41704559
Fasn,Fatty acid synthase,P19096,FAS_MOUSE,"mitochondrion,Golgi apparatus,cytosol,plasma membrane,membrane,melanosome,glycogen granule,extracellular exosome","osteoblast differentiation,acetyl-CoA metabolic process,fatty acid biosynthetic process,mammary gland development,oxidation-reduction process,cellular response to interleukin-4","RNA binding,fatty acid synthase activity,[acyl-carrier-protein] S-acetyltransferase activity,[acyl-carrier-protein] S-malonyltransferase activity,3-oxoacyl-[acyl-carrier-protein] synthase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity,oleoyl-[acyl-carrier-protein] hydrolase activity,drug binding,myristoyl-[acyl-carrier-protein] hydrolase activity,palmitoyl-[acyl-carrier-protein] hydrolase activity,phosphopantetheine binding,protein homodimerization activity,cadherin binding,enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,NADPH binding,Requires Ontology,3-oxo-pimeloyl-[acp] methyl ester reductase activity",5.23E-39,31,40,27,67,43,58,44,31,31,40,27,67,43,58,44,31,63.71895599,77.62632751,76.43380737,305.1397705,117.7061462,133.2193298,158.5887909,69.21139526
Gstp1,Glutathione S-transferase P 1,P19157,GSTP1_MOUSE,"extracellular space,intracellular,nucleus,cytoplasm,mitochondrion,cytosol,plasma membrane,vesicle,protein complex,extracellular exosome,TRAF2-GSTP1 complex","response to reactive oxygen species,negative regulation of acute inflammatory response,glutathione metabolic process,xenobiotic metabolic process,response to toxic substance,negative regulation of biosynthetic process,oligodendrocyte development,animal organ regeneration,response to nutrient levels,response to estradiol,negative regulation of interleukin-1 beta production,negative regulation of tumor necrosis factor production,cellular response to insulin stimulus,regulation of stress-activated MAPK cascade,negative regulation of stress-activated MAPK cascade,positive regulation of superoxide anion generation,response to L-ascorbic acid,common myeloid progenitor cell proliferation,negative regulation of apoptotic process,negative regulation of I-kappaB kinase/NF-kappaB signaling,response to amino acid,negative regulation of MAP kinase activity,negative regulation of JUN kinase activity,response to ethanol,negative regulation of fibroblast proliferation,negative regulation of nitric-oxide synthase biosynthetic process,regulation of ERK1 and ERK2 cascade,negative regulation of ERK1 and ERK2 cascade,negative regulation of leukocyte proliferation,cellular response to lipopolysaccharide,cellular response to epidermal growth factor stimulus,cellular response to glucocorticoid stimulus,cellular response to cell-matrix adhesion,negative regulation of monocyte chemotactic protein-1 production,cellular oxidant detoxification,negative regulation of neutrophil aggregation,negative regulation of peroxidase activity,negative regulation of extrinsic apoptotic signaling pathway","glutathione transferase activity,glutathione peroxidase activity,protein binding,drug binding,JUN kinase binding,kinase regulator activity,S-nitrosoglutathione binding,dinitrosyl-iron complex binding",4.56E-78,9,14,10,13,11,12,10,10,9,14,10,13,11,12,10,10,224.3197784,363.9355164,234.0976563,347.217865,242.0055695,299.576355,128.1025543,225.0301819
F2,Prothrombin,P19221,THRB_MOUSE,"extracellular space,extracellular exosome,blood microparticle,external side of plasma membrane","positive regulation of protein phosphorylation,proteolysis,acute-phase response,cell surface receptor signaling pathway,positive regulation of cell proliferation,regulation of cell shape,response to wounding,regulation of gene expression,positive regulation of phosphatidylinositol 3-kinase signaling,platelet activation,positive regulation of blood coagulation,positive regulation of cell growth,positive regulation of collagen biosynthetic process,fibrinolysis,negative regulation of proteolysis,negative regulation of astrocyte differentiation,positive regulation of release of sequestered calcium ion into cytosol,regulation of cytosolic calcium ion concentration,cytolysis by host of symbiont cells,Requires Ontology,thrombin-activated receptor signaling pathway,neutrophil mediated killing of gram-negative bacterium,positive regulation of lipid kinase activity,negative regulation of cytokine production involved in inflammatory response,positive regulation of protein localization to nucleus,positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,positive regulation of reactive oxygen species metabolic process","lipopolysaccharide binding,serine-type endopeptidase activity,receptor binding,calcium ion binding,protein binding,heparin binding,peptidase activity,thrombospondin receptor activity",4.72E-39,13,13,9,10,11,20,25,12,13,13,9,10,11,20,25,12,30.29859161,40.44015503,33.17118835,48.58722687,40.49953461,65.11344147,512.116272,38.30433273
Rpl13a,60S ribosomal protein L13a,P19253,RL13A_MOUSE,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,intracellular ribonucleoprotein complex,GAIT complex","translation,negative regulation of translation,response to lipopolysaccharide,regulation of homeostatic process,macrophage chemotaxis,lung morphogenesis,cellular response to interferon-gamma,negative regulation of formation of translation preinitiation complex","RNA binding,mRNA binding,structural constituent of ribosome",3.25E-16,5,7,6,6,6,6,7,6,5,7,6,6,6,6,7,6,151.2133331,264.6351318,141.6479492,250.2966461,192.5587006,260.9488831,287.7987366,122.3323441
Serpinh1,Serpin H1,P19324,SERPH_MOUSE,"cytoplasm,endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum-Golgi intermediate compartment,membrane raft,extracellular exosome,extracellular space","chondrocyte development involved in endochondral bone morphogenesis,negative regulation of endopeptidase activity,collagen fibril organization,collagen biosynthetic process,protein maturation","RNA binding,serine-type endopeptidase inhibitor activity,protein binding,collagen binding,unfolded protein binding",6.31E-53,18,21,17,21,20,26,24,15,18,21,17,21,20,26,24,15,181.6459045,428.3118591,90.17120361,458.8714294,263.4162598,664.1694946,1272.732666,96.99160004
Cox5b,"Cytochrome c oxidase subunit 5B, mitochondrial;Cytochrome c oxidase subunit 5B, mitochondrial",P19536;Q9D881,COX5B_MOUSE;Q9D881_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex IV,myelin sheath;","mitochondrial electron transport, cytochrome c to oxygen,mitochondrial ATP synthesis coupled proton transport;","metal ion binding,cytochrome-c oxidase activity;",1.07E-56,12,12,11,11,11,10,13,11,12,12,11,11,11,10,13,11,1342.162598,659.2644043,1593.950562,605.911499,1065.822998,466.0192871,687.3417969,1571.917603
Cox4i1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",P19783,COX41_MOUSE,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex IV,membrane,mitochondrial membrane,extracellular exosome","mitochondrial electron transport, cytochrome c to oxygen,response to nutrient,hydrogen ion transmembrane transport",cytochrome-c oxidase activity,5.59E-24,16,17,17,16,18,14,14,18,16,17,17,16,18,14,14,18,2587.930664,1250.141724,2899.37915,1296.659302,2242.051514,843.2749634,1781.837524,2538.526367
Lsp1,Lymphocyte-specific protein 1;Isoform 2 of Lymphocyte-specific protein 1,P19973;P19973-2,LSP1_MOUSE,"plasma membrane,membrane,extracellular exosome;","apoptotic process,chemotaxis,defense response,cytoskeleton organization,signal transduction;","actin binding,signal transducer activity;",2.71E-29,Filtered,4,Filtered,5,Filtered,4,3,Filtered,Filtered,4,Filtered,5,Filtered,4,3,Filtered,Filtered,6.754876137,Filtered,11.18784237,Filtered,8.295193672,17.91537285,Filtered
Hspa5,78 kDa glucose-regulated protein,P20029,GRP78_MOUSE,"extracellular region,nucleus,mitochondrion,endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum membrane,smooth endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,focal adhesion,cell surface,membrane,integral component of endoplasmic reticulum membrane,midbody,extracellular matrix,endoplasmic reticulum chaperone complex,melanosome,myelin sheath,protein complex,extracellular exosome,COP9 signalosome","platelet degranulation,ER overload response,activation of signaling protein activity involved in unfolded protein response,response to radiation,positive regulation of neuron projection development,cerebellum structural organization,cerebellar Purkinje cell layer development,substantia nigra development,neuron differentiation,positive regulation of cell migration,negative regulation of transforming growth factor beta receptor signaling pathway,positive regulation of protein ubiquitination,response to endoplasmic reticulum stress,maintenance of protein localization in endoplasmic reticulum,cellular response to drug,positive regulation of embryonic development,cellular response to glucose starvation,response to cocaine,negative regulation of apoptotic process,neuron apoptotic process,proteolysis involved in cellular protein catabolic process,cellular response to antibiotic,cellular response to calcium ion,cellular response to manganese ion,cellular response to cAMP,cellular response to interleukin-4,stress response to metal ion,toxin transport,response to methamphetamine hydrochloride,cellular response to nerve growth factor stimulus","protein binding,ATP binding,ATPase activity,enzyme binding,protein domain specific binding,ubiquitin protein ligase binding,ribosome binding,cadherin binding,unfolded protein binding,misfolded protein binding",1.32E-60,46,53,52,51,54,59,55,47,46,53,52,51,54,59,55,47,466.0687561,574.3058472,475.3703918,591.0883789,489.2814331,599.4790039,853.5490723,430.0072021
Hexb,Beta-hexosaminidase subunit beta,P20060,HEXB_MOUSE,"acrosomal vesicle,extracellular space,lysosome,membrane,azurophil granule,extracellular exosome","skeletal system development,glycosphingolipid metabolic process,ganglioside catabolic process,cellular calcium ion homeostasis,lysosome organization,single fertilization,penetration of zona pellucida,sensory perception of sound,locomotory behavior,male courtship behavior,regulation of cell shape,phospholipid biosynthetic process,oligosaccharide catabolic process,lipid storage,sexual reproduction,glycosaminoglycan metabolic process,regulation of cellular metabolic process,myelination,astrocyte cell migration,cellular protein metabolic process,positive regulation of transcription from RNA polymerase II promoter,oogenesis,neuromuscular process controlling balance,neuromuscular process","beta-N-acetylhexosaminidase activity,acetylglucosaminyltransferase activity,hydrolase activity,protein homodimerization activity,protein heterodimerization activity,Requires Ontology",3.44E-21,5,12,8,11,9,12,11,8,5,12,8,11,9,12,11,8,70.90159607,74.5019455,75.19364166,83.94670105,74.93901062,82.74313354,106.6458588,55.17113495
Tmsb4x,Isoform Short of Thymosin beta-4,P20065-2,TYB4_MOUSE,,,,1.91E-19,9,11,8,11,9,13,10,8,9,11,8,11,9,13,10,8,206.6950378,624.3359375,136.0786285,598.9200439,258.33078,749.2302856,1098.97876,183.7671967
Prdx3,"Thioredoxin-dependent peroxide reductase, mitochondrial",P20108,PRDX3_MOUSE,"cytoplasm,mitochondrion,early endosome,cytosol,myelin sheath,protein complex,extracellular exosome,IkappaB kinase complex","maternal placenta development,apoptotic process,response to oxidative stress,mitochondrion organization,positive regulation of cell proliferation,peptidyl-cysteine oxidation,myeloid cell differentiation,response to lipopolysaccharide,negative regulation of kinase activity,cellular response to oxidative stress,cellular response to reactive oxygen species,response to hydrogen peroxide,hydrogen peroxide catabolic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,cell redox homeostasis,positive regulation of NF-kappaB transcription factor activity,regulation of mitochondrial membrane potential,cellular oxidant detoxification","protein C-terminus binding,thioredoxin peroxidase activity,kinase binding,protein kinase binding,identical protein binding,cysteine-type endopeptidase inhibitor activity involved in apoptotic process",2.28E-42,16,13,16,15,15,14,13,14,16,13,16,15,15,14,13,14,1543.049927,975.7603149,1751.682251,948.9239502,1388.640991,687.5119019,1037.01001,1588.225098
Vim,Vimentin,P20152,VIME_MOUSE,"cytoplasm,peroxisome,cytosol,cytoskeleton,intermediate filament,plasma membrane,focal adhesion,extracellular matrix,cell leading edge,cell projection,neuron projection,type III intermediate filament,extracellular exosome","positive regulation of gene expression,negative regulation of neuron projection development,astrocyte development,intermediate filament-based process,intermediate filament organization,Bergmann glial cell differentiation,SMAD protein signal transduction,lens fiber cell development","double-stranded RNA binding,structural molecule activity,structural constituent of cytoskeleton,structural constituent of eye lens,protein binding,protein C-terminus binding,identical protein binding,scaffold protein binding,keratin filament binding",4.23E-41,55,67,41,62,63,72,68,40,55,67,41,62,63,72,68,40,530.921936,1224.422241,254.125351,1412.64502,994.2938843,1966.687622,4055.09668,269.3075562
Cyp2a5,Cytochrome P450 2A5;Cyp2a4 protein,P20852;Q91X75,CP2A5_MOUSE;Q91X75_MOUSE,"endoplasmic reticulum membrane,cytoplasmic microtubule,organelle membrane;","epoxygenase P450 pathway,response to stilbenoid,heme metabolic process,oxidation-reduction process,cellular response to cadmium ion;","iron ion binding,coumarin 7-hydroxylase activity,arachidonic acid epoxygenase activity,steroid hydroxylase activity,enzyme binding,heme binding,aromatase activity;",7.28E-30,11,11,10,11,7,8,5,9,11,11,10,11,7,8,5,9,137.860321,126.7885284,124.0015945,67.21087646,96.19316864,37.52820587,44.91382599,90.85292816
Plg,Plasminogen,P20918,PLMN_MOUSE,"extracellular region,extracellular space,cell surface,extrinsic component of plasma membrane,extrinsic component of external side of plasma membrane,intracellular membrane-bounded organelle,other organism cell membrane,extracellular exosome,blood microparticle","proteolysis,blood coagulation,negative regulation of cell-substrate adhesion,negative regulation of angiogenesis,extracellular matrix disassembly,tissue regeneration,fibrinolysis,myoblast differentiation,muscle cell cellular homeostasis,tissue remodeling,proteolysis involved in cellular protein catabolic process,interaction with symbiont,negative regulation of fibrinolysis,positive regulation of fibrinolysis,modification by host of symbiont morphology or physiology via secreted substance,interaction with symbiont via secreted substance involved in symbiotic interaction,trophoblast giant cell differentiation,labyrinthine layer blood vessel development,mononuclear cell migration","endopeptidase activity,serine-type endopeptidase activity,receptor binding,enzyme binding,kinase binding,protein domain specific binding,apolipoprotein binding,chaperone binding,proteasome core complex binding,protein antigen binding",3.93E-62,23,36,21,28,22,36,65,22,23,36,21,28,22,36,65,22,71.0609436,170.8085022,70.95300293,139.1585846,79.15313721,185.3289185,2389.85791,72.48574829
Tpm3,Isoform 2 of Tropomyosin alpha-3 chain,P21107-2,TPM3_MOUSE,,,,1.22E-41,29,30,30,33,27,32,29,27,29,30,30,33,27,32,29,27,390.7752991,755.1030273,350.1839294,725.9730225,517.0772095,667.102417,570.5725098,397.249939
Gna11,Guanine nucleotide-binding protein subunit alpha-11,P21278,GNA11_MOUSE,"lysosomal membrane,heterotrimeric G-protein complex,extracellular exosome","skeletal system development,action potential,G-protein coupled receptor signaling pathway,adenylate cyclase-modulating G-protein coupled receptor signaling pathway,heart development,regulation of melanocyte differentiation,developmental pigmentation,phospholipase C-activating dopamine receptor signaling pathway,protein heterotrimerization,cellular response to pH,glutamate receptor signaling pathway","GTPase activity,signal transducer activity,GTP binding,G-protein beta/gamma-subunit complex binding,type 2A serotonin receptor binding,metal ion binding,alkylglycerophosphoethanolamine phosphodiesterase activity",9.87E-19,2,3,4,2,2,2,1,3,2,3,4,2,2,2,1,3,34.10374451,22.64426041,18.65278053,28.36211014,24.05373001,13.37470818,18.3772831,28.27134323
Gnaq,Guanine nucleotide-binding protein G(q) subunit alpha,P21279,GNAQ_MOUSE,"lysosomal membrane,heterotrimeric G-protein complex,plasma membrane,membrane,dendrite,nuclear membrane,cell body,extracellular exosome","skeletal system development,action potential,negative regulation of protein kinase activity,G-protein coupled receptor signaling pathway,adenylate cyclase-activating G-protein coupled receptor signaling pathway,glutamate receptor signaling pathway,heart development,post-embryonic development,neuron remodeling,forebrain neuron development,regulation of catenin import into nucleus,maternal behavior,embryonic digit morphogenesis,positive regulation of GTPase activity,regulation of melanocyte differentiation,developmental pigmentation,regulation of insulin secretion,protein stabilization,phospholipase C-activating dopamine receptor signaling pathway,protein heterotrimerization","GTPase activity,signal transducer activity,GTPase activator activity,protein binding,GTP binding,G-protein beta/gamma-subunit complex binding,type 2A serotonin receptor binding,metal ion binding,alkylglycerophosphoethanolamine phosphodiesterase activity",8.20E-14,7,6,5,5,6,7,2,5,7,6,5,5,6,7,2,5,159.4066925,121.6825027,177.1221161,106.8507462,133.9453125,118.7303391,115.1924515,113.5350113
Akr1b7,Aldose reductase-related protein 1,P21300,ALD1_MOUSE,mitochondrion,"cellular lipid metabolic process,oxidation-reduction process",alditol:NADP+ 1-oxidoreductase activity,3.39E-09,Filtered,1,Filtered,2,1,1,1,Filtered,Filtered,1,Filtered,2,1,1,1,Filtered,Filtered,65.32893372,Filtered,8.176599503,7.898650169,4.567772865,14.0595026,Filtered
Abcb1a,Multidrug resistance protein 1A,P21447,MDR1A_MOUSE,"plasma membrane,cell surface,integral component of membrane,apical plasma membrane,intercellular canaliculus,extracellular exosome","G2/M transition of mitotic cell cycle,drug transmembrane transport,drug transport,xenobiotic transport,phospholipid translocation,regulation of response to osmotic stress,stem cell proliferation,ceramide translocation,positive regulation of anion channel activity,regulation of chloride transport","ATP binding,xenobiotic-transporting ATPase activity,ATPase activity, coupled,phosphatidylcholine-translocating ATPase activity,phosphatidylethanolamine-translocating ATPase activity,ceramide-translocating ATPase activity",0.009821712,1,2,1,1,1,1,Filtered,Filtered,1,2,1,1,1,1,Filtered,Filtered,37.79991531,3.697730541,87.52778625,73.77196503,40.0800972,35.84941101,Filtered,Filtered
Cst3,Cystatin-C,P21460,CYTC_MOUSE,"extracellular region,basement membrane,extracellular space,lysosome,multivesicular body,endoplasmic reticulum,axon,nuclear membrane,neuronal cell body,contractile fiber,perinuclear region of cytoplasm,extracellular exosome","eye development,response to hypoxia,cell activation,apoptotic process,defense response,brain development,salivary gland development,embryo implantation,positive regulation of cell proliferation,response to toxic substance,response to carbohydrate,negative regulation of peptidase activity,negative regulation of collagen catabolic process,negative regulation of extracellular matrix disassembly,response to nutrient levels,response to estradiol,response to drug,circadian sleep/wake cycle, REM sleep,regulation of programmed cell death,positive regulation of DNA replication,negative regulation of proteolysis,response to axon injury,Sertoli cell development,negative regulation of elastin catabolic process,negative regulation of blood vessel remodeling,negative regulation of cell death,cellular response to hydrogen peroxide,fibril organization,negative regulation of cysteine-type endopeptidase activity","beta-amyloid binding,protease binding,endopeptidase inhibitor activity,cysteine-type endopeptidase inhibitor activity,identical protein binding",1.30E-39,5,6,2,6,5,7,6,3,5,6,2,6,5,7,6,3,41.11662674,112.6135025,48.53651047,69.38307953,47.61224747,72.00624847,67.99919128,46.38193893
Gc,Vitamin D-binding protein,P21614,VTDB_MOUSE,"extracellular space,extracellular exosome,blood microparticle","vitamin D metabolic process,vitamin transport","actin binding,vitamin transporter activity,calcidiol binding",1.79E-52,13,22,13,25,17,26,34,16,13,22,13,25,17,26,34,16,154.1805878,235.0039673,126.7173462,323.4996643,144.9198608,353.5863037,1971.587158,136.2946625
Mfge8,Lactadherin;Isoform 2 of Lactadherin,P21956;P21956-2,MFGM_MOUSE,"extracellular space,external side of plasma membrane,membrane,extrinsic component of plasma membrane,extracellular matrix,extracellular exosome,extracellular vesicle;","angiogenesis,phagocytosis, recognition,phagocytosis, engulfment,cell adhesion,single fertilization,positive regulation of phagocytosis,positive regulation of apoptotic cell clearance;","phosphatidylserine binding,integrin binding,phosphatidylethanolamine binding;",4.93E-12,1,5,Filtered,3,Filtered,7,6,1,1,5,Filtered,3,Filtered,7,6,1,425.1031494,34.32047272,Filtered,27.49513245,Filtered,33.18049622,40.99937439,570.2446289
