PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Atp5a1,"ATP synthase subunit alpha, mitochondrial",ATPA_MOUSE,Q03265,"negative regulation of endothelial cell proliferation,lipid metabolic process,ATP biosynthetic process,ATP synthesis coupled proton transport,positive regulation of blood vessel endothelial cell migration,Requires Ontology","mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,plasma membrane,membrane,extracellular matrix,myelin sheath,proton-transporting ATP synthase complex,proton-transporting ATP synthase complex, catalytic core F(1),extracellular exosome,COP9 signalosome","RNA binding,protein binding,ATP binding,MHC class I protein binding,angiostatin binding,proton-transporting ATP synthase activity, rotational mechanism,ATPase activity",0,58,56,57,56,56,57,58,11,59,59,59,59,59,59,59,59,5680.0615234375,2950.47192382813,5637.8486328125,4239.794921875,5211.6572265625,3055.9912109375,5343.765625,168.520401000977
Ckb,Creatine kinase B-type,KCRB_MOUSE,Q04447,"phosphorylation,cerebellum development,substantia nigra development,cellular chloride ion homeostasis","nucleus,mitochondrion,cytosol,dendrite,neuronal cell body,myelin sheath,extracellular exosome","creatine kinase activity,protein binding,ATP binding,ubiquitin protein ligase binding",0,12,14,9,13,12,14,11,0,14,14,14,14,14,14,14,14,8.39626979827881,52.9004173278809,7.37224054336548,51.2906723022461,6.81253004074097,54.8625564575195,9.05914306640625,5.15144634246826
Fxyd2,Sodium/potassium-transporting ATPase subunit gamma,ATNG_MOUSE,Q04646,"regulation of cell growth,potassium ion transport,sodium ion transport,establishment or maintenance of transmembrane electrochemical gradient,regulation of cell proliferation,ATP hydrolysis coupled transmembrane transport,regulation of sodium ion transmembrane transporter activity","integral component of plasma membrane,sodium:potassium-exchanging ATPase complex,membrane,basolateral plasma membrane,intracellular membrane-bounded organelle,extracellular exosome","ion channel activity,sodium:potassium-exchanging ATPase activity,sodium channel regulator activity",0,6,6,5,6,6,6,6,0,6,6,6,6,6,6,6,6,115.048858642578,44.172306060791,114.183601379395,54.2285614013672,114.458457946777,31.2663745880127,87.7731094360352,2.89203977584839
Col6a1,Collagen alpha-1(VI) chain,CO6A1_MOUSE,Q04857,"osteoblast differentiation,cell adhesion,endodermal cell differentiation,protein heterotrimerization,cellular response to amino acid stimulus","extracellular region,proteinaceous extracellular matrix,collagen trimer,extracellular space,lysosomal membrane,membrane,extracellular matrix,sarcolemma,protein complex,extracellular exosome",platelet-derived growth factor binding,0,13,14,15,16,9,15,12,0,16,16,16,16,16,16,16,16,33.629955291748,45.6111831665039,32.9712142944336,189.502349853516,15.766697883606,38.8951873779297,28.5352401733398,14.5175848007202
Rac2,Ras-related C3 botulinum toxin substrate 2,RAC2_MOUSE,Q05144,"chemotaxis,actin filament organization,G-protein coupled receptor signaling pathway,small GTPase mediated signal transduction,positive regulation of cell proliferation,positive regulation of lamellipodium assembly,regulation of cell-substrate adhesion,cell projection assembly,actin cytoskeleton organization,regulation of T cell proliferation,regulation of mast cell degranulation,bone resorption,regulation of protein kinase activity,regulation of respiratory burst,regulation of mast cell chemotaxis,lymphocyte aggregation,positive regulation of neutrophil chemotaxis,regulation of neutrophil migration,positive regulation of protein targeting to mitochondrion","nuclear envelope,cytoplasm,cytosol,focal adhesion,membrane,lamellipodium,extracellular exosome,actin filament","GTPase activity,GTP binding,protein kinase regulator activity",0,4,4,1,5,1,5,4,0,5,5,5,5,5,5,5,5,3.61044955253601,13.9686212539673,2.40148067474365,130.741897583008,3.09819984436035,16.0920848846436,5.85338306427002,2.39935779571533
Rcn1,Reticulocalbin-1,RCN1_MOUSE,Q05186,"in utero embryonic development,camera-type eye development","endoplasmic reticulum,endoplasmic reticulum lumen",calcium ion binding,0,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,4.96318578720093,19.4050407409668,3.59087204933167,57.5799865722656,3.80356645584106,19.1438312530518,4.87422227859497,1.9633572101593
Cyp2e1,Cytochrome P450 2E1,CP2E1_MOUSE,Q05421,"triglyceride metabolic process,xenobiotic metabolic process,steroid metabolic process,response to ozone,response to organonitrogen compound,monoterpenoid metabolic process,drug metabolic process,epoxygenase P450 pathway,response to drug,response to ethanol,heterocycle metabolic process,oxidation-reduction process","Golgi membrane,mitochondrion,endoplasmic reticulum,intrinsic component of endoplasmic reticulum membrane","monooxygenase activity,iron ion binding,arachidonic acid epoxygenase activity,steroid hydroxylase activity,oxidoreductase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen,enzyme binding,heme binding",0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,114.389656066895,60.5798377990723,167.159317016602,68.8672714233398,100.772575378418,81.0939483642578,124.153182983398,4.38391447067261
Fabp5,"Fatty acid-binding protein, epidermal",FABP5_MOUSE,Q05816,"glucose metabolic process,lipid metabolic process,phosphatidylcholine biosynthetic process,glucose transport","cytoplasm,extracellular exosome","transporter activity,lipid binding",0,7,8,5,9,7,9,9,0,9,9,9,9,9,9,9,9,7.81940603256226,12.1315202713013,6.61378622055054,53.6399078369141,8.61245632171631,14.9619827270508,16.8277244567871,5.34722518920898
Atp5i,"ATP synthase subunit e, mitochondrial",ATP5I_MOUSE,Q06185,ATP synthesis coupled proton transport,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial proton-transporting ATP synthase complex","hydrogen ion transmembrane transporter activity,ATPase activity",0,7,7,7,7,7,6,6,0,7,7,7,7,7,7,7,7,427.395477294922,215.806411743164,422.673889160156,247.164398193359,375.476684570313,223.990417480469,391.910736083984,14.9251499176025
Scgb1a1,Uteroglobin,UTER_MOUSE,Q06318,"negative regulation of transcription from RNA polymerase II promoter,signal transduction,response to xenobiotic stimulus,response to ozone,response to lipopolysaccharide,negative regulation of interferon-gamma production,negative regulation of interleukin-13 production,negative regulation of interleukin-4 production,negative regulation of interleukin-5 production,response to silicon dioxide,response to cytokine,negative regulation of T cell proliferation,response to drug,negative regulation of catalytic activity,regulation of mRNA stability,regulation of inflammatory response,response to glucocorticoid,response to fibroblast growth factor","extracellular space,intracellular,nuclear envelope,cytoplasm,rough endoplasmic reticulum,secretory granule,extracellular exosome","phospholipase A2 inhibitor activity,polychlorinated biphenyl binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,129.507232666016,591.350830078125,100.345932006836,49.2691078186035,65.076530456543,345.976257324219,128.816131591797,1.41912698745728
Clu,Clusterin,CLUS_MOUSE,Q06890,"cell morphogenesis,microglial cell activation,response to virus,protein import,central nervous system myelin maintenance,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,negative regulation of protein homooligomerization,positive regulation of protein homooligomerization,positive regulation of tumor necrosis factor production,positive regulation of apoptotic process,positive regulation of nitric oxide biosynthetic process,positive regulation of receptor-mediated endocytosis,protein stabilization,positive regulation of NF-kappaB transcription factor activity,chaperone-mediated protein complex assembly,response to misfolded protein,negative regulation of cell death,chaperone-mediated protein folding,microglial cell proliferation,intrinsic apoptotic signaling pathway,regulation of beta-amyloid clearance,regulation of neuron death,positive regulation of neuron death,positive regulation of beta-amyloid formation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,negative regulation of beta-amyloid formation,regulation of neuronal signal transduction,positive regulation of tau-protein kinase activity,positive regulation of neurofibrillary tangle assembly,negative regulation of response to endoplasmic reticulum stress,Requires Ontology,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of intrinsic apoptotic signaling pathway","extracellular space,nucleus,cytoplasm,mitochondrion,endoplasmic reticulum,cytosol,cell surface,extracellular matrix,mitochondrial membrane,spherical high-density lipoprotein particle,chromaffin granule,protein complex,perinuclear region of cytoplasm,extracellular exosome,blood microparticle,neurofibrillary tangle,apical dendrite,cell periphery","beta-amyloid binding,protein binding,ubiquitin protein ligase binding,protein complex binding,low-density lipoprotein particle receptor binding,misfolded protein binding,ATPase activity",0,15,20,11,21,12,17,13,0,21,21,21,21,21,21,21,21,13.7045955657959,61.3698234558105,11.6674976348877,590.308471679688,15.6325101852417,44.7626342773438,15.7997579574585,6.59867334365845
Anxa7,Annexin A7,ANXA7_MOUSE,Q07076,"cellular calcium ion homeostasis,autophagy,hemostasis,cell proliferation,regulation of cell shape,response to salt stress,cellular water homeostasis,negative regulation of gene expression,response to organic cyclic compound,epithelial cell differentiation,social behavior,response to calcium ion,membrane fusion","nucleus,nuclear envelope,endoplasmic reticulum membrane,cytosol,plasma membrane,membrane,vesicle,extracellular exosome,chromaffin granule membrane","RNA binding,integrin binding,calcium ion binding,protein binding,calcium-dependent phospholipid binding,calcium-dependent protein binding",0,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,90.3207244873047,165.082962036133,92.246696472168,142.702560424805,87.0071868896484,180.885559082031,92.5350646972656,10.604772567749
Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS_MOUSE,Q07417,fatty acid beta-oxidation using acyl-CoA dehydrogenase,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix","acyl-CoA dehydrogenase activity,butyryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",0,24,24,24,24,24,24,24,0,24,24,24,24,24,24,24,24,240.708709716797,128.523773193359,247.805770874023,114.790344238281,237.189895629883,133.725494384766,223.538101196289,6.54814004898071
Ambp,Protein AMBP,AMBP_MOUSE,Q07456,"negative regulation of endopeptidase activity,protein-chromophore linkage,protein catabolic process,protein maturation","extracellular space,plasma membrane,cell surface,extracellular matrix,intracellular membrane-bounded organelle,extracellular exosome,blood microparticle","serine-type endopeptidase inhibitor activity,IgA binding,heme binding,small molecule binding,protein homodimerization activity",0,9,11,8,11,7,11,11,0,11,11,11,11,11,11,11,11,110.013450622559,659.989624023438,84.2185974121094,426.428802490234,52.5232391357422,289.407623291016,127.831825256348,11.9761476516724
Lgals3bp,Galectin-3-binding protein,LG3BP_MOUSE,Q07797,"receptor-mediated endocytosis,cell adhesion","proteinaceous extracellular matrix,extracellular space,membrane,extracellular matrix,extracellular exosome,blood microparticle","scavenger receptor activity,protein binding",0,1,2,1,2,1,2,1,0,2,2,2,2,2,2,2,2,2.50166606903076,7.13065576553345,2.37739706039429,9.62788486480713,1.57933723926544,8.01682376861572,1.51004421710968,1.37707817554474
F13b,Coagulation factor XIII B chain,F13B_MOUSE,Q07968,blood coagulation,"cellular_component,extracellular region",,0,0,1,1,3,2,1,1,0,3,3,3,3,3,3,3,3,2.61277151107788,4.33248519897461,4.43611812591553,27.9220027923584,2.92823100090027,2.735347032547,4.22236299514771,3.62527203559875
Cnn1,Calponin-1;Isoform Beta of Calponin-1,CNN1_MOUSE,Q08091;Q08091-2,"actomyosin structure organization,negative regulation of vascular smooth muscle cell proliferation;","cytoskeleton,focal adhesion;","actin binding,calmodulin binding;",0,2,2,1,3,1,3,1,0,3,3,3,3,3,3,3,3,7.41644954681396,6.15798664093018,4.56245613098145,7.67247724533081,5.94598340988159,6.3687744140625,4.10771131515503,3.75049591064453
Cnn2,Calponin-2,CNN2_MOUSE,Q08093,"positive regulation of gene expression,hemopoiesis,negative regulation of cell migration,actomyosin structure organization,regulation of actin filament-based process,wound healing,regulation of cell proliferation,negative regulation of phagocytosis,cellular response to mechanical stimulus","stress fiber,focal adhesion,membrane,extracellular exosome","actin binding,calmodulin binding,cadherin binding",0,6,6,5,6,5,6,5,0,6,6,6,6,6,6,6,6,8.08357810974121,37.4038734436035,4.41674947738647,55.5534820556641,5.25407981872559,28.4642429351807,6.82902956008911,2.61261081695557
Cd36,Platelet glycoprotein 4,CD36_MOUSE,Q08857,"negative regulation of transcription from RNA polymerase II promoter,positive regulation of cell-matrix adhesion,pattern recognition receptor signaling pathway,receptor-mediated endocytosis,phagocytosis, recognition,immune response,cell adhesion,cell surface receptor signaling pathway,positive regulation of cytosolic calcium ion concentration,nitric oxide mediated signal transduction,positive regulation of gene expression,negative regulation of gene expression,positive regulation of macrophage derived foam cell differentiation,positive regulation of cholesterol storage,positive regulation of cell death,lipid storage,cGMP-mediated signaling,positive regulation of blood coagulation,intestinal cholesterol absorption,cholesterol transport,receptor internalization,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,response to lipid,regulation of toll-like receptor signaling pathway,triglyceride transport,plasma lipoprotein particle clearance,low-density lipoprotein particle clearance,response to stilbenoid,lipoprotein transport,negative regulation of transcription factor import into nucleus,positive regulation of I-kappaB kinase/NF-kappaB signaling,apoptotic cell clearance,positive regulation of MAPK cascade,regulation of protein heterodimerization activity,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,negative regulation of growth of symbiont in host,long-chain fatty acid import,positive regulation of nitric oxide biosynthetic process,interleukin-1 beta secretion,positive regulation of peptidyl-tyrosine phosphorylation,defense response to Gram-positive bacterium,intestinal absorption,sensory perception of taste,positive regulation of NF-kappaB transcription factor activity,low-density lipoprotein particle mediated signaling,positive regulation of phagocytosis, engulfment,positive regulation of macrophage cytokine production,positive regulation of ERK1 and ERK2 cascade,cholesterol import,response to fatty acid,response to linoleic acid,cellular response to bacterial lipopeptide,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,cellular response to low-density lipoprotein particle stimulus,cellular response to hydroperoxide,cellular response to diacyl bacterial lipopeptide,Requires Ontology,positive regulation of NLRP3 inflammasome complex assembly,positive regulation of reactive oxygen species biosynthetic process,cellular response to beta-amyloid,amyloid fibril formation,regulation of removal of superoxide radicals,positive regulation of blood microparticle formation,positive regulation of reactive oxygen species metabolic process,regulation of energy homeostasis","extracellular space,intracellular,Golgi apparatus,plasma membrane,external side of plasma membrane,cell surface,membrane,integral component of membrane,apical plasma membrane,brush border membrane,receptor complex,membrane raft,apical part of cell","low-density lipoprotein receptor activity,protein binding,high-density lipoprotein particle binding,lipid binding,low-density lipoprotein particle binding,Toll-like receptor binding,lipoteichoic acid receptor activity,lipoprotein particle binding",0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,82.490348815918,56.7865219116211,96.9873580932617,98.4503631591797,68.7806701660156,95.6938705444336,95.0712432861328,3.59835863113403
Fbln1,Fibulin-1,FBLN1_MOUSE,Q08879,"negative regulation of protein phosphorylation,negative regulation of cell adhesion,embryo implantation,positive regulation of gene expression,positive regulation of peptidase activity,extracellular matrix organization,positive regulation of fibroblast proliferation,negative regulation of ERK1 and ERK2 cascade,blood coagulation, fibrin clot formation,negative regulation of substrate adhesion-dependent cell spreading,negative regulation of transformation of host cell by virus,positive regulation of substrate-dependent cell migration, cell attachment to substrate,negative regulation of cell motility,negative regulation of stem cell proliferation,negative regulation of transforming growth factor-beta secretion","proteinaceous extracellular matrix,basement membrane,extracellular space,extracellular exosome,elastic fiber,fibrinogen complex,extracellular matrix","fibronectin binding,integrin binding,extracellular matrix structural constituent,calcium ion binding,protein binding,protein C-terminus binding,peptidase activator activity,protein complex binding,identical protein binding,fibrinogen binding",0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2.99470829963684,3.25287556648254,1.87081503868103,11.5143032073975,1.08989584445953,4.67359924316406,1.92356669902802,2.27987384796143
Npepps,Puromycin-sensitive aminopeptidase,PSA_MOUSE,Q11011,"proteolysis,peptide catabolic process,cellular response to hypoxia,positive regulation of protein targeting to mitochondrion","nucleus,cytoplasm,cytosol,extracellular exosome","aminopeptidase activity,zinc ion binding,peptide binding,metalloaminopeptidase activity",0,13,13,13,13,13,13,13,0,13,13,13,13,13,13,13,13,27.3021030426025,37.7150382995605,27.5876979827881,29.0756378173828,27.3081874847412,36.3361549377441,25.0426177978516,3.41058993339539
Pepd,Xaa-Pro dipeptidase,PEPD_MOUSE,Q11136,"proteolysis,collagen catabolic process",extracellular exosome,"aminopeptidase activity,peptidase activity,metallopeptidase activity,manganese ion binding,proline dipeptidase activity",0,10,10,10,9,9,10,10,0,10,10,10,10,10,10,10,10,64.5552749633789,97.3547515869141,86.8247528076172,45.100212097168,62.9637451171875,91.218635559082,63.965160369873,6.32325029373169
Acss3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial;Isoform 2 of Acyl-CoA synthetase short-chain family member 3, mitochondrial",ACSS3_MOUSE,Q14DH7;Q14DH7-2,"biological_process,metabolic process;",mitochondrion;,"molecular_function,acetate-CoA ligase activity,ATP binding;",0,2,1,2,1,2,2,2,0,2,2,2,2,2,2,2,2,5.45131349563599,2.57631611824036,9.96374607086182,3.66514921188354,9.95096015930176,2.7770037651062,6.67670822143555,1.3485609292984
Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,Q20BD0_MOUSE;Q80XR6_MOUSE;ROAA_MOUSE,Q20BD0;Q80XR6;Q99020,";;negative regulation of transcription from RNA polymerase II promoter,epithelial to mesenchymal transition,transcription, DNA-templated,positive regulation of transcription, DNA-templated",";;nucleus,nucleoplasm,cytoplasm,intracellular ribonucleoprotein complex,RNA polymerase II transcription factor complex",";;RNA binding,protein binding,transcription factor activity, sequence-specific DNA binding,sequence-specific DNA binding",0,10,10,10,10,10,10,9,0,10,10,10,10,10,10,10,10,94.5152740478516,290.452117919922,79.1350479125977,271.825561523438,85.9816055297852,251.129974365234,98.2153930664063,12.031569480896
Hsdl2,Hydroxysteroid dehydrogenase-like protein 2,HSDL2_MOUSE,Q2TPA8,"biological_process,oxidation-reduction process","mitochondrion,peroxisome,membrane","molecular_function,oxidoreductase activity",0,8,7,8,8,8,8,8,0,8,8,8,8,8,8,8,8,51.504768371582,29.3496513366699,63.9940528869629,24.5683975219727,57.9755249023438,35.0326118469238,38.0204048156738,3.83402514457703
Mup3,"MCG15829, isoform CRA_a",Q3KQQ2_MOUSE,Q3KQQ2,,,,0,5,13,5,13,6,13,2,0,13,13,13,13,13,13,13,13,8.91605472564697,96.6117095947266,8.50837898254395,51.512825012207,7.99752998352051,131.059783935547,8.07562255859375,8.24669551849365
Eci2,"Enoyl-CoA delta isomerase 2, mitochondrial;Enoyl-CoA delta isomerase 2, mitochondrial;Isoform 2 of Enoyl-CoA delta isomerase 2, mitochondrial",Q3TCD4_MOUSE;ECI2_MOUSE;ECI2_MOUSE,Q3TCD4;Q9WUR2;Q9WUR2-2,";fatty acid beta-oxidation,fatty acid catabolic process;",";nucleoplasm,mitochondrion,peroxisome,peroxisomal matrix,membrane,intracellular membrane-bounded organelle;",";fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity,receptor binding;",0,12,12,12,10,12,12,12,0,12,12,12,12,12,12,12,12,161.642974853516,72.0975952148438,155.882095336914,29.0867862701416,150.253509521484,73.7018203735352,140.730346679688,16.4116992950439
Hp1bp3,Heterochromatin protein 1-binding protein 3;Isoform 2 of Heterochromatin protein 1-binding protein 3;Isoform 3 of Heterochromatin protein 1-binding protein 3;Heterochromatin protein 1-binding protein 3;Heterochromatin protein 1-binding protein 3,HP1B3_MOUSE;HP1B3_MOUSE;HP1B3_MOUSE;Z4YKA3_MOUSE;Z4YKB8_MOUSE,Q3TEA8;Q3TEA8-2;Q3TEA8-3;Z4YKA3;Z4YKB8,"nucleosome assembly,regulation of transcription, DNA-templated,regulation of cell proliferation,heterochromatin organization,cellular response to hypoxia,regulation of nucleus size;;;;","nucleosome,nucleus,chromosome,nuclear speck;;;;","DNA binding,nucleosome binding;;;;",0,9,9,8,9,9,9,9,0,9,9,9,9,9,9,9,9,44.4377861022949,78.7157592773438,36.5717926025391,70.9920120239258,37.4162178039551,87.2664489746094,44.4994163513184,6.58818435668945
Snx12,"Sorting nexin 12, isoform CRA_b;Sorting nexin-12;Sorting nexin 12, isoform CRA_c",Q3TGS7_MOUSE;Q3V2H3_MOUSE;Q6ZWQ5_MOUSE,Q3TGS7;Q3V2H3;Q6ZWQ5,;;,;;,;;,0,4,4,3,3,4,4,4,0,4,4,4,4,4,4,4,4,11.5224113464355,17.5393180847168,12.4550161361694,14.4608469009399,14.8543920516968,21.1085662841797,11.9289455413818,3.65829110145569
Myl12b,Myosin regulatory light chain 12B,ML12B_MOUSE,Q3THE2,"regulation of cell shape,platelet aggregation","stress fiber,brush border,myosin II complex,Z disc,apical part of cell,extracellular exosome,cell cortex region","calcium ion binding,myosin heavy chain binding",0,11,12,11,11,12,12,12,0,12,12,12,12,12,12,12,12,144.787307739258,493.030212402344,159.733489990234,451.9794921875,161.060989379883,399.734039306641,103.801246643066,9.54863166809082
Gmps,GMP synthase [glutamine-hydrolyzing],GUAA_MOUSE,Q3THK7,"GMP biosynthetic process,glutamine metabolic process",cytosol,"GMP synthase activity,GMP synthase (glutamine-hydrolyzing) activity,ATP binding,pyrophosphatase activity",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,5.38415193557739,6.59651708602905,5.90359926223755,10.2621231079102,3.28755927085876,7.52815723419189,3.835125207901,1.67646324634552
Pdlim7,PDZ and LIM domain protein 7,PDLI7_MOUSE,Q3TJD7,"ossification,multicellular organism development,actin cytoskeleton organization,cell differentiation,positive regulation of osteoblast differentiation","stress fiber,ruffle,nucleus,cytoplasm,cell-cell adherens junction,focal adhesion,actin cytoskeleton","protein binding,metal ion binding",0,3,6,2,6,4,5,6,0,6,6,6,6,6,6,6,6,6.25973176956177,32.2973823547363,5.0805926322937,47.786792755127,5.39539098739624,20.9484481811523,4.87517070770264,2.87118124961853
Tnpo1,Transportin-1 (Fragment);Transportin-1;Isoform 2 of Transportin-1,Q3TKD0_MOUSE;TNPO1_MOUSE;TNPO1_MOUSE,Q3TKD0;Q8BFY9;Q8BFY9-2,";protein import into nucleus, translocation,NLS-bearing protein import into nucleus,ribosomal protein import into nucleus;",";cytoplasm,nuclear membrane,nuclear periphery,extracellular exosome;",";RNA binding,protein binding,nuclear localization sequence binding,Ran GTPase binding,protein transporter activity;",0,5,7,3,7,7,6,5,0,7,7,7,7,7,7,7,7,7.32868623733521,14.2914333343506,4.61005210876465,15.0340929031372,4.57499217987061,12.0843992233276,5.48524856567383,2.92219257354736
Echdc2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",ECHD2_MOUSE,Q3TLP5,fatty acid beta-oxidation,mitochondrion,enoyl-CoA hydratase activity,0,11,10,10,9,11,11,11,0,11,11,11,11,11,11,11,11,191.228881835938,94.1789169311523,199.295684814453,60.1129684448242,208.24089050293,77.2506637573242,152.189071655273,8.84219741821289
Nek7,Serine/threonine-protein kinase Nek7,Q3TN15_MOUSE;NEK7_MOUSE,Q3TN15;Q9ES74,";protein phosphorylation,positive regulation of telomere maintenance via telomerase,positive regulation of telomerase activity,positive regulation of telomere capping",";spindle pole,nucleoplasm,cytoplasm,microtubule organizing center",";protein serine/threonine kinase activity,protein binding,ATP binding,metal ion binding",0,2,3,2,3,3,3,3,0,3,3,3,3,3,3,3,3,4.07225942611694,15.3621768951416,5.72720098495483,12.4674949645996,7.44952011108398,13.9223194122314,6.00397634506226,2.37253403663635
Xylb,Xylulose kinase,XYLB_MOUSE,Q3TNA1,"xylulose metabolic process,D-xylose metabolic process,carbohydrate phosphorylation","cytoplasm,extracellular exosome","xylulokinase activity,ATP binding",0,14,14,13,11,14,13,14,0,14,14,14,14,14,14,14,14,175.176773071289,117.773002624512,181.316711425781,34.0449676513672,168.12712097168,128.78288269043,181.809616088867,6.5867714881897
Entpd5,Ectonucleoside triphosphate diphosphohydrolase 5,Q3TQC7_MOUSE;ENTP5_MOUSE,Q3TQC7;Q9WUZ9,";protein N-linked glycosylation,cell proliferation,regulation of phosphatidylinositol 3-kinase signaling,cell growth,positive regulation of glycolytic process,ATP metabolic process,'de novo' posttranslational protein folding",";endoplasmic reticulum,extracellular exosome",";guanosine-diphosphatase activity,nucleoside-diphosphatase activity,uridine-diphosphatase activity",0,11,11,11,10,11,11,11,0,11,11,11,11,11,11,11,11,62.6864356994629,62.9915313720703,63.6025199890137,64.3485946655273,68.8203125,59.1602325439453,65.2185821533203,6.83568286895752
Psmd12,26S proteasome non-ATPase regulatory subunit 12,Q3TRH2_MOUSE;PSD12_MOUSE,Q3TRH2;Q9D8W5,;proteasome-mediated ubiquitin-dependent protein catabolic process,";proteasome complex,cytoplasm,proteasome regulatory particle,proteasome regulatory particle, lid subcomplex,membrane,proteasome accessory complex,nuclear proteasome complex,extracellular exosome",;molecular_function,0,3,3,3,3,3,4,2,0,4,4,4,4,4,4,4,4,3.41816902160645,4.20638608932495,3.43971490859985,11.0343065261841,3.68931317329407,10.5934858322144,2.98821115493774,2.45304918289185
Dnpep,Aspartyl aminopeptidase,Q3TVK3_MOUSE;DNPEP_MOUSE,Q3TVK3;Q9Z2W0,";proteolysis,peptide metabolic process",";extracellular region,nucleus,cytoplasm,cytosol,blood microparticle",";zinc ion binding,identical protein binding,metalloaminopeptidase activity",0,9,9,8,9,9,9,9,0,9,9,9,9,9,9,9,9,20.5195350646973,30.7208824157715,17.7374076843262,47.0081062316895,22.3882865905762,37.4604301452637,24.806510925293,4.76080560684204
Uap1l1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L_MOUSE,Q3TW96,UDP-N-acetylglucosamine biosynthetic process,cytosol,UDP-N-acetylglucosamine diphosphorylase activity,0,17,16,17,16,17,17,17,0,17,17,17,17,17,17,17,17,77.3297729492188,106.797866821289,91.6065979003906,63.9348335266113,95.3816146850586,124.933609008789,111.33088684082,6.6801438331604
