PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
"receptor-mediated endocytosis,immune response,cell-matrix adhesion,positive regulation of cell-substrate adhesion,negative regulation of endopeptidase activity,positive regulation of smooth muscle cell migration,extracellular matrix organization,positive regulation of protein binding,cell adhesion mediated by integrin,endodermal cell differentiation,positive regulation of receptor-mediated endocytosis,oligodendrocyte differentiation,positive regulation of peptidyl-tyrosine phosphorylation,protein polymerization,smooth muscle cell-matrix adhesion,liver regeneration","proteinaceous extracellular matrix,basement membrane,extracellular space,endoplasmic reticulum,Golgi lumen,extracellular matrix,intracellular membrane-bounded organelle,rough endoplasmic reticulum lumen,extracellular exosome,blood microparticle",Vtn,"scavenger receptor activity,integrin binding,collagen binding,heparin binding,polysaccharide binding,identical protein binding,extracellular matrix binding",Vitronectin,VTNC_MOUSE,6.97E-23,P29788,16,17,18,14,11,11,11,11,7853.793945,64155.16406,7410.845703,3300.872314
"ureteric bud development,glutathione metabolic process,aflatoxin catabolic process","cytosol,extracellular exosome",Gsta3,glutathione transferase activity,Glutathione S-transferase A3,GSTA3_MOUSE,3.43E-14,P30115,4,3,4,4,4,4,4,4,2320.878662,512.1237793,1350.998901,2448.121338
"phosphorylation,negative regulation of protein binding,negative regulation of apoptotic process","mitochondrion,mitochondrial inner membrane,myelin sheath,extracellular exosome",Ckmt1,"creatine kinase activity,protein binding,ATP binding","Creatine kinase U-type, mitochondrial",KCRU_MOUSE,3.17E-52,P30275,19,18,18,19,10,10,10,10,1294.695435,2151.436768,1192.963867,1000.707153
"protein peptidyl-prolyl isomerization,protein folding","cytoplasm,extracellular exosome",Ppic,"peptidyl-prolyl cis-trans isomerase activity,protein binding,cyclosporin A binding",Peptidyl-prolyl cis-trans isomerase C,PPIC_MOUSE,5.64E-30,P30412,6,8,7,7,8,8,8,8,404.4602356,1016.822876,506.2520447,511.9412231
"protein peptidyl-prolyl isomerization,steroid hormone receptor complex assembly,copper ion transport,embryo implantation,negative regulation of neuron projection development,androgen receptor signaling pathway,prostate gland development,negative regulation of microtubule polymerization or depolymerization,negative regulation of microtubule polymerization,protein complex localization,male sex differentiation,reproductive structure development,chaperone-mediated protein folding","nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,microtubule,neuronal cell body,protein complex,axonal growth cone,perinuclear region of cytoplasm,extracellular exosome",Fkbp4,"RNA binding,peptidyl-prolyl cis-trans isomerase activity,protein binding,ATP binding,GTP binding,FK506 binding,heat shock protein binding,copper-dependent protein binding,glucocorticoid receptor binding,tau protein binding,phosphoprotein binding",Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4_MOUSE,1.58E-50,P30416,23,21,23,24,8,8,8,8,1403.974243,1097.72522,1200.508545,1453.786865
"positive regulation of endothelial cell proliferation,inflammatory response to antigenic stimulus,DNA topological change,DNA recombination,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,spermatogenesis,spermatid nucleus differentiation,male gonad development,positive regulation of gene expression,negative regulation of gene expression,positive regulation of nuclease activity,response to lipopolysaccharide,positive regulation of interferon-beta production,positive regulation of DNA binding,innate immune response,positive regulation of innate immune response,positive regulation of erythrocyte differentiation,positive regulation of megakaryocyte differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,response to steroid hormone,regulation of neurogenesis,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,positive chemotaxis,cell chemotaxis,cellular response to lipopolysaccharide,regulation of stem cell proliferation,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","nuclear chromatin,condensed chromosome,extracellular space,cell,nucleus,nucleolus,cytoplasm,protein complex,perinuclear region of cytoplasm",Hmgb2,"enhancer sequence-specific DNA binding,DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,RNA binding,protein binding,transcription factor binding,DNA binding, bending,protein domain specific binding,chemoattractant activity,transcription regulatory region DNA binding,non-sequence-specific DNA binding, bending,RAGE receptor binding,supercoiled DNA binding",High mobility group protein B2,HMGB2_MOUSE,3.52E-46,P30681,12,12,12,12,10,10,10,10,1059.07251,2862.696289,1636.385864,1521.087891
"muscle organ development,intermediate filament organization","nucleus,cytoplasm,cytoskeleton,cell-cell junction,fascia adherens,intercalated disc,Z disc,neuromuscular junction,sarcolemma,contractile fiber,intermediate filament cytoskeleton,extracellular exosome,cardiac myofibril,intermediate filament",Des,"structural constituent of cytoskeleton,protein binding,cytoskeletal protein binding,identical protein binding",Desmin,DESM_MOUSE,2.05E-42,P31001,30,32,32,31,9,9,9,9,1259.769775,3193.161133,1688.766846,1388.084473
"angiogenesis,negative regulation of endothelial cell proliferation,glucose metabolic process,tRNA aminoacylation for protein translation,apoptotic process,inflammatory response,cell adhesion,cell-cell signaling,regulation of receptor activity,leukocyte migration;","extracellular space,nucleus,endoplasmic reticulum,Golgi apparatus,cytosol,cell surface,membrane,aminoacyl-tRNA synthetase multienzyme complex,methionyl glutamyl tRNA synthetase complex,transport vesicle;",Aimp1,"tRNA binding,cytokine activity,protein homodimerization activity,GTPase binding;",Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,AIMP1_MOUSE;Q3UZG4_MOUSE,1.99E-28,P31230;Q3UZG4,11,11,11,11,8,8,8,8,342.6074829,504.1177979,414.4571533,377.8048706
"proteolysis,apoptotic process,antibiotic metabolic process,negative regulation of cell migration,cellular response to drug,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,homocysteine metabolic process,cellular response to calcium ion,cellular response to nitric oxide","extracellular space,nucleus,plasma membrane,apical plasma membrane,cell junction,anchored component of membrane,microvillus membrane,apical part of cell,extracellular exosome",Dpep1,"dipeptidyl-peptidase activity,zinc ion binding,dipeptidase activity,GPI anchor binding,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,metallodipeptidase activity,modified amino acid binding",Dipeptidase 1,DPEP1_MOUSE,5.11E-29,P31428,15,12,13,13,8,8,8,8,3421.406738,2081.467041,2284.158203,3340.929199
"acute-phase response,positive chemotaxis,cell chemotaxis","extracellular space,high-density lipoprotein particle,extracellular exosome",Saa4,chemoattractant activity,Serum amyloid A-4 protein,SAA4_MOUSE,6.09E-24,P31532,3,6,5,5,6,6,6,6,62.68541718,1042.446777,68.48706055,85.20659637
"leukocyte migration involved in inflammatory response,positive regulation of peptide secretion,regulation of translation,autophagy,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,astrocyte development,peptidyl-cysteine S-nitrosylation,positive regulation of blood coagulation,neutrophil chemotaxis,leukocyte chemotaxis,actin cytoskeleton reorganization,peptidyl-cysteine S-trans-nitrosylation,modification of morphology or physiology of other organism,innate immune response,regulation of integrin biosynthetic process,positive regulation of inflammatory response,Requires Ontology,neutrophil aggregation,cellular oxidant detoxification,positive regulation of intrinsic apoptotic signaling pathway","extracellular space,nucleus,nucleoplasm,cytoplasm,cytosol,cytoskeleton,plasma membrane,cell junction,extracellular matrix,extracellular exosome",S100a9,"calcium ion binding,microtubule binding,zinc ion binding,antioxidant activity,Toll-like receptor 4 binding,arachidonic acid binding,RAGE receptor binding",Protein S100-A9,S10A9_MOUSE,3.62E-22,P31725,5,6,5,5,6,6,6,6,162.4314423,7821.929688,370.6365356,347.2484741
"protein import into nucleus, translocation,osteoblast differentiation,maternal placenta development,positive regulation of protein phosphorylation,positive regulation of endothelial cell proliferation,glycogen metabolic process,glycogen biosynthetic process,regulation of glycogen biosynthetic process,glucose metabolic process,translation,regulation of translation,protein phosphorylation,negative regulation of protein kinase activity,activation-induced cell death of T cells,inflammatory response,cellular response to DNA damage stimulus,response to oxidative stress,cytoskeleton organization,epidermal growth factor receptor signaling pathway,I-kappaB kinase/NF-kappaB signaling,germ cell development,aging,positive regulation of cell proliferation,insulin receptor signaling pathway,apoptotic mitochondrial changes,response to hormone,response to organic substance,negative regulation of autophagy,negative regulation of gene expression,negative regulation of plasma membrane long-chain fatty acid transport,positive regulation of fibroblast migration,positive regulation of sodium ion transport,positive regulation of glucose metabolic process,positive regulation of mitochondrial membrane potential,negative regulation of endopeptidase activity,regulation of neuron projection development,phosphatidylinositol 3-kinase signaling,glucose transport,phosphorylation,protein ubiquitination,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,spinal cord development,cell projection organization,protein catabolic process,hyaluronan metabolic process,positive regulation of cell growth,regulation of cell migration,regulation of myelination,positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,lipopolysaccharide-mediated signaling pathway,negative regulation of fatty acid beta-oxidation,positive regulation of endodeoxyribonuclease activity,response to food,peripheral nervous system myelin maintenance,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to insulin stimulus,regulation of protein localization,positive regulation of peptidyl-serine phosphorylation,response to fluid shear stress,cellular response to reactive oxygen species,intracellular signal transduction,interleukin-18-mediated signaling pathway,cellular response to vascular endothelial growth factor stimulus,cellular response to decreased oxygen levels,NIK/NF-kappaB signaling,glucose homeostasis,regulation of apoptotic process,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,protein kinase B signaling,positive regulation of blood vessel endothelial cell migration,positive regulation of nitric oxide biosynthetic process,positive regulation of fat cell differentiation,positive regulation of glycogen biosynthetic process,negative regulation of cell size,negative regulation of proteolysis,positive regulation of transcription, DNA-templated,positive regulation of vasoconstriction,positive regulation of transcription from RNA polymerase II promoter,positive regulation of glucose import,negative regulation of JNK cascade,positive regulation of organ growth,positive regulation of lipid biosynthetic process,insulin-like growth factor receptor signaling pathway,positive regulation of smooth muscle cell proliferation,positive regulation of nitric-oxide synthase activity,positive regulation of sequence-specific DNA binding transcription factor activity,striated muscle cell differentiation,response to growth hormone,glycogen cell differentiation involved in embryonic placenta development,labyrinthine layer blood vessel development,membrane organization,response to UV-A,cellular response to mechanical stimulus,cellular response to cadmium ion,cellular response to tumor necrosis factor,cellular response to growth factor stimulus,cellular response to epidermal growth factor stimulus,cellular response to prostaglandin E stimulus,cellular response to organic cyclic compound,cellular response to hypoxia,establishment of protein localization to mitochondrion,maintenance of protein location in mitochondrion,negative regulation of release of cytochrome c from mitochondria,cellular response to granulocyte macrophage colony-stimulating factor stimulus,execution phase of apoptosis,positive regulation of protein localization to nucleus,cellular response to peptide,positive regulation of protein localization to plasma membrane,positive regulation of I-kappaB phosphorylation,cellular response to nerve growth factor stimulus,response to insulin-like growth factor stimulus","nucleus,nucleoplasm,cytoplasm,mitochondrion,spindle,cytosol,plasma membrane,cell-cell junction,microtubule cytoskeleton,vesicle,ciliary basal body,protein complex",Akt1,"protein kinase activity,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,protein kinase C binding,protein binding,ATP binding,phosphatidylinositol-3,4,5-trisphosphate binding,kinase activity,protein kinase binding,nitric-oxide synthase regulator activity,GTPase activating protein binding,identical protein binding,protein homodimerization activity,phosphatidylinositol-3,4-bisphosphate binding,protein phosphatase 2A binding,14-3-3 protein binding",RAC-alpha serine/threonine-protein kinase,AKT1_MOUSE,2.44E-09,P31750,4,4,3,4,4,4,4,4,73.81529236,100.7507172,86.22011566,61.82362747
"behavioral fear response,hair follicle development,triglyceride metabolic process,transport,learning or memory,lateral ventricle development,regulation of synaptic transmission, GABAergic,phosphatidylcholine acyl-chain remodeling,skin development,long-term synaptic potentiation","extracellular space,mitochondrion,Golgi apparatus,synaptic vesicle,extracellular exosome,perinuclear endoplasmic reticulum",Dbi,"lipid binding,long-chain fatty acyl-CoA binding,protein dimerization activity",Acyl-CoA-binding protein,ACBP_MOUSE,1.38E-33,P31786,19,16,18,18,14,14,14,14,18990.33008,5386.133301,15540.14746,22726.95898
"activation of MAPK activity,regulation of protein phosphorylation,protein phosphorylation,cell cycle arrest,regulation of mitotic cell cycle,heart development,negative regulation of cell proliferation,positive regulation of gene expression,negative regulation of gene expression,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,cerebellar cortex formation,neuron differentiation,keratinocyte differentiation,thyroid gland development,regulation of stress-activated MAPK cascade,regulation of apoptotic process,positive regulation of cell differentiation,positive regulation of transcription, DNA-templated,positive regulation of Ras protein signal transduction,thymus development,regulation of axon regeneration,cell motility,positive regulation of axonogenesis,Bergmann glial cell differentiation,face development,lung morphogenesis,trachea formation,epithelial cell proliferation involved in lung morphogenesis,placenta blood vessel development,labyrinthine layer development,ERK1 and ERK2 cascade,positive regulation of ERK1 and ERK2 cascade,positive regulation of protein serine/threonine kinase activity,regulation of Golgi inheritance,cellular senescence,positive regulation of production of miRNAs involved in gene silencing by miRNA,regulation of early endosome to late endosome transport","nucleus,mitochondrion,early endosome,late endosome,endoplasmic reticulum,Golgi apparatus,microtubule organizing center,cytosol,plasma membrane,focal adhesion,extracellular exosome",Map2k1,"protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,receptor signaling protein tyrosine phosphatase activity,protein binding,ATP binding,protein C-terminus binding,protein serine/threonine kinase activator activity,protein N-terminus binding",Dual specificity mitogen-activated protein kinase kinase 1,MP2K1_MOUSE,3.41E-24,P31938,4,3,4,3,4,4,4,4,109.6329956,95.5863266,140.133194,95.71620941
"acyl-CoA metabolic process,steroid biosynthetic process,progesterone biosynthetic process,peroxisome organization,phospholipid transport,cholesterol transport,positive regulation of intracellular cholesterol transport,inositol trisphosphate biosynthetic process,positive regulation of steroid metabolic process,protein localization to plasma membrane,lipid hydroperoxide transport;","nucleoplasm,mitochondrion,peroxisome,membrane,intracellular membrane-bounded organelle,protein complex,extracellular exosome;",Scp2,"fatty-acyl-CoA binding,receptor binding,protein binding,phosphatidylinositol transporter activity,sterol transporter activity,cholesterol binding,sterol binding,propanoyl-CoA C-acyltransferase activity,long-chain fatty acyl-CoA binding,propionyl-CoA C2-trimethyltridecanoyltransferase activity,oleic acid binding;",Non-specific lipid-transfer protein;Isoform SCP2 of Non-specific lipid-transfer protein,NLTP_MOUSE,9.86E-36,P32020;P32020-2,20,12,17,19,10,10,10,10,6590.109375,3004.22876,4229.416992,7201.260254
"tRNA 5'-leader removal,tRNA export from nucleus,tRNA processing,tRNA 3'-end processing,nuclear histone mRNA catabolic process,IRES-dependent viral translational initiation,protein localization to cytoplasmic stress granule","nuclear chromosome, telomeric region,nucleus,cytoplasm,intracellular ribonucleoprotein complex",Ssb,"tRNA binding,RNA binding,poly(U) RNA binding,sequence-specific mRNA binding",Lupus La protein homolog,LA_MOUSE,2.53E-44,P32067,19,19,19,20,8,8,8,8,1554.04126,1528.984131,1611.770874,1436.838745
,"cytosol,polysome,membrane,nuclear body",Drg1,"protein binding,GTP binding,identical protein binding",Developmentally-regulated GTP-binding protein 1,DRG1_MOUSE,2.28E-32,P32233,6,6,7,7,7,7,7,7,80.21445465,115.9461899,130.0396118,162.7666168
"acute inflammatory response to antigenic stimulus,response to nutrient,lactation,blood coagulation,negative regulation of endopeptidase activity,regulation of blood coagulation, intrinsic pathway","extracellular space,extracellular exosome,blood microparticle",Serpinc1,"protease binding,serine-type endopeptidase inhibitor activity,heparin binding,identical protein binding",Antithrombin-III,ANT3_MOUSE,5.99E-46,P32261,27,30,28,26,8,8,8,8,1296.974365,10060.28125,1944.56311,1647.53479
"acrosome assembly,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,positive regulation of immunoglobulin mediated immune response,cytoskeleton organization,homophilic cell adhesion via plasma membrane adhesion molecules,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,spermatid development,spermatid nucleus differentiation,cell recognition,fertilization,fusion of virus membrane with host plasma membrane,sperm mitochondrion organization,cell part morphogenesis,positive regulation of mast cell activation,susceptibility to natural killer cell mediated cytotoxicity,adhesion of symbiont to host,cilium organization,positive regulation of natural killer cell mediated cytotoxicity,regulation of viral entry into host cell,coreceptor-mediated virion attachment to host cell,positive regulation of T cell receptor signaling pathway,establishment of mitochondrion localization,susceptibility to T cell mediated cytotoxicity;","plasma membrane,integral component of plasma membrane,cell-cell junction,zonula adherens,focal adhesion,cell surface,integral component of membrane,apical junction complex,cell-cell contact zone,extracellular exosome;",Nectin2,"receptor activity,receptor binding,protein binding,identical protein binding,protein homodimerization activity,protein heterodimerization activity,cell adhesion molecule binding;",Nectin-2;Isoform Alpha of Nectin-2,NECT2_MOUSE,6.88E-07,P32507;P32507-2,1,2,3,2,3,3,3,3,41.73802567,26.65013313,28.31939697,34.47444153
"liver development,positive regulation of protein phosphorylation,Ras protein signal transduction,female pregnancy,positive regulation of cell proliferation,visual learning,positive regulation of gene expression,cytokine-mediated signaling pathway,forebrain astrocyte development,actin cytoskeleton organization,regulation of protein stability,regulation of synaptic transmission, GABAergic,positive regulation of Rac protein signal transduction,response to isolation stress,endocrine signaling,positive regulation of MAP kinase activity,negative regulation of neuron apoptotic process,negative regulation of cell differentiation,regulation of long-term neuronal synaptic plasticity,homeostasis of number of cells within a tissue,positive regulation of nitric-oxide synthase activity,positive regulation of NF-kappaB transcription factor activity,striated muscle cell differentiation,response to glucocorticoid,response to mineralocorticoid,epithelial tube branching involved in lung morphogenesis,positive regulation of cellular senescence;","cytoplasm,mitochondrion,plasma membrane,focal adhesion,membrane,extrinsic component of cytoplasmic side of plasma membrane,membrane raft;",Kras,"GTPase activity,protein binding,GTP binding,GMP binding,GDP binding,LRR domain binding,protein complex binding;",GTPase KRas;Isoform 2B of GTPase KRas,RASK_MOUSE,1.40E-34,P32883;P32883-2,3,3,3,3,3,3,3,3,221.1807861,160.2471161,251.8316956,183.5762329
"angiogenesis,negative regulation of protein phosphorylation,tryptophanyl-tRNA aminoacylation,negative regulation of protein kinase activity,positive regulation of gene expression,regulation of protein ADP-ribosylation,positive regulation of protein complex assembly,regulation of angiogenesis;","nucleus,cytoplasm,cytosol,protein complex,extracellular exosome;",Wars,"tryptophan-tRNA ligase activity,ATP binding,kinase inhibitor activity,protein kinase binding,protein domain specific binding,protein homodimerization activity;","Tryptophan--tRNA ligase, cytoplasmic;Isoform 2 of Tryptophan--tRNA ligase, cytoplasmic",SYWC_MOUSE,3.43E-61,P32921;P32921-2,16,13,14,14,8,8,8,8,356.2113953,380.9910889,466.3448486,379.5488586
"liver development,proteolysis,blood coagulation,negative regulation of blood coagulation,negative regulation of apoptotic process,regulation of circulating fibrinogen levels,negative regulation of inflammatory response,negative regulation of coagulation,positive regulation of establishment of endothelial barrier","extracellular space,endoplasmic reticulum,Golgi apparatus",Proc,"serine-type endopeptidase activity,calcium ion binding,peptidase activity",Vitamin K-dependent protein C,PROC_MOUSE,1.91E-07,P33587,2,2,2,2,2,2,2,2,22.84090996,138.1493835,10.92517471,24.57788849
"G1/S transition of mitotic cell cycle,RNA export from nucleus,ubiquitin-dependent protein catabolic process,protein import into nucleus,spindle organization,positive regulation of neuron projection development,cellular response to drug,positive regulation of GTPase activity,positive regulation of mitotic centrosome separation,response to calcium ion,cellular response to leptomycin B","nucleus,cytoplasm,centrosome,cytosol,axon cytoplasm",Ranbp1,"GDP-dissociation inhibitor activity,Ran GTPase binding,cadherin binding,GTPase activator activity",Ran-specific GTPase-activating protein,RANG_MOUSE,1.31E-37,P34022,9,9,9,9,9,9,9,9,820.784729,1213.143921,1008.543762,963.6228027
"microtubule cytoskeleton organization,angiogenesis,blood vessel development,vasculogenesis,neuron migration,regulation of protein phosphorylation,positive regulation of protein phosphorylation,nuclear migration,cell adhesion,signal complex assembly,epidermal growth factor receptor signaling pathway,transforming growth factor beta receptor signaling pathway,integrin-mediated signaling pathway,axon guidance,positive regulation of cell proliferation,regulation of cell shape,regulation of epithelial cell migration,positive regulation of phosphatidylinositol 3-kinase signaling,peptidyl-tyrosine phosphorylation,central nervous system neuron axonogenesis,negative regulation of cell-cell adhesion,regulation of cell adhesion,extracellular matrix organization,positive regulation of cell migration,regulation of cell adhesion mediated by integrin,peptidyl-tyrosine autophosphorylation,regulation of cell proliferation,negative regulation of apoptotic process,endothelial cell migration,innate immune response,regulation of osteoblast differentiation,positive regulation of protein kinase activity,negative regulation of organ growth,protein autophosphorylation,vascular endothelial growth factor receptor signaling pathway,ephrin receptor signaling pathway,negative regulation of axonogenesis,regulation of focal adhesion assembly,positive regulation of protein kinase B signaling,negative regulation of synapse assembly,growth hormone receptor signaling pathway,cellular response to transforming growth factor beta stimulus,regulation of substrate adhesion-dependent cell spreading,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,negative regulation of anoikis;;;","stress fiber,nucleus,cytoplasm,microtubule organizing center,cytosol,plasma membrane,focal adhesion,apical plasma membrane,lamellipodium,extrinsic component of cytoplasmic side of plasma membrane,perinuclear region of cytoplasm;;;",Ptk2,"actin binding,protein kinase activity,protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,signal transducer activity,receptor binding,protein binding,ATP binding,JUN kinase binding,protein kinase binding,SH2 domain binding;;;",Focal adhesion kinase 1;Isoform 2 of Focal adhesion kinase 1;Isoform 3 of Focal adhesion kinase 1;Isoform 4 of Focal adhesion kinase 1,FAK1_MOUSE,4.30E-14,P34152;P34152-2;P34152-3;P34152-4,6,6,6,6,6,6,6,6,201.3322449,243.4587402,233.0791016,240.0292206
"prostaglandin biosynthetic process,positive regulation of protein phosphorylation,positive regulation of adaptive immune response,negative regulation of mature B cell apoptotic process,inflammatory response,cell surface receptor signaling pathway,cell aging,cell proliferation,regulation of receptor activity,negative regulation of gene expression,positive regulation of protein kinase A signaling,negative regulation of macrophage chemotaxis,carboxylic acid metabolic process,DNA damage response, signal transduction by p53 class mediator,positive regulation of B cell proliferation,positive regulation of lipopolysaccharide-mediated signaling pathway,negative regulation of cellular protein metabolic process,positive regulation of tumor necrosis factor production,negative regulation of myeloid cell apoptotic process,positive regulation of peptidyl-serine phosphorylation,regulation of cell proliferation,positive regulation of phosphorylation,negative regulation of apoptotic process,positive regulation of MAP kinase activity,negative regulation of DNA damage response, signal transduction by p53 class mediator,innate immune response,positive regulation of fibroblast proliferation,positive regulation of cytokine secretion,positive regulation of peptidyl-tyrosine phosphorylation,positive chemotaxis,positive regulation of prostaglandin secretion involved in immune response,positive regulation of myeloid leukocyte cytokine production involved in immune response,protein homotrimerization,positive regulation of ERK1 and ERK2 cascade,negative regulation of cell cycle arrest,positive regulation of arachidonic acid secretion,negative regulation of cell aging,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,positive regulation of chemokine (C-X-C motif) ligand 2 production","extracellular region,extracellular space,nucleoplasm,cytosol,cell surface,vesicle,myelin sheath,extracellular exosome",Mif,"protease binding,dopachrome isomerase activity,receptor binding,cytokine activity,cytokine receptor binding,chemoattractant activity,identical protein binding,phenylpyruvate tautomerase activity",Macrophage migration inhibitory factor,MIF_MOUSE,9.62E-23,P34884,9,8,9,9,9,9,9,9,13266.07422,10260.95215,11818.97754,13360.28223
"response to toxic substance,positive regulation of gene expression,dephosphorylation,cholesterol homeostasis,stilbene catabolic process,phospholipid dephosphorylation,regulation of cholesterol metabolic process,epoxide metabolic process","peroxisome,cytosol,extracellular exosome",Ephx2,"magnesium ion binding,epoxide hydrolase activity,receptor binding,toxic substance binding,phosphatase activity,10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity,lipid phosphatase activity,protein homodimerization activity",Bifunctional epoxide hydrolase 2,HYES_MOUSE,1.20E-56,P34914,41,34,39,41,12,12,12,12,3036.974121,1106.023682,1795.39563,3324.616211
"triglyceride metabolic process,cholesterol metabolic process,negative regulation of phosphatidylcholine catabolic process,negative regulation of very-low-density lipoprotein particle clearance,negative regulation of cholesterol transport,cholesterol efflux,phospholipid efflux,plasma lipoprotein particle remodeling,chylomicron remnant clearance,very-low-density lipoprotein particle clearance,lipoprotein metabolic process,negative regulation of fatty acid biosynthetic process,negative regulation of receptor-mediated endocytosis,negative regulation of lipoprotein lipase activity","endoplasmic reticulum,very-low-density lipoprotein particle,high-density lipoprotein particle,extracellular exosome",Apoc1,"phospholipase inhibitor activity,fatty acid binding",Apolipoprotein C-I,APOC1_MOUSE,3.11E-24,P34928,2,3,2,2,3,3,3,3,230.8053894,3456.291504,253.3883514,107.6690445
"acute-phase response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium",extracellular region,Reg3b,carbohydrate binding,Regenerating islet-derived protein 3-beta,REG3B_MOUSE,2.25E-21,P35230,4,1,6,4,6,6,6,6,1296.269287,27.95269394,4165.682617,2748.070313
"DNA damage checkpoint,activation of MAPK activity,lipid metabolic process,triglyceride metabolic process,epidermal growth factor receptor signaling pathway,integrin-mediated signaling pathway,axonogenesis,brain development,heart development,hormone-mediated signaling pathway,positive regulation of signal transduction,cerebellar cortex formation,platelet formation,microvillus organization,abortive mitotic cell cycle,regulation of cell adhesion mediated by integrin,negative regulation of cell adhesion mediated by integrin,multicellular organism growth,organ growth,peptidyl-tyrosine dephosphorylation,megakaryocyte development,atrioventricular canal development,ERBB signaling pathway,regulation of multicellular organism growth,hormone metabolic process,glucose homeostasis,regulation of protein complex assembly,positive regulation of mitotic cell cycle,negative regulation of insulin secretion,regulation of protein export from nucleus,positive regulation of hormone secretion,negative regulation of hormone secretion,platelet-derived growth factor receptor signaling pathway,neurotrophin TRK receptor signaling pathway,ephrin receptor signaling pathway,multicellular organismal reproductive process,genitalia development,inner ear development,homeostasis of number of cells within a tissue,negative regulation of cortisol secretion,Bergmann glial cell differentiation,negative regulation of growth hormone secretion,face morphogenesis,intestinal epithelial cell migration,positive regulation of ERK1 and ERK2 cascade,cellular response to mechanical stimulus,cellular response to epidermal growth factor stimulus,positive regulation of glucose import in response to insulin stimulus","nucleus,cytoplasm,mitochondrion,cytosol,protein complex",Ptpn11,"phosphoprotein phosphatase activity,protein tyrosine phosphatase activity,non-membrane spanning protein tyrosine phosphatase activity,SH3/SH2 adaptor activity,insulin receptor binding,protein binding,protein domain specific binding,receptor tyrosine kinase binding,D1 dopamine receptor binding,phospholipase binding,insulin receptor substrate binding,cell adhesion molecule binding,peptide hormone receptor binding",Tyrosine-protein phosphatase non-receptor type 11,PTN11_MOUSE,7.57E-24,P35235,9,8,11,9,7,7,7,7,137.6653137,125.2145309,150.7151642,131.5992279
