"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"346","psph","Phosphoserine phosphatase","Q99LS3","SERB_MOUSE","neuron projection","L-serine metabolic process,L-serine biosynthetic process,response to mechanical stimulus,dephosphorylation,response to nutrient levels,response to testosterone","magnesium ion binding,phosphoserine phosphatase activity,calcium ion binding,protein homodimerization activity",1.54045452787996e-17,"2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","14.85452938079834","19.896484375","13.753691673278809","6.8718366622924805","9.84146785736084","4.518890857696533","11.52095890045166","8.705755233764648"
"347","rnps1","RNA-binding protein with serine-rich domain 1;Isoform 2 of RNA-binding protein with serine-rich domain 1","Q99M28;Q99M28-2","RNPS1_MOUSE","nucleus,nucleoplasm,cytoplasm,nuclear speck,ASAP complex;","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,regulation of alternative mRNA splicing, via spliceosome,mRNA processing,RNA splicing,positive regulation of apoptotic process,negative regulation of mRNA splicing, via spliceosome;","mRNA 3'-UTR binding;",1.20989844487526e-11,"1","3","1","1","2","1","2","2","1","3","1","1","2","1","2","2","6.48732852935791","4.307187557220459","6.342350482940674","3.7713208198547363","16.422317504882812","4.639665603637695","10.091218948364258","14.366120338439941"
"348","gtpbp4","Nucleolar GTP-binding protein 1","Q99ME9","NOG1_MOUSE","nucleus,nucleolus,cytoplasm,Golgi apparatus,cytosol,membrane,nuclear membrane,perinuclear region of cytoplasm","regulation of cyclin-dependent protein serine/threonine kinase activity,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),osteoblast differentiation,negative regulation of DNA replication,negative regulation of cell proliferation,negative regulation of cell-cell adhesion,negative regulation of cell migration,negative regulation of protein ubiquitination,negative regulation of collagen binding,protein stabilization","RNA binding,GTPase activity,GTP binding",1.78386185331871e-05,"3","3","1","2","Filtered","Filtered","3","2","3","3","1","2","Filtered","Filtered","3","2","3.0491623878479004","13.401155471801758","35.64487838745117","23.288307189941406","Filtered","Filtered","9.532598495483398","4.465253829956055"
"349","mrpl34","39S ribosomal protein L34, mitochondrial","Q99N91","RM34_MOUSE","mitochondrion,mitochondrial large ribosomal subunit","translation","structural constituent of ribosome",3.72484209150438e-05,"2","2","1","Filtered","1","2","2","2","2","2","1","Filtered","1","0","2","2","2.0111560821533203","1.5360133647918701","5.661468505859375","Filtered","8.153776168823242","NaN","3.270484685897827","1.92037832736969"
"350","retn","Resistin","Q99P87","RETN_MOUSE","extracellular region,extracellular space,nucleus,extracellular exosome","aging,response to mechanical stimulus,regulation of receptor activity,positive regulation of collagen metabolic process,positive regulation of smooth muscle cell migration,response to insulin,fat cell differentiation,positive regulation of smooth muscle cell proliferation,positive regulation of synaptic transmission,negative regulation of feeding behavior,positive regulation of progesterone secretion","hormone activity",4.17047097316255e-07,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","52.263458251953125","40.40012741088867","34.32773208618164","20.239194869995117","28.947961807250977","29.218406677246094","25.69452667236328","56.727577209472656"
"351","ndufb2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial","Q9CPU2","NDUB2_MOUSE","mitochondrion,mitochondrial respiratory chain complex I","mitochondrial respiratory chain complex I assembly,oxidation-reduction process","molecular_function",5.76063164824437e-13,"2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","693.8350830078125","348.7772521972656","837.663330078125","481.6312561035156","746.8861083984375","751.3140258789062","121.83937072753906","168.51449584960938"
"352","mrps16","28S ribosomal protein S16, mitochondrial","Q9CPX7","RT16_MOUSE","mitochondrion,mitochondrial small ribosomal subunit,cytosol","mitochondrial translation","structural constituent of ribosome",7.98026606238538e-12,"2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","181.5332489013672","83.189208984375","132.22950744628906","95.36768341064453","132.38046264648438","136.4637451171875","65.58369445800781","93.56246948242188"
"353","rgs10","Regulator of G-protein signaling 10","Q9CQE5","RGS10_MOUSE","nucleus,cytoplasm,cytosol,plasma membrane,neuronal cell body,dendritic spine,axon terminus","G-protein coupled acetylcholine receptor signaling pathway,negative regulation of signal transduction,positive regulation of GTPase activity","G-protein alpha-subunit binding,GTPase activator activity,protein binding",0.000293756940382561,"Filtered","2","Filtered","1","Filtered","Filtered","1","1","Filtered","0","Filtered","1","Filtered","Filtered","1","0","Filtered","NaN","Filtered","2.0770552158355713","Filtered","Filtered","1","NaN"
"354","chac2","Putative glutathione-specific gamma-glutamylcyclotransferase 2;Isoform 2 of Putative glutathione-specific gamma-glutamylcyclotransferase 2","Q9CQG1;Q9CQG1-2","CHAC2_MOUSE","cytoplasm;","glutathione catabolic process;","gamma-glutamylcyclotransferase activity;",2.96063665880965e-28,"3","3","2","Filtered","3","2","Filtered","1","3","3","2","Filtered","3","2","Filtered","1","5.470970153808594","6.600813388824463","3.589914083480835","Filtered","7.10280704498291","6.42290735244751","Filtered","3.20398211479187"
"355","rwdd1","RWD domain-containing protein 1","Q9CQK7","RWDD1_MOUSE","cytoplasm,polysome","cytoplasmic translation,cell aging,androgen receptor signaling pathway,cellular response to oxidative stress,cellular response to testosterone stimulus,positive regulation of androgen receptor activity","molecular_function",2.44972423148624e-22,"3","3","2","3","3","3","3","3","3","3","2","3","3","3","3","3","8.601922035217285","13.331605911254883","12.249113082885742","14.113256454467773","7.774971008300781","13.163591384887695","17.345754623413086","13.922531127929688"
"356","mrps24","28S ribosomal protein S24, mitochondrial","Q9CQV5","RT24_MOUSE","mitochondrion,mitochondrial ribosome,mitochondrial small ribosomal subunit","translation,mitochondrial translation","RNA binding,structural constituent of ribosome",1.19369179904997e-07,"2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","69.39069366455078","42.58308029174805","64.5865478515625","44.61804962158203","65.69353485107422","59.715545654296875","29.504867553710938","31.410362243652344"
"357","nsa2","Ribosome biogenesis protein NSA2 homolog","Q9CR47","NSA2_MOUSE","nucleolus,preribosome, large subunit precursor","maturation of 5.8S rRNA,maturation of LSU-rRNA","RNA binding",0.00025571028009776,"1","1","Filtered","1","Filtered","Filtered","2","1","1","1","Filtered","1","Filtered","Filtered","2","1","6.188011169433594","10.608036994934082","Filtered","6.314996719360352","Filtered","Filtered","12.37760066986084","7.014915466308594"
"358","exosc5","Exosome complex component RRP46","Q9CRA8","EXOS5_MOUSE","nuclear exosome (RNase complex),cytoplasmic exosome (RNase complex),exosome (RNase complex),nucleus,nucleolus,transcriptionally active chromatin","RNA catabolic process,rRNA catabolic process,rRNA 3'-end processing,nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',U4 snRNA 3'-end processing,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,DNA deamination,defense response to virus,nuclear mRNA surveillance,polyadenylation-dependent snoRNA 3'-end processing","molecular_function,RNA binding",0.00032353870106616,"Filtered","2","Filtered","Filtered","1","Filtered","2","2","Filtered","2","Filtered","Filtered","1","Filtered","2","2","Filtered","1.232444405555725","Filtered","Filtered","2.9419398307800293","Filtered","2.1783690452575684","1.8619145154953003"
"359","dis3","Exosome complex exonuclease RRP44","Q9CSH3","RRP44_MOUSE","nuclear exosome (RNase complex),exosome (RNase complex),nucleus,nucleoplasm,nucleolus,cytosol,membrane","rRNA processing,RNA catabolic process,rRNA catabolic process,positive regulation of GTPase activity,CUT catabolic process,RNA phosphodiester bond hydrolysis, exonucleolytic","3'-5'-exoribonuclease activity,RNA binding,endonuclease activity,guanyl-nucleotide exchange factor activity",3.45175633938739e-18,"1","2","2","2","1","1","2","2","1","2","2","2","1","1","2","2","3.072282552719116","23.161169052124023","2.6738767623901367","10.846149444580078","7.260851860046387","3.7123756408691406","15.240194320678711","14.309415817260742"
"360","ndufaf7","Protein arginine methyltransferase NDUFAF7, mitochondrial;Isoform 2 of Protein arginine methyltransferase NDUFAF7, mitochondrial","Q9CWG8;Q9CWG8-2","NDUF7_MOUSE","extracellular space,mitochondrion;","peptidyl-arginine methylation, to symmetrical-dimethyl arginine,mitochondrial respiratory chain complex I assembly,ATP metabolic process;","enzyme binding,protein-arginine omega-N symmetric methyltransferase activity;",5.61826196059895e-05,"4","2","3","Filtered","3","3","1","1","4","2","3","Filtered","3","3","0","0","1.6771533489227295","1.536280632019043","1.856604814529419","Filtered","4.198786735534668","2.2305102348327637","NaN","NaN"
"361","bloc1s2","Biogenesis of lysosome-related organelles complex 1 subunit 2","Q9CWG9","BL1S2_MOUSE","gamma-tubulin complex,nucleus,mitochondrion,lysosomal membrane,centrosome,cytosol,BLOC-1 complex,BORC complex,axon cytoplasm","anterograde axonal transport,positive regulation of cell proliferation,extrinsic apoptotic signaling pathway via death domain receptors,neuron projection development,lysosome localization,positive regulation of transcription, DNA-templated,anterograde synaptic vesicle transport,oxidation-reduction process,mitochondrial outer membrane permeabilization","protein C-terminus binding,oxidoreductase activity,gamma-tubulin binding",9.76145853465874e-12,"1","2","1","1","2","1","2","2","1","2","1","1","2","1","2","2","30.192312240600586","74.48401641845703","34.85979461669922","21.532527923583984","7.357956409454346","20.965858459472656","21.946834564208984","36.456031799316406"
"362","cd2bp2","CD2 antigen cytoplasmic tail-binding protein 2","Q9CWK3","CD2B2_MOUSE","fibrillar center,nucleus,nucleoplasm,U5 snRNP,cytosol,nuclear speck","mRNA processing,RNA splicing,negative regulation of phosphatase activity","ribonucleoprotein complex binding",4.32772163249398e-05,"1","2","1","1","Filtered","2","2","2","0","2","1","1","Filtered","2","2","2","NaN","18.43203353881836","4.683391571044922","6.607016086578369","Filtered","6.398601055145264","2.8628273010253906","5.028083324432373"
"363","pbld2","Phenazine biosynthesis-like domain-containing protein 2","Q9CXN7","PBLD2_MOUSE","","biological_process,biosynthetic process","molecular_function,isomerase activity",9.33328609433603e-49,"10","9","9","6","10","10","8","11","10","9","9","6","10","10","8","11","1237.8507080078125","376.8599548339844","1282.5177001953125","72.26011657714844","1184.5230712890625","1338.75341796875","260.9052734375","455.1007080078125"
"364","eif1b","Eukaryotic translation initiation factor 1b","Q9CXU9","EIF1B_MOUSE","cellular_component","translational initiation,biological_process","RNA binding,translation initiation factor activity",3.58536604495592e-08,"6","7","4","6","5","6","6","7","6","7","4","6","5","6","6","7","5.889266490936279","11.55943489074707","3.5861122608184814","8.101271629333496","5.504767894744873","3.3578040599823","9.479336738586426","9.236311912536621"
"365","creld2","Cysteine-rich with EGF-like domain protein 2","Q9CYA0","CREL2_MOUSE","extracellular space,endoplasmic reticulum,Golgi apparatus","biological_process","calcium ion binding",0.000295545124765114,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7.054932594299316","9.585636138916016","11.583687782287598","25.33224105834961","16.10093879699707","6.627533435821533","11.694201469421387","9.30726146697998"
"366","pdzd11","PDZ domain-containing protein 11","Q9CZG9","PDZ11_MOUSE","cytosol,cell-cell junction,basolateral plasma membrane,synapse,presynapse","neurotransmitter secretion,maintenance of epithelial cell apical/basal polarity,protein localization to basolateral plasma membrane","protein C-terminus binding",5.1873634156584e-31,"2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","49.40700149536133","31.134910583496094","30.885299682617188","25.297618865966797","38.390262603759766","50.807796478271484","32.868812561035156","22.715557098388672"
"367","fam96b","Mitotic spindle-associated MMXD complex subunit MIP18","Q9D187","MIP18_MOUSE","nucleus,nucleoplasm,cytoplasm,spindle,cytosol,MMXD complex,CIA complex","chromosome segregation,iron-sulfur cluster assembly","molecular_function",5.4614871731497e-15,"1","2","1","1","Filtered","1","1","1","1","2","1","1","Filtered","1","1","1","4.042627334594727","9.410196304321289","5.289613246917725","10.181116104125977","Filtered","4.768991947174072","12.807280540466309","10.46506404876709"
"368","vps28","Vacuolar protein sorting-associated protein 28 homolog","Q9D1C8","VPS28_MOUSE","ESCRT I complex,cytoplasm,endosome,early endosome,cytosol,plasma membrane,endosome membrane,late endosome membrane,extracellular exosome","negative regulation of protein ubiquitination,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,positive regulation of protein catabolic process,positive regulation of ubiquitin-dependent endocytosis","protein complex binding,ubiquitin binding",6.94470552919252e-20,"1","1","1","Filtered","1","1","2","1","1","1","1","Filtered","1","0","2","1","10.767827033996582","32.6014518737793","7.934749603271484","Filtered","10.712180137634277","NaN","56.75425720214844","21.03488540649414"
"369","eef1e1","Eukaryotic translation elongation factor 1 epsilon-1","Q9D1M4","MCA3_MOUSE","nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,aminoacyl-tRNA synthetase multienzyme complex,extracellular exosome","translation,glutathione metabolic process,negative regulation of cell proliferation,embryo development,positive regulation of apoptotic process,positive regulation of DNA damage response, signal transduction by p53 class mediator,cellular response to leukemia inhibitory factor,positive regulation of cellular senescence,positive regulation of apoptotic signaling pathway","glutathione transferase activity,protein binding",7.92644531794385e-20,"4","4","4","4","3","5","5","5","4","4","4","4","3","5","5","5","5.121389865875244","5.639585018157959","8.727405548095703","7.1251220703125","3.4374899864196777","4.785027980804443","8.903315544128418","7.854119777679443"
"370","plgrkt","Plasminogen receptor (KT)","Q9D3P8","PLRKT_MOUSE","mitochondrion,integral component of plasma membrane","chemotaxis,inflammatory response,positive regulation of plasminogen activation","protein binding",3.85122576974796e-19,"2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","29.564172744750977","52.174232482910156","15.709939956665039","30.990205764770508","5.021994590759277","14.542856216430664","20.39078140258789","38.05586242675781"
"371","exosc8","Exosome complex component RRP43","Q9D753","EXOS8_MOUSE","nuclear exosome (RNase complex),cytoplasmic exosome (RNase complex),exosome (RNase complex),nucleus,nucleolus,cytoplasm","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',U1 snRNA 3'-end processing,U4 snRNA 3'-end processing,U5 snRNA 3'-end processing,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,nuclear mRNA surveillance,nuclear polyadenylation-dependent rRNA catabolic process,nuclear polyadenylation-dependent tRNA catabolic process,nuclear polyadenylation-dependent mRNA catabolic process","AU-rich element binding,identical protein binding",1.03649981731502e-30,"1","2","Filtered","1","1","2","2","2","1","2","Filtered","1","1","2","2","2","2.1844329833984375","9.14384651184082","Filtered","9.715470314025879","8.41341495513916","7.097494125366211","14.813873291015625","3.2202353477478027"
"372","gid8","Glucose-induced degradation protein 8 homolog","Q9D7M1","GID8_MOUSE","nucleoplasm,cell junction","biological_process","molecular_function",7.38396565168264e-05,"1","1","Filtered","1","1","Filtered","1","2","0","1","Filtered","0","1","Filtered","0","0","NaN","1.6324684619903564","Filtered","NaN","1","Filtered","NaN","NaN"
"373","chmp5","Charged multivesicular body protein 5","Q9D7S9","CHMP5_MOUSE","nucleus,cytosol,endosome membrane,extracellular exosome","cell separation after cytokinesis,regulation of receptor recycling,nucleus organization,lysosome organization,mitotic metaphase plate congression,endosome to lysosome transport,regulation of centrosome duplication,protein transport,viral budding,multivesicular body-lysosome fusion,multivesicular body sorting pathway,regulation of mitotic spindle assembly","cadherin binding",2.00610897104825e-05,"1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","1.4273115396499634","4.56825065612793","1.4166474342346191","6.0561065673828125","3.3861653804779053","3.6475718021392822","5.071933269500732","1.1038435697555542"
"374","prorsd1","Prolyl-tRNA synthetase associated domain-containing protein 1;Isoform 2 of Prolyl-tRNA synthetase associated domain-containing protein 1","Q9D820;Q9D820-2","PRXD1_MOUSE","cellular_component;","regulation of translational fidelity,biological_process;","aminoacyl-tRNA editing activity,molecular_function;",9.29139473836995e-30,"2","2","1","1","1","2","2","2","2","2","1","1","1","2","2","2","35.734737396240234","18.43523597717285","17.126697540283203","8.652003288269043","24.815326690673828","20.856027603149414","15.77861499786377","13.69117546081543"
"375","ccdc91","Coiled-coil domain-containing protein 91","Q9D8L5","CCD91_MOUSE","nucleoplasm,Golgi apparatus,trans-Golgi network,cytosol,membrane","protein transport,Golgi to lysosome transport","identical protein binding",4.90875333680394e-05,"2","1","2","1","2","2","2","3","2","1","2","1","2","2","2","3","11.603472709655762","4.881247043609619","4.896904468536377","9.219564437866211","4.257752418518066","12.694831848144531","4.143155097961426","5.935506343841553"
"376","triap1","TP53-regulated inhibitor of apoptosis 1","Q9D8Z2","TRIA1_MOUSE","nucleoplasm,mitochondrion,mitochondrial intermembrane space,protein complex,perinuclear region of cytoplasm","apoptotic process,phospholipid transport,DNA damage response, signal transduction by p53 class mediator,cellular response to UV,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of transcription from RNA polymerase II promoter,negative regulation of release of cytochrome c from mitochondria,regulation of membrane lipid distribution,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,positive regulation of phospholipid transport","p53 binding,phosphatidic acid transporter activity",5.16326603779709e-22,"1","1","2","1","1","1","1","1","1","1","2","0","1","1","1","1","11.116324424743652","11.388978958129883","12.26103687286377","NaN","26.1944580078125","10.143510818481445","3.564619302749634","2.180076837539673"
"377","slc25a19","Mitochondrial thiamine pyrophosphate carrier","Q9DAM5","TPC_MOUSE","nucleus,mitochondrion,integral component of mitochondrial inner membrane","mitochondrial transport,thiamine pyrophosphate transport,thiamine transmembrane transport","thiamine transmembrane transporter activity",0.00275002766578347,"Filtered","Filtered","1","Filtered","1","2","Filtered","2","Filtered","Filtered","1","Filtered","1","2","Filtered","2","Filtered","Filtered","4.999352931976318","Filtered","2.417508840560913","3.406761407852173","Filtered","1.6236648559570312"
"378","chmp2a","Charged multivesicular body protein 2a","Q9DB34","CHM2A_MOUSE","ESCRT III complex,nuclear envelope,cytosol,membrane,membrane coat,late endosome membrane,extracellular exosome,chromatin","cell separation after cytokinesis,nucleus organization,vacuolar transport,mitotic metaphase plate congression,membrane invagination,exit from mitosis,regulation of centrosome duplication,protein transport,nuclear envelope reassembly,viral budding via host ESCRT complex,establishment of protein localization,regulation of viral process,protein polymerization,protein homooligomerization,protein heterooligomerization,negative regulation of cell death,regulation of mitotic spindle assembly,positive regulation of viral release from host cell,positive regulation of exosomal secretion,negative regulation of centriole elongation","protein binding,protein domain specific binding,phosphatidylcholine binding",2.38423494101499e-14,"2","3","2","3","2","3","4","3","2","3","2","3","2","3","4","3","14.280858039855957","27.64887809753418","13.34394359588623","32.79191970825195","16.14090919494629","9.284116744995117","23.446535110473633","13.364320755004883"
"379","cmtr1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","Q9DBC3","CMTR1_MOUSE","nucleus,nucleoplasm,cytosol","7-methylguanosine mRNA capping,mRNA methylation,cap1 mRNA methylation","nucleic acid binding,mRNA (nucleoside-2'-O-)-methyltransferase activity",4.62761501719097e-05,"Filtered","2","Filtered","3","1","Filtered","3","4","Filtered","2","Filtered","3","1","Filtered","3","4","Filtered","16.956384658813477","Filtered","12.150985717773438","10.568549156188965","Filtered","29.434131622314453","45.24753189086914"
"380","pelp1","Proline-, glutamic acid- and leucine-rich protein 1","Q9DBD5","PELP1_MOUSE","nucleus,nucleolus,cytoplasm,transcriptionally active chromatin,MLL1 complex","transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,cellular response to estrogen stimulus","chromatin binding,RNA binding,protein binding,transcription factor binding",8.16027585280518e-24,"Filtered","3","1","2","Filtered","1","4","2","Filtered","3","1","2","Filtered","1","4","2","Filtered","6.664585590362549","1.2313956022262573","22.088090896606445","Filtered","1.470456838607788","6.145746231079102","5.69525671005249"
"381","cyp27a1","Sterol 26-hydroxylase, mitochondrial","Q9DBG1","CP27A_MOUSE","mitochondrion,mitochondrial inner membrane","oxidation-reduction process","monooxygenase activity,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding",0.000176488136727648,"2","1","2","1","Filtered","Filtered","1","2","2","1","2","1","Filtered","Filtered","1","2","11.208048820495605","2.6434102058410645","3.8457438945770264","9.262594223022461","Filtered","Filtered","1.3133738040924072","5.377549648284912"
"382","dnajc10","DnaJ homolog subfamily C member 10","Q9DC23","DJC10_MOUSE","endoplasmic reticulum,endoplasmic reticulum lumen,membrane,endoplasmic reticulum chaperone complex","negative regulation of protein phosphorylation,ER-associated ubiquitin-dependent protein catabolic process,positive regulation of ATPase activity,protein folding in endoplasmic reticulum,response to endoplasmic reticulum stress,cell redox homeostasis,oxidation-reduction process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","ATPase activator activity,protein binding,protein disulfide oxidoreductase activity,disulfide oxidoreductase activity,oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor,Hsp70 protein binding,chaperone binding,ATPase binding,misfolded protein binding",0.000205781191031688,"2","3","1","3","Filtered","3","2","3","2","3","1","3","Filtered","3","2","3","7.357288837432861","5.9083662033081055","5.962618350982666","16.10527229309082","Filtered","3.143566846847534","5.537395477294922","3.59759521484375"
"383","csnk1d","Casein kinase I isoform delta;Isoform 2 of Casein kinase I isoform delta","Q9DC28;Q9DC28-2","KC1D_MOUSE","nucleus,nucleoplasm,cytoplasm,Golgi apparatus,centrosome,spindle,cytosol,spindle microtubule,plasma membrane,neuron projection,perinuclear region of cytoplasm;","positive regulation of protein phosphorylation,protein phosphorylation,endocytosis,microtubule nucleation,Golgi organization,circadian rhythm,regulation of cell shape,Wnt signaling pathway,peptidyl-serine phosphorylation,positive regulation of Wnt signaling pathway,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,circadian regulation of gene expression,protein localization to Golgi apparatus,regulation of circadian rhythm,spindle assembly,protein localization to cilium,protein localization to centrosome,positive regulation of canonical Wnt signaling pathway,positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation,Requires Ontology,cellular response to nerve growth factor stimulus,positive regulation of non-canonical Wnt signaling pathway;","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,peptide binding,cadherin binding,tau-protein kinase activity;",0.000911558764985103,"2","3","1","2","2","1","2","3","2","3","1","2","2","1","2","3","6.735347747802734","18.353099822998047","6.055017948150635","3.9974520206451416","12.51587200164795","1.8852345943450928","3.7740423679351807","5.982672691345215"
"384","emc7","ER membrane protein complex subunit 7","Q9EP72","EMC7_MOUSE","integral component of membrane,ER membrane protein complex","biological_process","molecular_function,carbohydrate binding",0.000440586003185691,"1","2","2","2","2","2","1","2","0","2","2","2","2","2","0","2","NaN","16.57608985900879","0.7807508111000061","24.817930221557617","20.075807571411133","18.37137794494629","NaN","21.534324645996094"
"385","mettl9","Methyltransferase-like protein 9","Q9EPL4","METL9_MOUSE","cellular_component","biological_process","molecular_function",0.00188587269014676,"1","Filtered","Filtered","Filtered","1","1","1","1","1","Filtered","Filtered","Filtered","1","1","1","1","2.2427902221679688","Filtered","Filtered","Filtered","4.0320143699646","3.594284772872925","1.3459867238998413","10.666773796081543"
"386","cars","Cysteine--tRNA ligase, cytoplasmic;Isoform 2 of Cysteine--tRNA ligase, cytoplasmic","Q9ER72;Q9ER72-2","SYCC_MOUSE","cytoplasm,cytosol;","cysteinyl-tRNA aminoacylation;","tRNA binding,cysteine-tRNA ligase activity,ATP binding,protein homodimerization activity,metal ion binding;",0.000152010015447455,"1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","2","4.586310863494873","5.218132972717285","2.5203652381896973","4.6459503173828125","2.7325780391693115","6.846072673797607","9.480086326599121","4.536358833312988"
"387","parvb","Beta-parvin","Q9ES46","PARVB_MOUSE","cytoskeleton,plasma membrane,focal adhesion,Z disc,lamellipodium","cell adhesion,cell projection assembly,lamellipodium assembly,actin cytoskeleton reorganization,establishment or maintenance of cell polarity regulating cell shape","actin binding,protein binding",9.83973169938292e-05,"1","Filtered","Filtered","1","1","1","1","2","1","Filtered","Filtered","1","0","1","1","0","0.4991288185119629","Filtered","Filtered","1.6653718948364258","NaN","1.031639575958252","2.8970203399658203","NaN"
"388","rnf114","E3 ubiquitin-protein ligase RNF114","Q9ET26","RN114_MOUSE","intracellular,nucleus,cytosol,plasma membrane","protein polyubiquitination,multicellular organism development,spermatogenesis,cell differentiation,positive regulation of proteasomal ubiquitin-dependent protein catabolic process","nucleic acid binding,ubiquitin-protein transferase activity,ubiquitin conjugating enzyme binding,metal ion binding,ubiquitin protein ligase activity",1.70970712114321e-07,"2","4","3","3","3","3","3","4","2","4","3","3","3","3","3","4","10.209535598754883","5.6696553230285645","7.143005847930908","5.191477298736572","6.797600746154785","8.587011337280273","4.826267242431641","6.521533012390137"
"389","cwc15","Spliceosome-associated protein CWC15 homolog","Q9JHS9","CWC15_MOUSE","nucleus,spliceosomal complex,mitochondrion,nuclear speck,catalytic step 2 spliceosome","mRNA splicing, via spliceosome,biological_process","molecular_function,RNA binding",1.51803795255432e-08,"1","1","1","2","2","1","2","2","0","1","0","2","2","0","2","2","NaN","0.8121131062507629","NaN","3.789841651916504","3.75189471244812","NaN","0.9933388829231262","1.702870488166809"
