"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"126","angiogenesis,response to hypoxia,positive regulation of endothelial cell proliferation,diacylglycerol biosynthetic process,activation of phospholipase C activity,central nervous system development,rRNA transcription,response to hormone,cell migration,negative regulation of translation,actin filament polymerization,cell differentiation,activation of protein kinase B activity,activation of phospholipase A2 activity,positive regulation of phosphorylation,negative regulation of smooth muscle cell proliferation,positive regulation of protein secretion,leukocyte migration,RNA phosphodiester bond hydrolysis","extracellular region,basal lamina,extracellular space,nucleus,nucleolus,growth cone,cytoplasmic vesicle,angiogenin-PRI complex,neuronal cell body,extracellular exosome","ang","DNA binding,RNA binding,actin binding,endonuclease activity,ribonuclease activity,receptor binding,copper ion binding,heparin binding,peptide binding,protein homodimerization activity","Angiogenin","ANGI_MOUSE",1.29e-12,"P21570",0,2,2,1,2,2,2,2,2,2.432185411,4.237275124,2
"127","response to molecule of fungal origin,MyD88-dependent toll-like receptor signaling pathway,apoptotic process,inflammatory response,immune response,cell surface receptor signaling pathway,transmembrane receptor protein serine/threonine kinase signaling pathway,JNK cascade,Toll signaling pathway,response to virus,induced systemic resistance,regulation of gene expression,positive regulation of gene expression,immunoglobulin mediated immune response,lipopolysaccharide-mediated signaling pathway,positive regulation of type I interferon production,response to peptidoglycan,response to lipopolysaccharide,regulation of interleukin-6 production,regulation of tumor necrosis factor production,positive regulation of interleukin-17 production,positive regulation of interleukin-23 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,regulation of cell proliferation,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of growth of symbiont in host,positive regulation of chemokine biosynthetic process,type I interferon biosynthetic process,positive regulation of JNK cascade,positive regulation of smooth muscle cell proliferation,positive regulation of lymphocyte proliferation,regulation of inflammatory response,defense response to Gram-positive bacterium,positive regulation of NF-kappaB transcription factor activity,type I interferon signaling pathway,response to interleukin-1,3'-UTR-mediated mRNA stabilization,establishment of endothelial intestinal barrier,Requires Ontology,positive regulation of cytokine production involved in inflammatory response,regulation of neutrophil migration,regulation of chemokine (C-X-C motif) ligand 1 production,regulation of chemokine (C-X-C motif) ligand 2 production;","nucleus,cytoplasm,cytosol,plasma membrane,postsynaptic density,protein complex;","myd88","Toll binding,interleukin-1 receptor binding,protein binding,Toll-like receptor binding,identical protein binding,protein self-association,TIR domain binding;","Myeloid differentiation primary response protein MyD88;Isoform 2 of Myeloid differentiation primary response protein MyD88","MYD88_MOUSE",0.002916235,"P22366;P22366-2",2,2,1,1,2,2,2,2,9.254756927,12.75160599,13.1227951,25.91723061
"128","","","il1rn","","Isoform 2 of Interleukin-1 receptor antagonist protein","IL1RA_MOUSE",1.8e-18,"P25085-2",4,4,4,4,4,4,4,4,27.01454353,38.19909286,44.16706848,32.2908783
"129","cellular glucose homeostasis,negative regulation of cell-matrix adhesion,protein phosphorylation,negative regulation of cell adhesion,insulin receptor signaling pathway,extrinsic apoptotic signaling pathway via death domain receptors,intrinsic apoptotic signaling pathway in response to DNA damage,phosphatidylinositol 3-kinase signaling,B cell differentiation,positive regulation of cell migration,positive regulation of tumor necrosis factor production,cellular response to insulin stimulus,positive regulation of RNA splicing,cellular response to UV,response to endoplasmic reticulum stress,phosphatidylinositol-3-phosphate biosynthetic process,positive regulation of transcription factor import into nucleus,negative regulation of apoptotic process,regulation of phosphatidylinositol 3-kinase activity,negative regulation of osteoclast differentiation,positive regulation of transcription from RNA polymerase II promoter,regulation of insulin receptor signaling pathway,phosphatidylinositol phosphorylation,insulin-like growth factor receptor signaling pathway,vascular endothelial growth factor receptor signaling pathway,protein stabilization,regulation of stress fiber assembly,NFAT protein import into nucleus,growth hormone receptor signaling pathway,positive regulation of endoplasmic reticulum unfolded protein response,regulation of protein localization to plasma membrane,positive regulation of glucose import in response to insulin stimulus","nucleus,cytoplasm,cis-Golgi network,cytosol,cell-cell junction,phosphatidylinositol 3-kinase complex,phosphatidylinositol 3-kinase complex, class IA,membrane,protein complex,perinuclear endoplasmic reticulum membrane","pik3r1","phosphotyrosine binding,insulin receptor binding,insulin-like growth factor receptor binding,neurotrophin TRKA receptor binding,protein binding,transcription factor binding,1-phosphatidylinositol-3-kinase activity,protein phosphatase binding,phosphatidylinositol 3-kinase regulator activity,phosphatidylinositol 3-kinase regulatory subunit binding,ErbB-3 class receptor binding,insulin binding,insulin receptor substrate binding,1-phosphatidylinositol-3-kinase regulator activity,protein heterodimerization activity","Phosphatidylinositol 3-kinase regulatory subunit alpha","P85A_MOUSE",1.26e-40,"P26450",2,2,3,2,3,3,3,3,42.12922668,67.14041138,30.05151367,34.70436478
"130","positive regulation of cell proliferation","cytoplasm,plasma membrane,extracellular exosome","marcksl1","actin binding,calmodulin binding","MARCKS-related protein","MRP_MOUSE",3.65e-27,"P28667",2,2,2,2,2,2,2,2,59.05631256,60.30231476,62.38500977,56.80214691
"131","cartilage condensation,ossification,angiogenesis,regulation of cell growth,tissue homeostasis,cell-matrix adhesion,integrin-mediated signaling pathway,cell-cell signaling,aging,positive regulation of cell proliferation,fibroblast growth factor receptor signaling pathway,response to glucose,regulation of receptor activity,positive regulation of gene expression,negative regulation of gene expression,cell migration,cell differentiation,lung development,regulation of chondrocyte differentiation,response to estradiol,positive regulation of collagen biosynthetic process,response to anoxia,intracellular signal transduction,chondrocyte proliferation,response to amino acid,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,response to peptide hormone,positive regulation of cell differentiation,positive regulation of JNK cascade,positive regulation of cell activation,response to mineralocorticoid,positive regulation of stress fiber assembly,cytosolic calcium ion transport,positive regulation of cardiac muscle contraction,negative regulation of cell death,connective tissue development,extracellular matrix constituent secretion,positive regulation of G0 to G1 transition,positive regulation of ERK1 and ERK2 cascade,response to fatty acid,DNA biosynthetic process,reactive oxygen species metabolic process","extracellular region,proteinaceous extracellular matrix,extracellular space,Golgi apparatus,cis-Golgi network,cytosol,cell cortex,intracellular membrane-bounded organelle,perinuclear region of cytoplasm","ctgf","fibronectin binding,integrin binding,insulin-like growth factor binding,protein C-terminus binding,growth factor activity,heparin binding","Connective tissue growth factor","CTGF_MOUSE",2.63e-16,"P29268",2,2,2,2,2,2,2,2,31.86056137,280.677948,11.27220631,7.906063557
"132","cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,leukocyte cell-cell adhesion,cell-matrix adhesion,heart development,amine metabolic process,viral process,calcium-mediated signaling using intracellular calcium source,positive regulation of T cell proliferation,leukocyte tethering or rolling,oxidation-reduction process,embryonic placenta morphogenesis,chorio-allantoic fusion,visceral serous pericardium development,cellular response to glucose stimulus;","podosome,extracellular space,early endosome,endoplasmic reticulum,Golgi apparatus,microvillus,external side of plasma membrane,cell surface,integral component of membrane,filopodium,anchored component of membrane,apical part of cell,extracellular exosome,alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex,cell periphery;","vcam1","integrin binding,primary amine oxidase activity,cell adhesion molecule binding;","Vascular cell adhesion protein 1","VCAM1_MOUSE;Q3UPN1_MOUSE",6.75e-24,"P29533;Q3UPN1",8,7,10,8,9,9,9,9,71.39738464,299.451355,254.3810577,88.09983063
"133","complement activation, lectin pathway,complement activation, classical pathway,negative regulation of growth of symbiont in host,innate immune response,negative regulation of viral process,positive regulation of phagocytosis,defense response to Gram-positive bacterium,killing by host of symbiont cells","collagen trimer,extracellular space","mbl2","receptor binding,calcium ion binding,mannose binding,calcium-dependent protein binding","Mannose-binding protein C","MBL2_MOUSE",1.24e-39,"P41317",0,4,0,0,4,4,4,4,11.34368038,622.430603,11.7923336,8.439014435
"134","skeletal system development,ossification,positive regulation of plasminogen activation,bone mineralization;","granular component,proteinaceous extracellular matrix,extracellular space,cytoplasm,extracellular exosome;","clec3b","calcium ion binding,protein binding,heparin binding,carbohydrate binding,kringle domain binding;","Tetranectin;C-type lectin domain family 3, member b","TETN_MOUSE;Q8CFZ6_MOUSE",6.59e-06,"P43025;Q8CFZ6",2,2,1,1,2,2,2,2,12.61194706,32.24322891,35.60176086,18.56989479
"135","response to organic cyclic compound,long-chain fatty acid transport,lipid storage,response to drug","nucleus,cytoplasm,lipid particle,cytosol,plasma membrane","plin2","protein binding","Perilipin-2","PLIN2_MOUSE",6.29e-13,"P43883",3,3,3,2,3,3,3,3,23.60400963,104.4295654,36.01078415,38.58374786
"136","regulation of cell growth,osteoblast differentiation,negative regulation of protein phosphorylation,protein phosphorylation,negative regulation of cell proliferation,regulation of glucose metabolic process,negative regulation of smooth muscle cell migration,regulation of growth,positive regulation of apoptotic process,positive regulation of catalytic activity,positive regulation of MAPK cascade,positive regulation of insulin-like growth factor receptor signaling pathway,type B pancreatic cell proliferation,positive regulation of myoblast differentiation,negative regulation of smooth muscle cell proliferation","extracellular space,nucleus,insulin-like growth factor ternary complex,extracellular exosome","igfbp3","fibronectin binding,insulin-like growth factor binding,protein tyrosine phosphatase activator activity,insulin-like growth factor I binding,insulin-like growth factor II binding","Insulin-like growth factor-binding protein 3","IBP3_MOUSE",1.02e-24,"P47878",1,5,2,2,5,5,5,5,30.32270813,437.1574707,41.57700348,18.57562447
"137","DNA unwinding involved in DNA replication,DNA replication initiation,cell cycle","nuclear chromosome, telomeric region,nucleoplasm,membrane,MCM complex","mcm4","single-stranded DNA binding,protein binding,ATP binding,DNA helicase activity,ATP-dependent DNA helicase activity","DNA replication licensing factor MCM4","MCM4_MOUSE",4.21e-41,"P49717",3,2,2,1,3,3,3,3,60.9160881,66.315979,91.22364044,32.94643784
"138","female pregnancy,steroid metabolic process","endoplasmic reticulum membrane,integral component of membrane,organelle membrane","sts","steryl-sulfatase activity,sulfuric ester hydrolase activity,metal ion binding","Steryl-sulfatase","STS_MOUSE",1.03e-09,"P50427",1,2,2,1,2,2,2,2,6.503074646,22.56723022,12.5175209,20.2670536
"139","response to reactive oxygen species,glucose metabolic process,lipid metabolic process,transport,brain development,aging,negative regulation of platelet-derived growth factor receptor signaling pathway,peripheral nervous system axon regeneration,tissue regeneration,negative regulation of protein import into nucleus,response to drug,negative regulation of smooth muscle cell proliferation,response to axon injury,negative regulation of focal adhesion assembly,negative regulation of lipoprotein lipid oxidation,negative regulation of monocyte chemotactic protein-1 production,negative regulation of cytokine production involved in inflammatory response,negative regulation of smooth muscle cell-matrix adhesion,negative regulation of T cell migration","extracellular space,intracellular,endoplasmic reticulum,cytosolic ribosome,dendrite,neuronal cell body,perinuclear region of cytoplasm,extracellular exosome","apod","transporter activity,cholesterol binding","Apolipoprotein D","APOD_MOUSE",5.71e-14,"P51910",1,2,2,0,2,2,2,2,5.7895298,51.26415253,5.92844677,2.367228508
"140","in utero embryonic development,homophilic cell adhesion via plasma membrane adhesion molecules,protein stabilization;","extracellular region,cytoplasm,plasma membrane,integral component of membrane,cell junction,desmosome;","dsc3","calcium ion binding,gamma-catenin binding;","Desmocollin-3;Isoform 3B of Desmocollin-3","DSC3_MOUSE",0.001777589,"P55850;P55850-2",2,1,2,1,2,2,2,2,2.985519409,15.41566849,7.400007248,3.50205183
"141","neural tube closure,proteolysis,cell migration,keratinocyte differentiation,epithelial cell morphogenesis involved in placental branching,cornification","extracellular region,plasma membrane,integral component of plasma membrane,basolateral plasma membrane,extrinsic component of plasma membrane,extracellular exosome","st14","serine-type endopeptidase activity,serine-type peptidase activity","Suppressor of tumorigenicity 14 protein homolog","ST14_MOUSE",0.000261079,"P56677",1,0,2,1,2,2,2,2,10.6636734,4.100301743,12.25346947,3.960631132
"142","negative regulation of transcription from RNA polymerase II promoter;","nucleus,cytosol,intracellular ribonucleoprotein complex,extracellular exosome;","pcbp3","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,double-stranded DNA binding,RNA binding,C-rich single-stranded DNA binding;","Poly(rC)-binding protein 3;Isoform 2 of Poly(rC)-binding protein 3","PCBP3_MOUSE",7.4e-06,"P57722;P57722-2",2,0,1,0,2,2,2,2,10.10364246,5.697057724,7.888725758,3.107976913
"143","replicative cell aging,positive regulation of cell proliferation,killing of cells of other organism,cellular response to reactive oxygen species,defense response to bacterium,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,cytolysis in other organism,Requires Ontology,positive regulation of reactive oxygen species metabolic process","mitochondrion,mitochondrial inner membrane,integral component of membrane","romo1","molecular_function","Reactive oxygen species modulator 1","ROMO1_MOUSE",1.6e-09,"P60603",3,2,1,2,3,3,3,3,75.43834686,33.47229385,19.73223495,25.38920975
"144","axon guidance,actin polymerization or depolymerization,negative regulation of epithelial cell migration,actin filament-based movement,platelet activation,positive regulation of actin filament polymerization,actin nucleation,barbed-end actin filament capping,protein homotetramerization,positive regulation of stress fiber assembly,negative regulation of ruffle assembly;","cytoplasm,cytoskeleton,focal adhesion,membrane,lamellipodium;","evl","actin binding,protein binding,profilin binding,SH3 domain binding;","Ena/VASP-like protein;Isoform 1 of Ena/VASP-like protein","EVL_MOUSE",0.000572089,"P70429;P70429-2",1,1,1,2,2,2,2,2,6.783108711,7.343806744,9.148602486,5.371206284
"145","regulation of sodium ion transport,positive regulation of systemic arterial blood pressure,protein phosphorylation,ion transport,negative regulation of phosphatase activity,signal transduction by trans-phosphorylation,activation of protein kinase activity,intracellular signal transduction,protein autophosphorylation,regulation of cellular process,cellular response to calcium ion,negative regulation of protein serine/threonine kinase activity,negative regulation of pancreatic juice secretion;;;;","cytoplasm,cytosol,membrane;;;;","wnk1","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,chloride channel inhibitor activity,potassium channel inhibitor activity,protein kinase binding,phosphatase binding,protein serine/threonine kinase inhibitor activity,protein kinase activator activity;;;;","Serine/threonine-protein kinase WNK1;Isoform 2 of Serine/threonine-protein kinase WNK1;Isoform 3 of Serine/threonine-protein kinase WNK1;Isoform 4 of Serine/threonine-protein kinase WNK1;Isoform 5 of Serine/threonine-protein kinase WNK1","WNK1_MOUSE",0.001419973,"P83741;P83741-2;P83741-3;P83741-4;P83741-5",3,4,4,4,4,4,4,4,42.2507782,85.8664093,68.57341766,42.18719482
"146","meiotic spindle organization,microtubule nucleation,mitotic spindle organization,regulation of mitotic nuclear division,cytoplasmic microtubule organization;microtubule nucleation,cytoplasmic microtubule organization","pericentriolar material,condensed nuclear chromosome,spindle pole,gamma-tubulin complex,cytoplasm,centrosome,centriole,microtubule organizing center,polar microtubule,spindle microtubule,cytoplasmic microtubule,cilium,cell leading edge,ciliary basal body,apical part of cell,recycling endosome,Requires Ontology;pericentriolar material,gamma-tubulin complex,centrosome,microtubule,spindle microtubule,cytoplasmic microtubule","tubg1;tubg2","GTPase activity,structural constituent of cytoskeleton,protein binding,GTP binding,identical protein binding;GTPase activity,GTP binding","Tubulin gamma-1 chain;Tubulin gamma-2 chain","TBG1_MOUSE;TBG2_MOUSE",4.84e-05,"P83887;Q8VCK3",2,1,2,1,2,2,2,2,46.87751389,49.62918091,68.8871994,34.69824982
"147","regulation of receptor internalization,cellular copper ion homeostasis,actin filament organization,small GTPase mediated signal transduction,protein transport,vesicle-mediated transport,regulation of Arp2/3 complex-mediated actin nucleation,very-low-density lipoprotein particle assembly,positive regulation of catalytic activity,positive regulation of endocytosis,positive regulation of calcium ion-dependent exocytosis,positive regulation of protein secretion,Golgi to transport vesicle transport,long term synaptic depression,positive regulation of dendritic spine development,synaptic vesicle budding,dendritic spine organization,lysosomal membrane organization,cellular response to virus,positive regulation of sodium ion transmembrane transport,positive regulation of late endosome to lysosome transport,positive regulation of ER to Golgi vesicle-mediated transport,regulation of phospholipid metabolic process,mitotic cleavage furrow ingression","Golgi membrane,late endosome,peroxisomal membrane,Golgi apparatus,trans-Golgi network,cytosol,focal adhesion,endomembrane system,postsynaptic density,sarcomere,COPI-coated vesicle,cell leading edge,neuron projection,protein complex,postsynaptic membrane,perinuclear region of cytoplasm,extracellular exosome","arf1","magnesium ion binding,RNA binding,protein binding,GTP binding,GDP binding,protein domain specific binding,protein heterodimerization activity,phospholipase D activator activity","ADP-ribosylation factor 1","ARF1_MOUSE",1.59e-38,"P84078",20,16,19,20,12,12,12,12,4723.837891,5975.104004,4929.181641,4343.783203
"148","ribosomal large subunit assembly,cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA processing,cell proliferation,ribosomal large subunit biogenesis,regulation of cell cycle,regulation of signal transduction by p53 class mediator","nucleus,nucleoplasm,nucleolus,intracellular ribonucleoprotein complex,preribosome, large subunit precursor,PeBoW complex","bop1","RNA binding,protein binding,ribonucleoprotein complex binding","Ribosome biogenesis protein BOP1","BOP1_MOUSE",2.51e-12,"P97452",2,2,2,1,2,2,2,2,2,23.44336319,29.32068825,9.768265724
"149","ossification,proteolysis,regulation of receptor activity,cell differentiation,cartilage development,positive regulation of cartilage development","proteinaceous extracellular matrix,extracellular space,Golgi apparatus,vesicle","bmp1","metalloendopeptidase activity,cytokine activity,calcium ion binding,protein binding,growth factor activity,peptidase activity,zinc ion binding,identical protein binding","Bone morphogenetic protein 1","BMP1_MOUSE",2.33e-29,"P98063",1,5,1,1,6,6,6,6,64.41065216,220.9863892,8.762505531,24.24527359
"150","MAPK cascade,activation of MAPK activity,angiogenesis,epidermal growth factor receptor signaling pathway,heart development,insulin receptor signaling pathway,actin cytoskeleton reorganization,regulation of growth,regulation of cell proliferation,defense response to bacterium,negative regulation of apoptotic process,positive regulation of MAPK cascade,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of ERK1 and ERK2 cascade,cellular response to growth factor stimulus,cell-cell adhesion;;","mitochondrial matrix,cytosol,plasma membrane;;","shc1","phosphotyrosine binding,insulin receptor binding,insulin-like growth factor receptor binding,neurotrophin TRKA receptor binding,protein binding,receptor tyrosine kinase binding,ephrin receptor binding,epidermal growth factor binding;;","SHC-transforming protein 1;Isoform p52Shc of SHC-transforming protein 1;Isoform p47Shc of SHC-transforming protein 1","SHC1_MOUSE",5.35e-06,"P98083;P98083-2;P98083-3",1,1,2,2,2,2,2,2,20.60517311,22.85143089,28.43639183,14.88056087
"151","complement activation, classical pathway,response to iron ion,innate immune response","collagen trimer,extracellular space,extracellular exosome","c1qa","protein binding","Complement C1q subcomponent subunit A","C1QA_MOUSE",4.43e-38,"P98086",3,4,4,3,4,4,4,4,23.19093513,389.1345825,50.74553299,35.43328857
"152","cell adhesion,negative regulation of angiogenesis,positive regulation of synapse assembly","proteinaceous extracellular matrix,basement membrane,extracellular space,platelet alpha granule","thbs2","calcium ion binding,protein binding,heparin binding","Thrombospondin-2","TSP2_MOUSE",1.35e-07,"Q03350",0,2,1,0,2,2,2,2,3.40576601,21.18456459,2.247157812,6.556393623
"153","negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone","extracellular space,extracellular exosome,blood microparticle","serpina3m","serine-type endopeptidase inhibitor activity","Serine protease inhibitor A3M","SPA3M_MOUSE",2.18e-05,"Q03734",2,3,3,3,3,3,3,3,30.47311783,65.75196075,42.06258392,26.73466492
"154","transport,glucocorticoid metabolic process,negative regulation of endopeptidase activity","extracellular space,extracellular exosome","serpina6","serine-type endopeptidase inhibitor activity,steroid binding","Corticosteroid-binding globulin","CBG_MOUSE",0.000211571,"Q06770",0,2,1,1,2,2,2,2,2,38.1730957,3.743872643,2
"155","protein polyubiquitination,ossification,osteoblast differentiation,lymphocyte differentiation,myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter,cell maturation,definitive hemopoiesis;","nucleus,nucleoplasm,membrane,protein complex;","cbfb","DNA binding,transcription coactivator activity,protein binding;","Core-binding factor subunit beta;Isoform 2 of Core-binding factor subunit beta","PEBB_MOUSE",4.19e-11,"Q08024;Q08024-2",1,2,2,1,2,2,2,2,63.94287872,157.1482086,109.6534882,80.42747498
"156","blood coagulation,fibrinolysis","extracellular space,extracellular exosome,blood microparticle","pros1","calcium ion binding","Vitamin K-dependent protein S","PROS_MOUSE",6.98e-16,"Q08761",1,3,2,2,3,3,3,3,10.09303951,103.0322876,8.190213203,10.990242
"157","protein phosphorylation,regulation of Rho protein signal transduction,positive regulation of GTPase activity,negative regulation of fat cell differentiation;;","cytoplasm;;","trio","protein serine/threonine kinase activity,Rho guanyl-nucleotide exchange factor activity,ATP binding,enzyme binding;;","Triple functional domain protein;Isoform 3 of Triple functional domain protein;Isoform 4 of Triple functional domain protein","TRIO_MOUSE",1.76e-05,"Q0KL02;Q0KL02-3;Q0KL02-4",1,1,2,2,2,2,2,2,1619.710205,3626.793701,1201.964966,2197.169678
"158","activation of innate immune response,positive regulation of defense response to virus by host,apoptotic process,positive regulation of protein binding,positive regulation of type I interferon production,interferon-beta production,positive regulation of protein import into nucleus, translocation,cellular response to interferon-beta,positive regulation of transcription factor import into nucleus,innate immune response,positive regulation of transcription from RNA polymerase II promoter,defense response to virus,cellular response to exogenous dsRNA,cellular response to organic cyclic compound;;","nucleoplasm,cytoplasm,mitochondrial outer membrane,peroxisome,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,cytosol,plasma membrane,integral component of membrane,perinuclear region of cytoplasm;;","tmem173","protein binding,transcription factor binding,protein kinase binding,ubiquitin protein ligase binding,cyclic-di-GMP binding,identical protein binding,protein homodimerization activity,cyclic-GMP-AMP binding;;","Stimulator of interferon genes protein;Isoform 2 of Stimulator of interferon genes protein;Isoform 3 of Stimulator of interferon genes protein","STING_MOUSE",1.21e-28,"Q3TBT3;Q3TBT3-2;Q3TBT3-3",4,4,4,4,4,4,4,4,33.53098297,62.77844238,79.33389282,48.19760132
"159","mitochondrial respiratory chain complex I assembly,oxidation-reduction process;","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane;","foxred1","oxidoreductase activity;","FAD-dependent oxidoreductase domain-containing protein 1;Isoform 2 of FAD-dependent oxidoreductase domain-containing protein 1","FXRD1_MOUSE",0.000295172,"Q3TQB2;Q3TQB2-2",1,0,2,1,2,2,2,2,147.7598114,1679.867554,239.0939484,294.3824463
"160","defense response,cellular response to interferon-beta;regulation of autophagy,cytokine-mediated signaling pathway,cellular response to interferon-beta,defense response to protozoan,innate immune response,defense response to Gram-negative bacterium","endoplasmic reticulum membrane;endoplasmic reticulum membrane,symbiont-containing vacuole membrane,nuclear membrane,Golgi cisterna membrane","gm4951;iigp1","GTPase activity,GTP binding;GTPase activity,protein binding,GTP binding,GDP binding,identical protein binding","Interferon-gamma-inducible GTPase Ifgga2 protein;Interferon-inducible GTPase 1","Q3UED7_MOUSE;IIGP1_MOUSE",2.03e-05,"Q3UED7;Q9QZ85",2,0,3,2,3,3,3,3,32.6856575,16.13749504,42.0585289,28.55355072
"161",";DNA-dependent DNA replication,DNA repair,positive regulation of DNA-directed DNA polymerase activity",";nucleus,DNA replication factor C complex,Ctf18 RFC-like complex","rfc4",";ATP binding,enzyme binding,DNA clamp loader activity,single-stranded DNA-dependent ATPase activity","Replication factor C subunit 4","Q3UI84_MOUSE;RFC4_MOUSE",1.64e-12,"Q3UI84;Q99J62",1,1,2,1,2,2,2,2,161.9801941,129.4491882,123.5002747,150.9840851
"162","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of NF-kappaB transcription factor activity","nucleus,cytosol,plasma membrane","lrrfip1","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,protein binding,protein homodimerization activity,cadherin binding","Leucine-rich repeat flightless-interacting protein 1","LRRF1_MOUSE",2.99e-07,"Q3UZ39",3,2,3,2,3,3,3,3,29.03035164,15.56249142,18.85222626,8.05818367
"163","protein transport;","endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,plasma membrane,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,intracellular membrane-bounded organelle;","tmed1",";","Transmembrane emp24 domain-containing protein 1;Isoform 2 of Transmembrane emp24 domain-containing protein 1","TMED1_MOUSE",1.92e-05,"Q3V009;Q3V009-2",2,1,1,2,2,2,2,2,10.94254208,7.252346039,11.64633179,12.513237
"164","biological_process","cellular_component","heatr5a","molecular_function","HEAT repeat-containing protein 5A","HTR5A_MOUSE",0.00163351,"Q5PRF0",0,2,2,1,2,2,2,2,2,2,2,3.661759853
"165",";telomere maintenance,double-strand break repair via homologous recombination,in utero embryonic development,DNA replication,DNA repair,base-excision repair,nucleotide-excision repair,mismatch repair,positive regulation of cell proliferation,hemopoiesis,protein localization to chromosome,homeostasis of number of cells within a tissue,chromosome organization,meiotic cell cycle",";nuclear chromosome, telomeric region,condensed chromosome,condensed nuclear chromosome,lateral element,male germ cell nucleus,nucleus,nucleoplasm,DNA replication factor A complex,PML body","rpa1",";chromatin binding,damaged DNA binding,single-stranded DNA binding,metal ion binding,G-rich strand telomeric DNA binding","Replication protein A 70 kDa DNA-binding subunit","Q5SWN2_MOUSE;RFA1_MOUSE",2.75e-05,"Q5SWN2;Q8VEE4",2,2,2,1,2,2,2,2,8.258399963,27.76800156,17.42297745,13.22369671
"166","eye development,blood coagulation,anterograde axonal transport,endosomal transport,platelet activation,neuron projection development,melanosome transport,melanosome organization,positive regulation of natural killer cell activation,secretion of lysosomal enzymes,endosome to melanosome transport,response to drug,pigmentation,developmental pigmentation,anterograde synaptic vesicle transport,platelet dense granule organization,protein transmembrane transport","cytoplasm,cytosol,transport vesicle,BLOC-1 complex,axon cytoplasm","bloc1s3","protein binding,protein transmembrane transporter activity","Biogenesis of lysosome-related organelles complex 1 subunit 3","BL1S3_MOUSE",0.002048329,"Q5U5M8",0,2,1,2,2,2,2,2,28.66984558,21.86575699,39.95149612,43.54475784
"167","endodermal cell fate commitment,transcription elongation from RNA polymerase II promoter,mRNA polyadenylation,histone monoubiquitination,Wnt signaling pathway,stem cell population maintenance,positive regulation of mRNA 3'-end processing,positive regulation of transcription elongation from RNA polymerase II promoter,histone H2B ubiquitination,negative regulation of myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter","fibrillar center,nucleus,nucleoplasm,centrosome,Cdc73/Paf1 complex","leo1","protein binding,RNA polymerase II C-terminal domain phosphoserine binding","RNA polymerase-associated protein LEO1","LEO1_MOUSE",0.001872956,"Q5XJE5",2,1,1,1,2,2,2,2,548.2230225,484.1385193,387.9391785,468.1007996
